"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006119","BP","GO:0006119","oxidative phosphorylation","21/843","145/18670",2.27476410344726e-06,2.27476410344726e-06,0.000946040650103519,"NDUFB7/ABCD1/COX6A1/ATP5F1E/NDUFA1/COX6B1/UQCR11/COX5B/NDUFB10/NDUFS6/NDUFB11/ATP5MG/ATP5PD/COA6/ATP5ME/NDUFA3/UQCRH/NDUFB1/UQCR10/NDUFA6/CHCHD10",21
"GO:0034341","BP","GO:0034341","response to interferon-gamma","25/843","199/18670",3.6859146315422e-06,3.6859146315422e-06,0.00140517412181425,"CAMK2A/STXBP2/IL12RB1/MEFV/CDC37/KYNU/CCL21/IRF8/GSN/PRKCD/B2M/PTAFR/ACTG1/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/AIF1/HLA-C/HLA-A/UBD/HLA-DPB1/HLA-DPA1/HLA-B/CCL5",25
"GO:0002479","BP","GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","14/843","75/18670",5.65883366971332e-06,5.65883366971332e-06,0.00199135960555256,"PSMC4/CYBA/NCF4/PSMA7/VAMP8/PSMB7/NCF1/PSMD4/B2M/PSMB8/HLA-C/HLA-A/HLA-B/PSMB3",14
"GO:0042590","BP","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","14/843","79/18670",1.06212039532092e-05,1.06212039532092e-05,0.00347065807373287,"PSMC4/CYBA/NCF4/PSMA7/VAMP8/PSMB7/NCF1/PSMD4/B2M/PSMB8/HLA-C/HLA-A/HLA-B/PSMB3",14
"GO:0060333","BP","GO:0060333","interferon-gamma-mediated signaling pathway","15/843","91/18670",1.29470379402111e-05,1.29470379402111e-05,0.0039486194307479,"CAMK2A/CDC37/IRF8/PRKCD/B2M/PTAFR/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",15
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","22/843","180/18670",2.15008086113562e-05,2.15008086113562e-05,0.00614753383058909,"CAMK2A/STXBP2/IL12RB1/CDC37/CCL21/IRF8/GSN/PRKCD/B2M/PTAFR/ACTG1/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/AIF1/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B/CCL5",22
"GO:0006613","BP","GO:0006613","cotranslational protein targeting to membrane","16/843","109/18670",3.01863437874302e-05,3.01863437874302e-05,0.00774330114596018,"RPL18/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPLP1/RPS11/RPS8/RPL10/SSR2/RPL27A/RPS21/RPLP2/UBA52/RPS28",16
"GO:0019886","BP","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","15/843","98/18670",3.21598218326234e-05,3.21598218326234e-05,0.00774330114596018,"CD74/AP2S1/CAPZB/DYNLL1/CLTA/DCTN3/AP1S3/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DMB",15
"GO:0042773","BP","GO:0042773","ATP synthesis coupled electron transport","15/843","98/18670",3.21598218326234e-05,3.21598218326234e-05,0.00774330114596018,"NDUFB7/COX6A1/NDUFA1/COX6B1/UQCR11/COX5B/NDUFB10/NDUFS6/NDUFB11/COA6/NDUFA3/UQCRH/NDUFB1/UQCR10/NDUFA6",15
"GO:0019883","BP","GO:0019883","antigen processing and presentation of endogenous antigen","7/843","22/18670",3.50706139479965e-05,3.50706139479965e-05,0.00780679955289195,"CD74/CD1D/CD1B/B2M/HLA-C/HLA-A/HLA-B",7
"GO:0022900","BP","GO:0022900","electron transport chain","22/843","186/18670",3.58365510999067e-05,3.58365510999067e-05,0.00780679955289195,"CYBA/NDUFB7/COX6A1/AKR1A1/NQO2/NDUFA1/COX6B1/UQCR11/COX5B/NDUFB10/NDUFS6/NDUFB11/XDH/NCF1/DHRS3/COA6/NDUFA3/GLRX/UQCRH/NDUFB1/UQCR10/NDUFA6",22
"GO:0002475","BP","GO:0002475","antigen processing and presentation via MHC class Ib","6/843","16/18670",4.51464118568531e-05,4.51464118568531e-05,0.00918538188915008,"CD1D/CD1B/B2M/HLA-C/HLA-A/HLA-B",6
"GO:0002495","BP","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","15/843","101/18670",4.61805325075769e-05,4.61805325075769e-05,0.00918538188915008,"CD74/AP2S1/CAPZB/DYNLL1/CLTA/DCTN3/AP1S3/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DMB",15
"GO:0002504","BP","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","15/843","102/18670",5.19209780537766e-05,5.19209780537766e-05,0.00989686713253128,"CD74/AP2S1/CAPZB/DYNLL1/CLTA/DCTN3/AP1S3/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DMB",15
"GO:0042026","BP","GO:0042026","protein refolding","9/843","40/18670",5.77997715032274e-05,5.77997715032274e-05,0.0105767497664432,"FKBP1A/DNAJA4/B2M/PPIB/HSPA6/HSPA1B/HSPA1A/HSPA1L/PPIAL4D",9
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","31/843","323/18670",6.68384054240972e-05,6.68384054240972e-05,0.011760312144661,"WDR1/MRPS34/CAPZB/MCOLN1/SMARCD2/MRPS15/VAMP8/MRPS12/MRPL34/CHMP2A/MICAL1/HMGA1/SPTBN5/GSN/FRAT1/MRPL58/GABARAP/PYM1/PPP1CA/CFL1/TRMT112/MRPL11/AURKAIP1/FRAT2/MRPS23/CIB1/MRPL40/MRPL53/TNF/MRPL20/CHCHD10",31
"GO:0006614","BP","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","15/843","105/18670",7.30668790420236e-05,7.30668790420236e-05,0.0122317011244692,"RPL18/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPLP1/RPS11/RPS8/RPL10/RPL27A/RPS21/RPLP2/UBA52/RPS28",15
"GO:0008154","BP","GO:0008154","actin polymerization or depolymerization","23/843","209/18670",7.48649907756283e-05,7.48649907756283e-05,0.0122317011244692,"WDR1/CAPZB/CORO1A/COTL1/PFN1/VASP/GMFG/MICAL1/CCL21/SPTBN5/GSN/GHRL/ALOX15/ARPC2/PRKCD/CORO1B/CFL1/GRB2/MSRB1/AIF1/TMSB4X/ARPC4/BRK1",23
"GO:0045047","BP","GO:0045047","protein targeting to ER","16/843","118/18670",8.07248978444515e-05,8.07248978444515e-05,0.0127343160084205,"RPL18/CHMP4B/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPLP1/RPS11/RPS8/RPL10/RPL27A/RPS21/RPLP2/UBA52/RPS28",16
"GO:0006801","BP","GO:0006801","superoxide metabolic process","12/843","73/18670",9.63659407958547e-05,9.63659407958547e-05,0.0143541624283269,"TYROBP/CYBA/GSTP1/NCF4/TGFB1/SH3PXD2A/BST1/GNAI2/NCF1/PRKCD/NRROS/TNF",12
"GO:0000184","BP","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","16/843","120/18670",9.89467527869987e-05,9.89467527869987e-05,0.0143541624283269,"RPL18/RPS16/RPL18A/RPL28/RPL19/RPLP1/RPS11/RPS8/PNLDC1/RPL10/RPL27A/PYM1/RPS21/RPLP2/UBA52/RPS28",16
"GO:0002474","BP","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","14/843","96/18670",0.000100406474418117,0.000100406474418117,0.0143541624283269,"PSMC4/CYBA/NCF4/PSMA7/VAMP8/PSMB7/NCF1/PSMD4/B2M/PSMB8/HLA-C/HLA-A/HLA-B/PSMB3",14
"GO:0042775","BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","14/843","97/18670",0.000112551483266368,0.000112551483266368,0.0155372546513453,"NDUFB7/COX6A1/NDUFA1/COX6B1/UQCR11/COX5B/NDUFB10/NDUFS6/NDUFB11/NDUFA3/UQCRH/NDUFB1/UQCR10/NDUFA6",14
"GO:0001916","BP","GO:0001916","positive regulation of T cell mediated cytotoxicity","7/843","26/18670",0.00011547476420581,0.00011547476420581,0.0155372546513453,"IL12RB1/CD1D/CD1B/B2M/HLA-C/HLA-A/HLA-B",7
"GO:0072599","BP","GO:0072599","establishment of protein localization to endoplasmic reticulum","16/843","122/18670",0.000120671011961013,0.000120671011961013,0.015772517834062,"RPL18/CHMP4B/RPS16/RPL18A/SEC61B/RPL28/RPL19/RPLP1/RPS11/RPS8/RPL10/RPL27A/RPS21/RPLP2/UBA52/RPS28",16
"GO:0071622","BP","GO:0071622","regulation of granulocyte chemotaxis","9/843","44/18670",0.000127452175130999,0.000127452175130999,0.0161961155882843,"CD74/MAPK3/BST1/THBS4/C5AR2/DYSF/CCL21/CXCR2/CCL5",9
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","23/843","217/18670",0.000132585088180602,0.000132585088180602,0.0163893901469418,"CD74/GSTP1/DDT/MAPK3/TGFB1/BST1/THBS4/ARTN/PGF/C5AR2/DYSF/CCL21/CDH13/SEMA6B/SEMA3E/CORO1B/CXCR2/SEMA4B/SEMA4A/AIF1/TMSB4X/GPSM3/CCL5",23
"GO:0032930","BP","GO:0032930","positive regulation of superoxide anion generation","6/843","19/18670",0.000136138284469535,0.000136138284469535,0.0163893901469418,"TYROBP/CYBA/GSTP1/TGFB1/GNAI2/PRKCD",6
"GO:0090322","BP","GO:0090322","regulation of superoxide metabolic process","8/843","36/18670",0.000163839511461673,0.000163839511461673,0.018738066231906,"TYROBP/CYBA/GSTP1/TGFB1/BST1/GNAI2/PRKCD/TNF",8
"GO:1902622","BP","GO:1902622","regulation of neutrophil migration","8/843","36/18670",0.000163839511461673,0.000163839511461673,0.018738066231906,"CD74/BST1/THBS4/C5AR2/DYSF/CCL21/ADAM8/CXCR2",8
"GO:0070663","BP","GO:0070663","regulation of leukocyte proliferation","23/843","222/18670",0.000186184985454016,0.000186184985454016,0.0200729306516865,"TYROBP/CD74/GSTP1/IL12RB1/CD40/CORO1A/CLC/TGFB1/TNFSF8/BST1/PTPN6/TNFSF18/CDKN1A/CD1D/MNDA/CLECL1/IL27/AIF1/LST1/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5",23
"GO:0050670","BP","GO:0050670","regulation of lymphocyte proliferation","22/843","208/18670",0.000189620536083484,0.000189620536083484,0.0200729306516865,"TYROBP/CD74/IL12RB1/CD40/CORO1A/CLC/TGFB1/TNFSF8/BST1/PTPN6/TNFSF18/CDKN1A/CD1D/MNDA/CLECL1/IL27/AIF1/LST1/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5",22
"GO:0045408","BP","GO:0045408","regulation of interleukin-6 biosynthetic process","7/843","28/18670",0.000192077115260383,0.000192077115260383,0.0200729306516865,"TYROBP/CD74/NLRP12/GHRL/PTAFR/MIR26A2/TNF",7
"GO:2000379","BP","GO:2000379","positive regulation of reactive oxygen species metabolic process","14/843","102/18670",0.000194305304829437,0.000194305304829437,0.0200729306516865,"TYROBP/CYBA/GSTP1/TSPO/TGFB1/GNAI2/NQO2/CDKN1A/DUOXA2/XDH/PRKCD/GRB2/AIF1/TNF",14
"GO:0034612","BP","GO:0034612","response to tumor necrosis factor","29/843","312/18670",0.000197450019640956,0.000197450019640956,0.0200729306516865,"PSMC4/CYBA/HYAL2/GSTP1/GGT1/CD40/PSMA7/MAPK3/HAMP/TNFSF8/HYAL1/TNFSF18/TNFSF11/TNFRSF8/PSMB7/CCL21/AFF3/PSMD4/TNFSF15/CIB1/PSMB8/HSPA1B/HSPA1A/TMSB4X/UBD/TNF/TNFSF12/CCL5/PSMB3",29
"GO:0032944","BP","GO:0032944","regulation of mononuclear cell proliferation","22/843","209/18670",0.000203121188472644,0.000203121188472644,0.0202005648764785,"TYROBP/CD74/IL12RB1/CD40/CORO1A/CLC/TGFB1/TNFSF8/BST1/PTPN6/TNFSF18/CDKN1A/CD1D/MNDA/CLECL1/IL27/AIF1/LST1/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5",22
"GO:0042226","BP","GO:0042226","interleukin-6 biosynthetic process","7/843","29/18670",0.000243403886850397,0.000243403886850397,0.0236916750784283,"TYROBP/CD74/NLRP12/GHRL/PTAFR/MIR26A2/TNF",7
"GO:0022904","BP","GO:0022904","respiratory electron transport chain","15/843","117/18670",0.000250977234185786,0.000250977234185786,0.023919891661654,"NDUFB7/COX6A1/NDUFA1/COX6B1/UQCR11/COX5B/NDUFB10/NDUFS6/NDUFB11/COA6/NDUFA3/UQCRH/NDUFB1/UQCR10/NDUFA6",15
"GO:2001044","BP","GO:2001044","regulation of integrin-mediated signaling pathway","5/843","14/18670",0.000263977775250392,0.000263977775250392,0.0243793338487005,"LIMS2/TIMP1/BST1/LOXL3/CD63",5
"GO:0034109","BP","GO:0034109","homotypic cell-cell adhesion","12/843","81/18670",0.00026645613387328,0.00026645613387328,0.0243793338487005,"ACTB/MYL9/MYL12A/CEACAM5/SH2B3/PTPN6/TNFSF11/ADAMTS18/PRKCD/FIBP/ACTG1/CCL5",12
"GO:0090022","BP","GO:0090022","regulation of neutrophil chemotaxis","7/843","30/18670",0.000305217891689299,0.000305217891689299,0.0273782653721712,"CD74/BST1/THBS4/C5AR2/DYSF/CCL21/CXCR2",7
"GO:0006909","BP","GO:0006909","phagocytosis","32/843","369/18670",0.000333170684054974,0.000333170684054974,0.0287698521964226,"TYROBP/CYBA/ACTB/ICAM3/CEBPE/UNC13D/NCF4/CORO1A/MAPK3/TGFB1/CD93/DYSF/MYO7A/IRF8/IL2RG/GSN/XKR8/ALOX15/ARPC2/PRKCD/RAB31/P2RY6/GRB2/ACTG1/SFTPA2/CD300LF/AIF1/TNF/ARPC4/TICAM2/BRK1/PECAM1",32
"GO:0032928","BP","GO:0032928","regulation of superoxide anion generation","6/843","22/18670",0.000333309263251238,0.000333309263251238,0.0287698521964226,"TYROBP/CYBA/GSTP1/TGFB1/GNAI2/PRKCD",6
"GO:0006605","BP","GO:0006605","protein targeting","36/843","435/18670",0.000358659435570817,0.000358659435570817,0.0303846765495277,"ACAA1/RPL18/TSPO/CHMP4B/ECH1/RPS16/CDC37/RPL18A/SEC61B/RPL28/RPL19/GRPEL1/ACOT2/TIMM17B/ATP5IF1/RPLP1/RPS11/RPS8/RPL10/PAOX/TIMM8B/AP1S3/NCF1/TOMM40L/SSR2/RPL27A/ACOX2/GABARAP/RPS21/ACOT4/RPLP2/CIB1/UBL5/HSPA1L/UBA52/RPS28",36
"GO:0001676","BP","GO:0001676","long-chain fatty acid metabolic process","14/843","109/18670",0.000391614255338321,0.000391614255338321,0.0325733120325425,"ACAA1/GSTP1/PTGS1/ABCD1/MAPK3/ACOT2/ELOVL3/SLC27A1/CYP2E1/DAGLA/CYP2C8/SLC27A3/ALOX15/ACOT4",14
"GO:0019080","BP","GO:0019080","viral gene expression","20/843","191/18670",0.00041584013349676,0.00041584013349676,0.0339706996273857,"RPL18/RPS16/RPL18A/RPL28/RPL19/EIF3G/RPLP1/RPS11/RPS8/RPL10/RPL27A/POLR2G/RPS21/EIF3F/RPLP2/POLR2L/NELFE/UBA52/RPS28/CCL5",20
"GO:0006968","BP","GO:0006968","cellular defense response","9/843","52/18670",0.000478917243665408,0.000478917243665408,0.0382104528386396,"TYROBP/LGALS3BP/DCDC2/NCF1/MNDA/CD300C/CX3CR1/CXCR2/CLEC5A",9
"GO:0008064","BP","GO:0008064","regulation of actin polymerization or depolymerization","19/843","179/18670",0.000484444535529002,0.000484444535529002,0.0382104528386396,"WDR1/CAPZB/CORO1A/COTL1/PFN1/VASP/GMFG/CCL21/SPTBN5/GSN/ALOX15/ARPC2/PRKCD/CORO1B/CFL1/GRB2/TMSB4X/ARPC4/BRK1",19
"GO:0050863","BP","GO:0050863","regulation of T cell activation","28/843","314/18670",0.000494132642071205,0.000494132642071205,0.0383140136028806,"CD74/IL12RB1/CORO1A/FGL1/CLC/TGFB1/TNFSF8/PTPN6/CD83/LOXL3/TNFSF18/TNFSF11/LAX1/CCL21/GSN/ADAM8/CD1D/TNFAIP8L2/PRELID1/GRB2/CLECL1/IL27/AIF1/HLA-DPB1/HLA-DPA1/HLA-DMB/TARM1/CCL5",28
"GO:0030832","BP","GO:0030832","regulation of actin filament length","19/843","180/18670",0.000519270579378018,0.000519270579378018,0.0395921041750327,"WDR1/CAPZB/CORO1A/COTL1/PFN1/VASP/GMFG/CCL21/SPTBN5/GSN/ALOX15/ARPC2/PRKCD/CORO1B/CFL1/GRB2/TMSB4X/ARPC4/BRK1",19
"GO:0006402","BP","GO:0006402","mRNA catabolic process","31/843","364/18670",0.000557104991832494,0.000557104991832494,0.0411040014678028,"PSMC4/RNH1/RPL18/APEX1/PSMA7/RPS16/RPL18A/RPL28/RPL19/PSMB7/RPLP1/RPS11/RPS8/PNLDC1/RPL10/PSMD4/PRKCD/RPL27A/POLR2G/PYM1/EXOSC1/RPS21/RPLP2/ZC3H12D/PSMB8/HSPA1B/HSPA1A/TRIM71/UBA52/RPS28/PSMB3",31
"GO:0033209","BP","GO:0033209","tumor necrosis factor-mediated signaling pathway","18/843","167/18670",0.000562013634663258,0.000562013634663258,0.0411040014678028,"PSMC4/GSTP1/CD40/PSMA7/TNFSF8/TNFSF18/TNFSF11/TNFRSF8/PSMB7/PSMD4/TNFSF15/PSMB8/HSPA1B/HSPA1A/TMSB4X/TNF/TNFSF12/PSMB3",18
"GO:0001914","BP","GO:0001914","regulation of T cell mediated cytotoxicity","7/843","33/18670",0.00056918585622406,0.00056918585622406,0.0411040014678028,"IL12RB1/CD1D/CD1B/B2M/HLA-C/HLA-A/HLA-B",7
"GO:0006401","BP","GO:0006401","RNA catabolic process","33/843","397/18670",0.000575039873272529,0.000575039873272529,0.0411040014678028,"PSMC4/RNH1/RPL18/APEX1/PSMA7/RPS16/RPL18A/RPL28/RPL19/PSMB7/RPLP1/RPS11/RPS8/PNLDC1/RPL10/SIDT2/SLFN13/PSMD4/PRKCD/RPL27A/POLR2G/PYM1/EXOSC1/RPS21/RPLP2/ZC3H12D/PSMB8/HSPA1B/HSPA1A/TRIM71/UBA52/RPS28/PSMB3",33
"GO:0030041","BP","GO:0030041","actin filament polymerization","19/843","182/18670",0.000595465932280403,0.000595465932280403,0.0419092298249495,"CAPZB/CORO1A/COTL1/PFN1/VASP/GMFG/CCL21/SPTBN5/GSN/ALOX15/ARPC2/PRKCD/CORO1B/GRB2/MSRB1/AIF1/TMSB4X/ARPC4/BRK1",19
"GO:0002687","BP","GO:0002687","positive regulation of leukocyte migration","15/843","128/18670",0.000664072219476844,0.000664072219476844,0.0460296310342323,"CD74/MAPK3/TGFB1/THBS4/PGF/TNFSF18/DYSF/CCL21/ADAM8/PTAFR/CXCR2/AIF1/GPSM3/TNF/CCL5",15
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","33/843","402/18670",0.000713940865508318,0.000713940865508318,0.0487476355302302,"CD74/FXYD5/IL12RB1/CORO1A/FGL1/TGFB1/SH2B3/PTPN6/GCNT2/CD83/LOXL3/TNFSF11/LAX1/FOXA2/CCL21/ADAMTS18/ADAM8/CD1D/ALOX15/TNFAIP8L2/PRKCD/SPINT2/SERPINF2/PTAFR/GRB2/CLECL1/AIF1/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/TARM1/CCL5",33
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","33/843","403/18670",0.000745019918089702,0.000745019918089702,0.0497580092751854,"CD74/LIMS2/UNC13D/IL12RB1/CORO1A/TGFB1/PTPN6/GCNT2/NEDD9/CD83/HYAL1/NID1/TNFSF18/TNFSF11/FOXA2/DYSF/CCL21/CDH13/ADAM8/CD1D/ALOX15/ARPC2/SERPINF2/PTAFR/GRB2/CLECL1/CIB1/AIF1/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/CCL5",33
"GO:0071356","BP","GO:0071356","cellular response to tumor necrosis factor","26/843","291/18670",0.000750491833407364,0.000750491833407364,0.0497580092751854,"PSMC4/CYBA/HYAL2/GSTP1/CD40/PSMA7/MAPK3/HAMP/TNFSF8/HYAL1/TNFSF18/TNFSF11/TNFRSF8/PSMB7/CCL21/PSMD4/TNFSF15/CIB1/PSMB8/HSPA1B/HSPA1A/TMSB4X/TNF/TNFSF12/CCL5/PSMB3",26
"GO:1990266","BP","GO:1990266","neutrophil migration","14/843","118/18670",0.00087722606146352,0.00087722606146352,0.0573296911747437,"CD74/WDR1/BST1/THBS4/C5AR2/DYSF/IL36G/CCL21/ADAM8/JAML/CXCR2/CKLF/PECAM1/CCL5",14
