from	to	ver[el[, 1], ]	ver2[el[, 2], ]
48	3532	1_228128025	1_228637113
49	918	1_228295802	1_222788116
49	3533	1_228295802	1_228587629
49	3531	1_228295802	1_228610767
49	3532	1_228295802	1_228637113
49	931	1_228295802	1_228656412
49	3534	1_228295802	1_229406345
52	941	1_247161253	1_247264297
53	939	1_247607429	1_247094208
53	3535	1_247607429	1_247577500
54	944	10_3790089	10_3268256
54	3536	10_3790089	10_3497012
54	3537	10_3790089	10_3561291
56	956	10_21781245	10_22604011
56	957	10_21781245	10_22632573
56	959	10_21781245	10_23358315
56	1064	10_21781245	10_124889679
57	3538	10_28027483	10_28415179
57	964	10_28027483	10_28590275
57	965	10_28027483	10_28596640
57	3539	10_28027483	10_28690808
58	950	10_35415261	10_18939894
58	951	10_35415261	10_18947403
58	961	10_35415261	10_25303478
58	968	10_35415261	10_35373260
58	969	10_35415261	10_35505514
58	3540	10_35415261	10_35926482
58	973	10_35415261	10_43629055
58	978	10_35415261	10_44143494
58	1001	10_35415261	10_60026672
58	3541	10_35415261	10_124709864
60	973	10_45474142	10_43629055
60	977	10_45474142	10_44139980
60	978	10_45474142	10_44143494
60	3542	10_45474142	10_44874839
60	979	10_45474142	10_45406383
60	3543	10_45474142	10_45414900
60	980	10_45474142	10_45428189
60	982	10_45474142	10_45491835
61	1000	10_50813430	10_52036553
62	1016	10_73076014	10_73490600
62	1017	10_73076014	10_73527108
62	1018	10_73076014	10_73600728
64	3544	10_85952182	10_85980038
65	1033	10_88509482	10_88644516
66	957	10_101287801	10_22632573
66	3545	10_101287801	10_101189732
66	3546	10_101287801	10_101190466
66	1064	10_101287801	10_124889679
66	1065	10_101287801	10_124906363
67	66	10_102492885	10_101287801
68	3547	10_111965601	10_111629616
68	3548	10_111965601	10_111674062
68	3549	10_111965601	10_111713257
68	1045	10_111965601	10_111752628
68	3550	10_111965601	10_111907814
68	1046	10_111965601	10_112061091
68	1047	10_111965601	10_112255134
68	1048	10_111965601	10_112327256
68	1049	10_111965601	10_112331271
68	1050	10_111965601	10_112622717
68	1051	10_111965601	10_112631371
68	3551	10_111965601	10_112678100
70	3552	10_121294464	10_120814322
70	3553	10_121294464	10_120819821
70	1059	10_121294464	10_120837396
70	1060	10_121294464	10_120860604
70	1061	10_121294464	10_120920964
70	1062	10_121294464	10_120931066
70	1063	10_121294464	10_120964464
70	3554	10_121294464	10_121484055
71	1069	10_134350253	10_133794677
71	1070	10_134350253	10_133999423
71	1071	10_134350253	10_134140750
71	1072	10_134350253	10_134206302
71	3555	10_134350253	10_134222161
71	1073	10_134350253	10_134255216
71	3556	10_134350253	10_134382310
73	3557	11_2889770	11_2185891
73	3558	11_2889770	11_2388231
73	1078	11_2889770	11_2433554
73	1079	11_2889770	11_2457869
73	1080	11_2889770	11_2714646
75	1082	11_5142234	11_4658915
75	1084	11_5142234	11_5218975
75	1086	11_5142234	11_5321717
75	1087	11_5142234	11_5343855
75	3559	11_5142234	11_5363590
75	1088	11_5142234	11_5407715
75	1089	11_5142234	11_5421775
75	3560	11_5142234	11_5488941
75	3561	11_5142234	11_5505727
75	1093	11_5142234	11_5838835
75	3562	11_5142234	11_5877877
75	1094	11_5142234	11_5895650
75	3563	11_5142234	11_5953786
75	3564	11_5142234	11_6338116
76	1096	11_6896987	11_7716750
76	1097	11_6896987	11_7727251
76	1098	11_6896987	11_7749253
77	1095	11_7102154	11_7690650
77	1096	11_7102154	11_7716750
77	1097	11_7102154	11_7727251
77	1098	11_7102154	11_7749253
78	3565	11_16628042	11_15639277
78	1113	11_16628042	11_20179621
78	81	11_16628042	11_31826234
78	1122	11_16628042	11_31835029
79	1111	11_19368898	11_19539728
79	3566	11_19368898	11_19544952
81	78	11_31826234	11_16628042
81	1113	11_31826234	11_20179621
81	3567	11_31826234	11_27743135
81	1119	11_31826234	11_31391102
81	1121	11_31826234	11_31530655
81	3568	11_31826234	11_32453265
82	1125	11_35936365	11_35636413
84	3569	11_56426957	11_56017532
84	3570	11_56426957	11_56408694
85	1133	11_59321996	11_57081187
85	1134	11_59321996	11_57092994
85	1136	11_59321996	11_57103304
85	1139	11_59321996	11_57295377
85	1142	11_59321996	11_57433061
85	1143	11_59321996	11_57507974
85	3571	11_59321996	11_58382172
85	1144	11_59321996	11_58908445
85	3572	11_59321996	11_58980386
85	1145	11_59321996	11_59379793
85	1146	11_59321996	11_59434891
85	3573	11_59321996	11_59437291
85	3574	11_59321996	11_59514192
85	3575	11_59321996	11_59553635
85	3576	11_59321996	11_59951490
86	3576	11_59631864	11_59951490
87	1151	11_62620085	11_62191224
87	1154	11_62620085	11_62320337
87	1155	11_62620085	11_62340422
87	1156	11_62620085	11_62355363
87	1157	11_62620085	11_62364829
87	1161	11_62620085	11_62433319
87	1162	11_62620085	11_62437951
87	1170	11_62620085	11_62552270
88	1178	11_66309669	11_66444372
89	1184	11_93861722	11_92929974
89	3577	11_93861722	11_93516090
89	3578	11_93861722	11_94203874
89	1188	11_93861722	11_94223710
91	3579	11_112118320	11_112470992
91	3580	11_112118320	11_113139671
91	3581	11_112118320	11_113173183
92	1206	11_117696255	11_117797690
92	1207	11_117696255	11_117855822
92	1208	11_117696255	11_117895704
92	1209	11_117696255	11_117944924
93	1215	11_118204430	11_118172598
96	1231	11_128559233	11_128395636
97	1190	11_130181028	11_102979730
97	3582	11_130181028	11_107327827
97	3583	11_130181028	11_116640801
97	3584	11_130181028	11_123609808
97	3585	11_130181028	11_125438381
97	3586	11_130181028	11_125493297
97	3587	11_130181028	11_125770135
97	1228	11_130181028	11_126077102
97	3588	11_130181028	11_126132611
97	1231	11_130181028	11_128395636
97	1232	11_130181028	11_128449766
97	96	11_130181028	11_128559233
97	3589	11_130181028	11_128860592
97	3590	11_130181028	11_129147762
97	3591	11_130181028	11_129762164
97	3592	11_130181028	11_129862357
97	1233	11_130181028	11_129936462
97	3593	11_130181028	11_130029015
97	1234	11_130181028	11_130296757
97	1235	11_130181028	11_130316168
97	3594	11_130181028	11_130731664
97	1236	11_130181028	11_130782289
97	98	11_130181028	11_134090389
97	1239	11_130181028	11_134121555
98	1114	11_134090389	11_20384160
98	1134	11_134090389	11_57092994
98	1180	11_134090389	11_71158066
98	1182	11_134090389	11_82993065
98	1188	11_134090389	11_94223710
98	1193	11_134090389	11_108093134
98	1199	11_134090389	11_111792339
98	3595	11_134090389	11_114266795
98	3583	11_134090389	11_116640801
98	3596	11_134090389	11_117092174
98	3597	11_134090389	11_118890596
98	3598	11_134090389	11_120205279
98	3599	11_134090389	11_125440058
98	1226	11_134090389	11_125460480
98	3587	11_134090389	11_125770135
98	1228	11_134090389	11_126077102
98	3600	11_134090389	11_126082755
98	3588	11_134090389	11_126132611
98	1230	11_134090389	11_126167458
98	3601	11_134090389	11_126224708
98	1236	11_134090389	11_130782289
98	1237	11_134090389	11_133825146
98	1238	11_134090389	11_133938226
98	1239	11_134090389	11_134121555
98	1240	11_134090389	11_134140117
98	1241	11_134090389	11_134198546
99	1243	12_738670	12_857252
99	3602	12_738670	12_889721
99	100	12_738670	12_1095909
101	3603	12_3065332	12_2983951
103	1272	12_7260342	12_6965724
103	1274	12_7260342	12_7021929
103	1275	12_7260342	12_7041470
103	1276	12_7260342	12_7053124
103	1277	12_7260342	12_7063703
103	1278	12_7260342	12_7078398
104	1275	12_7276374	12_7041470
104	1278	12_7276374	12_7078398
105	3604	12_9911472	12_9776439
105	1286	12_9911472	12_9800038
105	1287	12_9911472	12_9808992
105	1288	12_9911472	12_10016512
105	1289	12_9911472	12_10022068
105	1291	12_9911472	12_10162449
105	1292	12_9911472	12_10165162
105	1293	12_9911472	12_10180825
105	1294	12_9911472	12_10282819
105	1295	12_9911472	12_10322244
105	1297	12_9911472	12_10361208
105	1298	12_9911472	12_10540862
105	1299	12_9911472	12_10764534
105	3605	12_9911472	12_10824901
105	3606	12_9911472	12_10874937
105	3607	12_9911472	12_11698795
105	3608	12_9911472	12_12502282
105	3609	12_9911472	12_12864726
105	1300	12_9911472	12_12874876
106	3610	12_14994299	12_15091243
106	3611	12_14994299	12_15124372
107	1303	12_25101330	12_22692467
107	1304	12_25101330	12_22777870
107	1306	12_25101330	12_25347738
109	1311	12_53238154	12_52759268
109	1312	12_53238154	12_52772817
109	1313	12_53238154	12_52798557
109	3612	12_53238154	12_52826290
109	1316	12_53238154	12_52944103
109	1317	12_53238154	12_52965386
109	1318	12_53238154	12_52991046
109	1320	12_53238154	12_53043526
109	1321	12_53238154	12_53062707
110	3613	12_54386487	12_54088616
110	1329	12_54386487	12_54325261
110	3614	12_54386487	12_54335075
110	1330	12_54386487	12_54347781
110	3615	12_54386487	12_54407159
110	3616	12_54386487	12_54442787
110	1335	12_54386487	12_54552625
110	1336	12_54386487	12_54580445
110	3617	12_54386487	12_54744228
110	112	12_54386487	12_54757256
110	1341	12_54386487	12_54780495
111	3613	12_54402007	12_54088616
111	1329	12_54402007	12_54325261
111	3614	12_54402007	12_54335075
111	1330	12_54402007	12_54347781
111	3616	12_54402007	12_54442787
111	1335	12_54402007	12_54552625
111	1336	12_54402007	12_54580445
111	112	12_54402007	12_54757256
111	1341	12_54402007	12_54780495
112	110	12_54757256	12_54386487
112	111	12_54757256	12_54402007
112	3615	12_54757256	12_54407159
112	1337	12_54757256	12_54654323
112	1338	12_54757256	12_54668939
115	3618	12_96583455	12_96248886
115	3619	12_96583455	12_96335005
115	3620	12_96583455	12_96336872
115	3621	12_96583455	12_96388569
115	1377	12_96583455	12_96434902
115	1378	12_96583455	12_96792262
115	3622	12_96583455	12_96882800
115	1381	12_96583455	12_98986764
116	1401	12_111350041	12_111723835
119	3623	12_133061309	12_132194170
120	3624	13_52732004	13_51794973
120	1436	13_52732004	13_52377096
120	1437	13_52732004	13_52433231
120	1438	13_52732004	13_52583634
120	3625	13_52732004	13_52587793
120	3626	13_52732004	13_52694382
121	1441	13_97870937	13_91998121
121	3627	13_97870937	13_96327541
121	3628	13_97870937	13_97644669
121	1443	13_97870937	13_98086199
121	3629	13_97870937	13_99225596
121	3630	13_97870937	13_101321379
121	3631	13_97870937	13_103053485
121	1449	13_97870937	13_107219738
123	1450	13_112708988	13_112239460
123	3632	13_112708988	13_112706169
124	1452	14_20583141	14_20343538
124	1453	14_20583141	14_20402153
124	1454	14_20583141	14_20482134
124	1456	14_20583141	14_20526717
124	1457	14_20583141	14_20607982
124	3633	14_20583141	14_20660518
125	3634	14_21268142	14_20793945
125	3635	14_21268142	14_20795320
125	3636	14_21268142	14_20880222
125	1462	14_21268142	14_20923491
125	3637	14_21268142	14_21108942
125	1464	14_21268142	14_21148274
125	1467	14_21268142	14_21249124
125	1468	14_21268142	14_21250574
125	3638	14_21268142	14_21445501
125	3639	14_21268142	14_21498182
125	3640	14_21268142	14_21510330
125	3641	14_21268142	14_21571465
126	1470	14_23447711	14_23021261
126	1471	14_23447711	14_23057696
126	1472	14_23447711	14_23062238
126	1475	14_23447711	14_23516229
127	3642	14_24594230	14_23758978
127	3643	14_24594230	14_24019414
127	1476	14_24594230	14_24583394
127	1478	14_24594230	14_24615500
127	3644	14_24594230	14_24629125
127	1479	14_24594230	14_24636970
127	1480	14_24594230	14_24656814
127	1481	14_24594230	14_24674183
127	1482	14_24594230	14_24677636
127	1483	14_24594230	14_24683387
127	1484	14_24594230	14_24699675
127	1485	14_24594230	14_24702554
127	1486	14_24594230	14_24731743
127	1487	14_24594230	14_24738538
127	1488	14_24594230	14_24765344
127	128	14_24594230	14_24800814
127	1490	14_24594230	14_24805899
127	1493	14_24594230	14_24894613
127	1494	14_24594230	14_24899592
128	3643	14_24800814	14_24019414
128	3645	14_24800814	14_24561061
128	1476	14_24800814	14_24583394
128	1478	14_24800814	14_24615500
128	3644	14_24800814	14_24629125
128	1479	14_24800814	14_24636970
128	1480	14_24800814	14_24656814
128	1481	14_24800814	14_24674183
128	1482	14_24800814	14_24677636
128	1483	14_24800814	14_24683387
128	1484	14_24800814	14_24699675
128	1485	14_24800814	14_24702554
128	1486	14_24800814	14_24731743
128	1487	14_24800814	14_24738538
128	1488	14_24800814	14_24765344
128	1489	14_24800814	14_24769128
128	1491	14_24800814	14_24807044
128	129	14_24800814	14_24863227
128	1493	14_24800814	14_24894613
128	1494	14_24800814	14_24899592
128	1495	14_24800814	14_24908556
129	128	14_24863227	14_24800814
129	1490	14_24863227	14_24805899
130	3646	14_44972643	14_42063460
131	3647	14_60980503	14_62452987
132	3648	14_78856357	14_78708356
132	3649	14_78856357	14_78749220
132	3650	14_78856357	14_79082516
132	3651	14_78856357	14_79161001
132	3652	14_78856357	14_79175288
133	3653	14_92039806	14_92408551
135	3654	14_97056644	14_99797003
135	1527	14_97056644	14_99825062
135	1528	14_97056644	14_99910434
135	1529	14_97056644	14_99945358
137	3655	14_101904053	14_101320467
137	3656	14_101904053	14_101364465
137	3657	14_101904053	14_101391902
138	1533	14_102181923	14_102304014
139	1531	14_102429530	14_102216249
139	3658	14_102429530	14_102605117
139	1534	14_102429530	14_102771099
139	1535	14_102429530	14_102783055
139	3659	14_102429530	14_102975138
140	3660	14_105935935	14_105385031
140	1539	14_105935935	14_105630619
140	1540	14_105935935	14_105778656
140	1541	14_105935935	14_105843910
141	1542	15_26104216	15_22889714
141	1546	15_26104216	15_25682858
142	1543	15_27105423	15_23888995
143	3661	15_34626926	15_34329621
143	1553	15_34626926	15_34392691
143	1554	15_34626926	15_34500849
143	1555	15_34626926	15_34516713
143	3662	15_34626926	15_35260918
143	1556	15_34626926	15_35268876
143	1557	15_34626926	15_38855995
143	1562	15_34626926	15_45926499
144	3663	15_37387188	15_35837137
146	3664	15_60686604	15_59948719
146	1563	15_60686604	15_59976920
148	3665	15_67354356	15_67416309
148	3666	15_67354356	15_67442147
149	1571	15_72514578	15_72757626
150	3667	15_78931189	15_79268847
150	3668	15_78931189	15_79502105
152	1583	16_1522211	16_1726640
154	3669	16_2860645	16_2769028
154	3670	16_2860645	16_2790526
154	3671	16_2860645	16_2797840
154	3672	16_2860645	16_2996130
154	3673	16_2860645	16_3022806
157	3674	16_4586434	16_4513450
157	3675	16_4586434	16_4983704
158	1595	16_4738005	16_4896332
158	3675	16_4738005	16_4983704
158	1596	16_4738005	16_5005567
159	3676	16_11676208	16_11035245
159	3677	16_11676208	16_11038195
159	3678	16_11676208	16_11369754
159	1597	16_11676208	16_11754546
159	3679	16_11676208	16_11835975
160	1599	16_21662925	16_21608567
160	1600	16_21662925	16_21956432
161	1608	16_29750176	16_29815642
161	1613	16_29750176	16_30016055
161	1614	16_29750176	16_30028318
162	1618	16_31043450	16_30984589
162	1621	16_31043450	16_31083392
162	1622	16_31043450	16_31085710
162	163	16_31043450	16_31087387
162	1623	16_31043450	16_31141369
162	1624	16_31043450	16_31158850
162	1625	16_31043450	16_31191436
162	1626	16_31043450	16_31209754
162	1628	16_31043450	16_31278701
162	1629	16_31043450	16_31359193
162	1631	16_31043450	16_31439056
162	1632	16_31043450	16_31466454
162	1635	16_31043450	16_31879803
163	1617	16_31087387	16_30960796
163	1618	16_31087387	16_30984589
163	1619	16_31087387	16_31016166
163	162	16_31087387	16_31043450
163	1621	16_31087387	16_31083392
163	1623	16_31087387	16_31141369
163	1624	16_31087387	16_31158850
163	1625	16_31087387	16_31191436
163	1626	16_31087387	16_31209754
163	1628	16_31087387	16_31278701
163	1630	16_31087387	16_31403064
163	1631	16_31087387	16_31439056
163	1632	16_31087387	16_31466454
164	3680	16_53465781	16_53079931
164	1639	16_53465781	16_53535280
164	3681	16_53465781	16_53735580
164	3682	16_53465781	16_54961772
164	1646	16_53465781	16_58581623
164	1647	16_53465781	16_58662728
165	3683	16_56224456	16_55988309
166	3684	16_66612840	16_66396632
166	1649	16_66612840	16_66451660
166	1650	16_66612840	16_66519353
166	3685	16_66612840	16_66555693
166	1651	16_66612840	16_66582624
167	3686	16_70710094	16_70568033
167	3687	16_70710094	16_70779902
169	3688	17_188621	17_26913
170	3689	17_294770	17_256417
170	3690	17_294770	17_262444
171	3691	17_2608661	17_2294743
171	3692	17_2608661	17_2314092
172	1670	17_4528768	17_4463759
172	3693	17_4528768	17_4513584
173	1680	17_6553364	17_6924267
174	1679	17_7082582	17_6920166
174	1680	17_7082582	17_6924267
174	1681	17_7082582	17_6939121
174	1682	17_7082582	17_6943311
174	3694	17_7082582	17_6978988
174	3695	17_7082582	17_7157706
174	3696	17_7082582	17_7203975
174	3697	17_7082582	17_7238218
174	3698	17_7082582	17_7512528
175	1684	17_7337174	17_7253060
175	1687	17_7337174	17_7381160
175	1688	17_7337174	17_7447343
175	1689	17_7337174	17_7457282
175	1691	17_7337174	17_7477838
175	1692	17_7337174	17_7486966
175	3698	17_7337174	17_7512528
175	1694	17_7337174	17_7587496
175	1695	17_7337174	17_7590554
177	3699	17_26684016	17_26125487
177	3700	17_26684016	17_26219311
177	3701	17_26684016	17_26645154
177	3702	17_26684016	17_26656429
177	3703	17_26684016	17_27046828
177	1715	17_26684016	17_27278716
178	3704	17_27039527	17_26966970
178	1712	17_27039527	17_26989146
178	3705	17_27039527	17_27048612
178	1713	17_27039527	17_27218242
178	1714	17_27039527	17_27229175
178	1715	17_27039527	17_27278716
179	3706	17_30222226	17_29701174
179	3707	17_30222226	17_29828128
179	1720	17_30222226	17_29885579
181	3708	17_39649147	17_38820615
181	180	17_39649147	17_38928200
181	3709	17_39649147	17_38936790
181	1752	17_39649147	17_38954475
181	3710	17_39649147	17_38972294
181	1753	17_39649147	17_39020104
181	1754	17_39649147	17_39041416
181	1755	17_39649147	17_39072966
181	1756	17_39649147	17_39093452
181	1757	17_39649147	17_39120920
181	1758	17_39649147	17_39143234
181	3711	17_39649147	17_39150001
181	3712	17_39649147	17_39155005
181	1759	17_39649147	17_39164568
181	1760	17_39649147	17_39175313
181	1761	17_39649147	17_39185098
181	3713	17_39649147	17_39187604
181	3714	17_39649147	17_39199948
181	3715	17_39649147	17_39215865
181	1762	17_39649147	17_39221136
181	3716	17_39649147	17_39276123
181	3717	17_39649147	17_39294209
181	3718	17_39649147	17_39302479
181	3719	17_39649147	17_39329339
181	3720	17_39649147	17_39524670
181	3721	17_39649147	17_39546634
181	3722	17_39649147	17_39664327
183	1783	17_40806843	17_40723806
183	1784	17_40806843	17_40760648
184	1805	17_46505978	17_46660464
184	188	17_46505978	17_46670497
184	3723	17_46505978	17_46676325
184	3724	17_46505978	17_46693112
185	3725	17_46613048	17_46829128
186	1801	17_46623254	17_46229768
186	1803	17_46623254	17_46371490
187	1736	17_46653916	17_35287723
187	1801	17_46653916	17_46229768
187	1803	17_46653916	17_46371490
187	3724	17_46653916	17_46693112
187	1809	17_46653916	17_46795626
187	1810	17_46653916	17_46803742
187	1811	17_46653916	17_46807448
187	3725	17_46653916	17_46829128
188	1736	17_46670497	17_35287723
188	1797	17_46670497	17_46109003
188	1798	17_46670497	17_46123289
188	1799	17_46670497	17_46163665
188	1800	17_46670497	17_46176874
188	1801	17_46670497	17_46229768
188	1802	17_46670497	17_46271301
188	1803	17_46670497	17_46371490
188	184	17_46670497	17_46505978
188	1805	17_46670497	17_46660464
188	1809	17_46670497	17_46795626
188	1810	17_46670497	17_46803742
188	1811	17_46670497	17_46807448
188	3725	17_46670497	17_46829128
188	1846	17_46670497	17_77773717
189	3726	17_48579141	17_48551347
189	3727	17_48579141	17_48605079
189	3728	17_48579141	17_48708886
189	3729	17_48579141	17_48910833
191	1822	17_55808976	17_55304859
192	1838	17_72665757	17_72769612
192	3730	17_72665757	17_72854303
194	3731	17_80537131	17_80289387
194	3732	17_80537131	17_80307309
194	3733	17_80537131	17_80407509
195	1858	18_491689	18_266478
195	3734	18_491689	18_578046
195	1859	18_491689	18_593872
195	1860	18_491689	18_601101
195	3735	18_491689	18_797520
199	3736	18_72910178	18_72342670
199	3737	18_72910178	18_72354534
199	3738	18_72910178	18_72360099
200	1858	18_77863651	18_266478
201	1873	19_1036370	19_1086677
201	1874	19_1036370	19_1232134
203	1882	19_3877056	19_4151586
204	3739	19_4326634	19_4294778
205	3739	19_4529824	19_4294778
205	3740	19_4529824	19_4378050
206	3741	19_6417309	19_6126548
207	3742	19_12820754	19_12861475
207	3743	19_12820754	19_12948280
208	1884	19_13874166	19_13945407
208	3744	19_13874166	19_14223416
209	1890	19_32829419	19_33068251
210	3745	19_35628459	19_35125365
210	3746	19_35628459	19_35165102
210	3747	19_35628459	19_35321278
210	3748	19_35628459	19_35400216
210	3749	19_35628459	19_35481379
210	3750	19_35628459	19_35517519
210	3751	19_35628459	19_35522760
210	1892	19_35628459	19_35590055
210	1893	19_35628459	19_35605735
210	1894	19_35628459	19_35718621
210	1895	19_35628459	19_35735664
210	1896	19_35628459	19_35751275
210	1897	19_35628459	19_35772213
210	1898	19_35628459	19_35782588
210	1899	19_35628459	19_35803651
210	1903	19_35628459	19_35903842
210	1904	19_35628459	19_35923942
210	211	19_35628459	19_35939222
210	1905	19_35628459	19_35986224
210	1906	19_35628459	19_35997259
210	3752	19_35628459	19_36018840
210	3753	19_35628459	19_36020996
210	1907	19_35628459	19_36033658
210	1908	19_35628459	19_36047666
210	1909	19_35628459	19_36099660
210	3754	19_35628459	19_36148314
210	3755	19_35628459	19_36163037
210	3756	19_35628459	19_36200396
210	3757	19_35628459	19_36299244
210	3758	19_35628459	19_36342016
210	3759	19_35628459	19_36345873
210	3760	19_35628459	19_36350136
210	1912	19_35628459	19_36389676
210	3761	19_35628459	19_36397947
210	3762	19_35628459	19_36414293
210	3763	19_35628459	19_36482725
211	3751	19_35939222	19_35522760
211	1892	19_35939222	19_35590055
211	1893	19_35939222	19_35605735
211	3764	19_35939222	19_35607798
211	1894	19_35939222	19_35718621
211	1895	19_35939222	19_35735664
211	1896	19_35939222	19_35751275
211	1897	19_35939222	19_35772213
211	1898	19_35939222	19_35782588
211	1899	19_35939222	19_35803651
211	1900	19_35939222	19_35842125
211	1901	19_35939222	19_35845612
211	1904	19_35939222	19_35923942
211	1911	19_35939222	19_36243528
212	1896	19_36204880	19_35751275
212	1905	19_36204880	19_35986224
212	1906	19_36204880	19_35997259
212	3752	19_36204880	19_36018840
212	1907	19_36204880	19_36033658
212	1908	19_36204880	19_36047666
212	3758	19_36204880	19_36342016
212	3759	19_36204880	19_36345873
212	1912	19_36204880	19_36389676
212	3761	19_36204880	19_36397947
212	3762	19_36204880	19_36414293
212	3763	19_36204880	19_36482725
213	3765	19_36728251	19_37726761
213	1993	19_36728251	19_57018797
213	3766	19_36728251	19_57074833
213	3767	19_36728251	19_57641360
213	3768	19_36728251	19_57963294
214	3769	19_42420134	19_42186691
214	3770	19_42420134	19_42201846
214	3771	19_42420134	19_42338250
214	1920	19_42420134	19_42362412
214	1921	19_42420134	19_42380785
214	1922	19_42420134	19_42381825
214	3772	19_42420134	19_42462449
