from	to	ver[el[, 1], ]	ver2[el[, 2], ]
19	9880	1_2155766	1_2333188
19	9891	1_2155766	1_2496975
19	2390	1_2155766	1_2514865
19	9892	1_2155766	1_2569525
20	9870	1_2335725	1_2048007
20	9893	1_2335725	1_2122561
20	9874	1_2335725	1_2123846
20	9875	1_2335725	1_2126598
20	9879	1_2335725	1_2327925
20	9894	1_2335725	1_2529954
20	9895	1_2335725	1_2555269
20	9896	1_2335725	1_2565297
20	9897	1_2335725	1_2569367
20	9892	1_2335725	1_2569525
20	2391	1_2335725	1_2696923
20	9898	1_2335725	1_2710655
20	9899	1_2335725	1_2716377
20	9900	1_2335725	1_2746291
20	9901	1_2335725	1_2752815
20	9902	1_2335725	1_3324476
20	9903	1_2335725	1_3326134
20	9904	1_2335725	1_3338276
20	9905	1_2335725	1_3339940
20	9906	1_2335725	1_3343970
20	9907	1_2335725	1_3363740
20	9908	1_2335725	1_3423131
21	9909	1_2985230	1_3160991
21	9910	1_2985230	1_3165083
21	9911	1_2985230	1_3177493
21	9912	1_2985230	1_3178565
21	9913	1_2985230	1_3180611
21	9914	1_2985230	1_3190698
21	9915	1_2985230	1_3197688
21	9916	1_2985230	1_3198698
21	9917	1_2985230	1_3205490
21	9918	1_2985230	1_3215025
21	9919	1_2985230	1_3217946
21	9920	1_2985230	1_3218697
21	9921	1_2985230	1_3223714
21	9922	1_2985230	1_3228335
21	9923	1_2985230	1_3240537
21	9924	1_2985230	1_3281303
21	9925	1_2985230	1_3284414
21	9926	1_2985230	1_3300869
21	9927	1_2985230	1_3302614
21	9928	1_2985230	1_3303599
21	9929	1_2985230	1_3304675
21	9930	1_2985230	1_3317711
21	9902	1_2985230	1_3324476
21	9903	1_2985230	1_3326134
21	9904	1_2985230	1_3338276
21	9905	1_2985230	1_3339940
21	9906	1_2985230	1_3343970
21	9931	1_2985230	1_3346909
22	9874	1_3531260	1_2123846
22	9875	1_3531260	1_2126598
22	9879	1_3531260	1_2327925
22	9897	1_3531260	1_2569367
22	9892	1_3531260	1_2569525
22	9931	1_3531260	1_3346909
22	9907	1_3531260	1_3363740
22	9932	1_3531260	1_3369035
22	9933	1_3531260	1_3369192
22	2393	1_3531260	1_3370481
22	9934	1_3531260	1_3383374
22	9935	1_3531260	1_3395462
22	9936	1_3531260	1_3404212
22	9908	1_3531260	1_3423131
22	9937	1_3531260	1_3423867
22	9938	1_3531260	1_3438207
22	9939	1_3531260	1_3438688
22	9940	1_3531260	1_3442758
22	9941	1_3531260	1_3445669
22	9942	1_3531260	1_3451844
22	9943	1_3531260	1_3454615
22	9944	1_3531260	1_3545833
22	9945	1_3531260	1_3546478
22	9946	1_3531260	1_3560027
22	9947	1_3531260	1_3563673
22	9948	1_3531260	1_3564383
22	9949	1_3531260	1_3638063
22	9950	1_3531260	1_3807530
22	9951	1_3531260	1_3819684
22	9952	1_3531260	1_6043907
23	9907	1_3581866	1_3363740
23	9932	1_3581866	1_3369035
23	9933	1_3581866	1_3369192
23	9935	1_3581866	1_3395462
23	9936	1_3581866	1_3404212
23	9908	1_3581866	1_3423131
23	9939	1_3581866	1_3438688
23	9941	1_3581866	1_3445669
23	9953	1_3581866	1_3449253
23	9943	1_3581866	1_3454615
23	22	1_3581866	1_3531260
23	9954	1_3581866	1_3544979
23	9950	1_3581866	1_3807530
23	9951	1_3581866	1_3819684
23	9952	1_3581866	1_6043907
24	9907	1_3590780	1_3363740
24	9932	1_3590780	1_3369035
24	9933	1_3590780	1_3369192
24	9935	1_3590780	1_3395462
24	9936	1_3590780	1_3404212
24	9908	1_3590780	1_3423131
24	9937	1_3590780	1_3423867
24	2395	1_3590780	1_3522935
25	9936	1_3768441	1_3404212
25	9955	1_3768441	1_3755984
25	9956	1_3768441	1_3758390
25	9957	1_3768441	1_3765221
25	9950	1_3768441	1_3807530
25	9958	1_3768441	1_3995624
25	9959	1_3768441	1_3999201
25	9960	1_3768441	1_4002984
25	9961	1_3768441	1_4017969
25	9962	1_3768441	1_6000604
25	9952	1_3768441	1_6043907
26	2379	1_3815536	1_1206874
26	9875	1_3815536	1_2126598
26	2388	1_3815536	1_2319572
26	9879	1_3815536	1_2327925
26	9857	1_3815536	1_2450976
26	2390	1_3815536	1_2514865
26	2395	1_3815536	1_3522935
26	22	1_3815536	1_3531260
26	9954	1_3815536	1_3544979
26	9944	1_3815536	1_3545833
26	9945	1_3815536	1_3546478
26	9946	1_3815536	1_3560027
26	9947	1_3815536	1_3563673
26	9948	1_3815536	1_3564383
26	2396	1_3815536	1_3565776
26	23	1_3815536	1_3581866
26	9963	1_3815536	1_3684836
26	2397	1_3815536	1_3688547
26	9964	1_3815536	1_3690324
26	9965	1_3815536	1_3700095
26	9957	1_3815536	1_3765221
26	9966	1_3815536	1_3766448
26	25	1_3815536	1_3768441
26	9967	1_3815536	1_3821668
26	9958	1_3815536	1_3995624
26	9959	1_3815536	1_3999201
26	9968	1_3815536	1_4071197
26	9969	1_3815536	1_4087315
26	9970	1_3815536	1_4669362
26	9971	1_3815536	1_4884266
26	9972	1_3815536	1_5794178
26	9973	1_3815536	1_5966254
26	9974	1_3815536	1_6027963
26	9975	1_3815536	1_6038863
26	9976	1_3815536	1_6041161
26	9977	1_3815536	1_6041650
26	9978	1_3815536	1_6042966
26	9979	1_3815536	1_6043608
26	9952	1_3815536	1_6043907
26	2399	1_3815536	1_6049670
26	9980	1_3815536	1_6053524
26	9981	1_3815536	1_6058360
26	9982	1_3815536	1_6102225
26	9983	1_3815536	1_6103546
26	9984	1_3815536	1_6220817
26	9985	1_3815536	1_6245037
26	9986	1_3815536	1_6254544
26	9987	1_3815536	1_6256924
26	9988	1_3815536	1_6257809
26	9989	1_3815536	1_6258013
26	2400	1_3815536	1_6258535
26	9990	1_3815536	1_6478147
26	2405	1_3815536	1_6614862
26	9991	1_3815536	1_6665610
26	28	1_3815536	1_6669510
26	29	1_3815536	1_6683584
26	2407	1_3815536	1_6746419
26	9992	1_3815536	1_6763388
26	2409	1_3815536	1_6840889
26	2410	1_3815536	1_6845266
26	2413	1_3815536	1_7828562
26	9993	1_3815536	1_17766958
26	2478	1_3815536	1_19219463
26	2479	1_3815536	1_19281467
26	2480	1_3815536	1_19531652
26	9994	1_3815536	1_22108302
26	2504	1_3815536	1_23668978
26	2563	1_3815536	1_31188386
26	2598	1_3815536	1_37979236
26	2599	1_3815536	1_38021315
26	2600	1_3815536	1_38055267
26	2601	1_3815536	1_38156332
26	2604	1_3815536	1_38324477
26	2663	1_3815536	1_47136539
27	9984	1_6440860	1_6220817
27	2400	1_6440860	1_6258535
27	9995	1_6440860	1_6286260
27	2401	1_6440860	1_6297167
27	9996	1_6440860	1_6553634
27	2405	1_6440860	1_6614862
27	28	1_6440860	1_6669510
27	29	1_6440860	1_6683584
27	2407	1_6440860	1_6746419
27	2409	1_6440860	1_6840889
27	2411	1_6440860	1_7279196
27	9997	1_6440860	1_29573666
28	9954	1_6669510	1_3544979
28	9947	1_6669510	1_3563673
28	2396	1_6669510	1_3565776
28	9964	1_6669510	1_3690324
28	9950	1_6669510	1_3807530
28	26	1_6669510	1_3815536
28	9951	1_6669510	1_3819684
28	9975	1_6669510	1_6038863
28	9952	1_6669510	1_6043907
28	2399	1_6669510	1_6049670
28	9980	1_6669510	1_6053524
28	9981	1_6669510	1_6058360
28	9986	1_6669510	1_6254544
28	9987	1_6669510	1_6256924
28	9988	1_6669510	1_6257809
28	9989	1_6669510	1_6258013
28	2400	1_6669510	1_6258535
28	2401	1_6669510	1_6297167
28	9998	1_6669510	1_6308874
28	9999	1_6669510	1_6323214
28	10000	1_6669510	1_6324479
28	10001	1_6669510	1_6414340
28	10002	1_6669510	1_6420691
28	10003	1_6669510	1_6466927
28	9990	1_6669510	1_6478147
28	10004	1_6669510	1_6531282
28	10005	1_6669510	1_6543852
28	10006	1_6669510	1_6551345
28	10007	1_6669510	1_6581702
28	10008	1_6669510	1_6585869
28	10009	1_6669510	1_6596520
28	2404	1_6669510	1_6597457
28	2405	1_6669510	1_6614862
28	10010	1_6669510	1_6634285
28	2406	1_6669510	1_6635296
28	10011	1_6669510	1_6647591
28	10012	1_6669510	1_6649672
28	10013	1_6669510	1_6652466
28	10014	1_6669510	1_6682119
28	29	1_6669510	1_6683584
28	10015	1_6669510	1_6688404
28	10016	1_6669510	1_6689211
28	10017	1_6669510	1_6693364
28	2407	1_6669510	1_6746419
28	9992	1_6669510	1_6763388
28	10018	1_6669510	1_6764901
28	10019	1_6669510	1_6830626
28	10020	1_6669510	1_6838765
28	2409	1_6669510	1_6840889
28	2410	1_6669510	1_6845266
28	10021	1_6669510	1_6861034
28	2413	1_6669510	1_7828562
28	10022	1_6669510	1_7833273
28	10023	1_6669510	1_7839781
28	30	1_6669510	1_7840370
28	10024	1_6669510	1_8004812
28	46	1_6669510	1_16677336
28	10025	1_6669510	1_28875368
28	2563	1_6669510	1_31188386
28	2581	1_6669510	1_33113157
28	2601	1_6669510	1_38156332
29	9950	1_6683584	1_3807530
29	26	1_6683584	1_3815536
29	9967	1_6683584	1_3821668
29	9952	1_6683584	1_6043907
29	9980	1_6683584	1_6053524
29	9986	1_6683584	1_6254544
29	9988	1_6683584	1_6257809
29	9989	1_6683584	1_6258013
29	2400	1_6683584	1_6258535
29	10026	1_6683584	1_6283977
29	9998	1_6683584	1_6308874
29	9999	1_6683584	1_6323214
29	10001	1_6683584	1_6414340
29	10003	1_6683584	1_6466927
29	9990	1_6683584	1_6478147
29	10004	1_6683584	1_6531282
29	10005	1_6683584	1_6543852
29	10006	1_6683584	1_6551345
29	9996	1_6683584	1_6553634
29	10007	1_6683584	1_6581702
29	10008	1_6683584	1_6585869
29	10027	1_6683584	1_6593670
29	10009	1_6683584	1_6596520
29	2404	1_6683584	1_6597457
29	2405	1_6683584	1_6614862
29	10010	1_6683584	1_6634285
29	2406	1_6683584	1_6635296
29	10011	1_6683584	1_6647591
29	10012	1_6683584	1_6649672
29	10013	1_6683584	1_6652466
29	10028	1_6683584	1_6675893
29	10017	1_6683584	1_6693364
29	9992	1_6683584	1_6763388
29	10020	1_6683584	1_6838765
29	2409	1_6683584	1_6840889
29	10023	1_6683584	1_7839781
29	10029	1_6683584	1_19538674
29	2601	1_6683584	1_38156332
30	10030	1_7840370	1_7957068
30	10031	1_7840370	1_7959940
30	10032	1_7840370	1_7960134
30	10033	1_7840370	1_7961235
30	10034	1_7840370	1_7962141
30	10035	1_7840370	1_7963808
30	10036	1_7840370	1_7970121
30	10037	1_7840370	1_7975914
30	10038	1_7840370	1_7976780
30	10039	1_7840370	1_7997668
30	2414	1_7840370	1_7998728
30	10040	1_7840370	1_8004157
30	10024	1_7840370	1_8004812
30	10041	1_7840370	1_8446156
30	10042	1_7840370	1_29557836
30	2601	1_7840370	1_38156332
31	10043	1_9336978	1_9458255
31	10044	1_9336978	1_9466263
31	10045	1_9336978	1_9469459
31	10046	1_9336978	1_9472950
31	10047	1_9336978	1_9478454
31	10048	1_9336978	1_9483302
31	10049	1_9336978	1_9488677
31	10050	1_9336978	1_9498857
31	10051	1_9336978	1_9502488
31	10052	1_9336978	1_9512514
31	10053	1_9336978	1_9528024
31	10054	1_9336978	1_9530811
31	10055	1_9336978	1_9541283
31	10056	1_9336978	1_9543773
31	10057	1_9336978	1_9556069
31	10058	1_9336978	1_9575002
31	10059	1_9336978	1_9587135
31	10060	1_9336978	1_9593482
31	10061	1_9336978	1_9598277
31	2426	1_9336978	1_9598476
31	10062	1_9336978	1_9613619
31	10063	1_9336978	1_9613936
31	10064	1_9336978	1_9614151
31	10065	1_9336978	1_9617428
31	10066	1_9336978	1_9618687
31	10067	1_9336978	1_9618866
31	10068	1_9336978	1_9619751
31	10069	1_9336978	1_9621771
31	10070	1_9336978	1_9628975
31	10071	1_9336978	1_9630006
31	10072	1_9336978	1_9630193
31	10073	1_9336978	1_9630543
31	10074	1_9336978	1_9633248
31	10075	1_9336978	1_9634746
31	10076	1_9336978	1_9639705
31	10077	1_9336978	1_9641496
31	10078	1_9336978	1_9644410
31	2427	1_9336978	1_9648089
31	10079	1_9336978	1_9649793
31	10080	1_9336978	1_9651339
31	10081	1_9336978	1_9668908
32	10076	1_9882740	1_9639705
32	10078	1_9882740	1_9644410
32	10079	1_9882740	1_9649793
32	10080	1_9882740	1_9651339
32	10082	1_9882740	1_9879442
33	10083	1_10445370	1_10475641
33	10084	1_10445370	1_10552131
34	10085	1_10489474	1_9953668
34	10086	1_10489474	1_9966988
34	2428	1_10489474	1_10085512
34	10087	1_10489474	1_10427146
34	2429	1_10489474	1_10531217
34	10088	1_10489474	1_10550233
34	10084	1_10489474	1_10552131
34	10089	1_10489474	1_10554097
34	10090	1_10489474	1_10912360
34	10091	1_10489474	1_10957709
34	10092	1_10489474	1_11039443
35	10093	1_10494029	1_9950805
35	10084	1_10494029	1_10552131
35	10094	1_10494029	1_10969541
36	10095	1_10751037	1_10583124
36	10096	1_10751037	1_10589924
36	10097	1_10751037	1_10903845
36	10098	1_10751037	1_10911432
36	10094	1_10751037	1_10969541
36	10099	1_10751037	1_10988389
36	10100	1_10751037	1_10993372
36	10101	1_10751037	1_11001908
36	10102	1_10751037	1_11006428
37	10103	1_11793489	1_11026643
37	2430	1_11793489	1_11065147
37	2431	1_11793489	1_11113121
37	10104	1_11793489	1_11122976
37	10105	1_11793489	1_11155387
37	2432	1_11793489	1_11158746
37	10106	1_11793489	1_11192293
37	10107	1_11793489	1_11210175
37	10108	1_11793489	1_11219017
37	10109	1_11793489	1_11249466
37	10110	1_11793489	1_11272815
37	10111	1_11793489	1_11276438
37	10112	1_11793489	1_11278665
37	10113	1_11793489	1_11280717
37	2433	1_11793489	1_11285314
37	10114	1_11793489	1_11287969
37	10115	1_11793489	1_11300928
37	10116	1_11793489	1_11303009
37	10117	1_11793489	1_11306123
37	10118	1_11793489	1_11307360
37	2434	1_11793489	1_11321726
37	10119	1_11793489	1_11322700
37	10120	1_11793489	1_11325887
37	10121	1_11793489	1_11327981
37	10122	1_11793489	1_11338705
37	10123	1_11793489	1_11340583
37	10124	1_11793489	1_11341749
37	10125	1_11793489	1_11343921
37	10126	1_11793489	1_11351074
37	10127	1_11793489	1_11386915
37	10128	1_11793489	1_11393183
37	10129	1_11793489	1_11403012
37	2435	1_11793489	1_11705329
37	10130	1_11793489	1_11717348
37	10131	1_11793489	1_11721735
37	2436	1_11793489	1_11722754
37	10132	1_11793489	1_11727776
37	10133	1_11793489	1_11735112
37	10134	1_11793489	1_11799679
37	10135	1_11793489	1_11855936
37	10136	1_11793489	1_12080398
38	10092	1_11901356	1_11039443
38	2432	1_11901356	1_11158746
38	10106	1_11901356	1_11192293
38	10137	1_11901356	1_11248311
38	37	1_11901356	1_11793489
38	10138	1_11901356	1_11879068
38	10139	1_11901356	1_11917524
38	10140	1_11901356	1_11948703
38	10141	1_11901356	1_11948873
38	2439	1_11901356	1_11953288
38	10142	1_11901356	1_11980154
38	10143	1_11901356	1_11990123
38	2440	1_11901356	1_12034073
38	10144	1_11901356	1_12041914
38	2441	1_11901356	1_12065739
39	37	1_12225212	1_11793489
39	10138	1_12225212	1_11879068
39	10139	1_12225212	1_11917524
39	2439	1_12225212	1_11953288
39	10142	1_12225212	1_11980154
39	2440	1_12225212	1_12034073
39	10145	1_12225212	1_12178577
39	10146	1_12225212	1_12181563
39	10147	1_12225212	1_12186992
39	10148	1_12225212	1_12188291
39	10149	1_12225212	1_12200019
39	10150	1_12225212	1_12204022
39	10151	1_12225212	1_12205942
39	10152	1_12225212	1_12240048
39	10153	1_12225212	1_12244189
39	10154	1_12225212	1_12254131
39	10155	1_12225212	1_12256599
39	2442	1_12225212	1_12288289
39	2443	1_12225212	1_12566709
39	2445	1_12225212	1_12700924
40	10156	1_12673527	1_12156607
40	10157	1_12673527	1_12162516
40	10158	1_12673527	1_12169080
40	10159	1_12673527	1_12173246
40	10145	1_12673527	1_12178577
40	2442	1_12673527	1_12288289
40	10160	1_12673527	1_12294701
40	10161	1_12673527	1_12294997
40	10162	1_12673527	1_12303489
40	10163	1_12673527	1_12317593
40	10164	1_12673527	1_12325101
40	10165	1_12673527	1_12330954
40	10166	1_12673527	1_12332654
40	10167	1_12673527	1_12333399
40	10168	1_12673527	1_12337090
40	10169	1_12673527	1_12337449
40	10170	1_12673527	1_12338899
40	10171	1_12673527	1_12340466
40	10172	1_12673527	1_12349680
40	10173	1_12673527	1_12351380
40	10174	1_12673527	1_12352343
40	10175	1_12673527	1_12353411
40	10176	1_12673527	1_12358871
40	10177	1_12673527	1_12361417
40	10178	1_12673527	1_12361580
40	10179	1_12673527	1_12363249
40	10180	1_12673527	1_12363427
40	10181	1_12673527	1_12363863
40	10182	1_12673527	1_12370167
40	10183	1_12673527	1_12370513
40	10184	1_12673527	1_12372882
40	10185	1_12673527	1_12378991
40	10186	1_12673527	1_12383114
40	10187	1_12673527	1_12395677
40	10188	1_12673527	1_12397200
40	10189	1_12673527	1_12399260
40	10190	1_12673527	1_12399844
40	10191	1_12673527	1_12401290
40	10192	1_12673527	1_12402611
40	10193	1_12673527	1_12405224
40	10194	1_12673527	1_12405635
40	10195	1_12673527	1_12407781
40	10196	1_12673527	1_12420693
40	10197	1_12673527	1_12422869
40	10198	1_12673527	1_12432962
40	10199	1_12673527	1_12438822
40	10200	1_12673527	1_12441329
40	10201	1_12673527	1_12447753
40	10202	1_12673527	1_12453590
40	10203	1_12673527	1_12456561
40	10204	1_12673527	1_12458479
40	10205	1_12673527	1_12462633
40	10206	1_12673527	1_12467936
40	10207	1_12673527	1_12470069
40	10208	1_12673527	1_12471082
40	10209	1_12673527	1_12476578
40	10210	1_12673527	1_12479117
40	10211	1_12673527	1_12479572
40	10212	1_12673527	1_12484819
40	10213	1_12673527	1_12485021
40	10214	1_12673527	1_12488132
40	10215	1_12673527	1_12494814
40	10216	1_12673527	1_12500152
40	10217	1_12673527	1_12512487
40	10218	1_12673527	1_12513221
40	10219	1_12673527	1_12520792
40	10220	1_12673527	1_12537169
40	10221	1_12673527	1_12538964
40	10222	1_12673527	1_12540126
40	10223	1_12673527	1_12540456
40	10224	1_12673527	1_12548822
40	10225	1_12673527	1_12548975
40	10226	1_12673527	1_12554928
40	10227	1_12673527	1_12563684
40	10228	1_12673527	1_12563863
40	2443	1_12673527	1_12566709
40	10229	1_12673527	1_12579447
40	10230	1_12673527	1_12581494
40	10231	1_12673527	1_12647789
40	10232	1_12673527	1_12665781
41	10233	1_14019820	1_13905567
41	10234	1_14019820	1_13977216
41	10235	1_14019820	1_13981893
41	10236	1_14019820	1_13990301
41	10237	1_14019820	1_14003380
41	10238	1_14019820	1_14003962
41	10239	1_14019820	1_14005779
41	10240	1_14019820	1_14033969
41	10241	1_14019820	1_14034455
41	10242	1_14019820	1_14034893
41	10243	1_14019820	1_14039998
41	10244	1_14019820	1_14040193
41	10245	1_14019820	1_14042433
41	10246	1_14019820	1_14044357
41	10247	1_14019820	1_14046270
41	10248	1_14019820	1_14051356
41	10249	1_14019820	1_14052051
41	10250	1_14019820	1_14054646
41	10251	1_14019820	1_14055118
41	10252	1_14019820	1_14057165
41	10253	1_14019820	1_14058753
41	10254	1_14019820	1_14061042
41	10255	1_14019820	1_14061701
41	10256	1_14019820	1_14062279
41	10257	1_14019820	1_14064325
41	10258	1_14019820	1_14068067
41	10259	1_14019820	1_14081380
41	10260	1_14019820	1_14083973
41	10261	1_14019820	1_14084369
41	10262	1_14019820	1_14086535
41	10263	1_14019820	1_14094030
41	2446	1_14019820	1_14099687
41	10264	1_14019820	1_14108179
41	10265	1_14019820	1_14113118
41	10266	1_14019820	1_14117383
41	10267	1_14019820	1_14117678
41	10268	1_14019820	1_14120411
41	10269	1_14019820	1_14122693
41	10270	1_14019820	1_14125217
41	10271	1_14019820	1_14129150
41	10272	1_14019820	1_14137292
41	10273	1_14019820	1_14140503
41	10274	1_14019820	1_14217301
42	10275	1_15826428	1_15635035
42	10276	1_15826428	1_15636059
42	10277	1_15826428	1_15644351
42	10278	1_15826428	1_15646859
42	10279	1_15826428	1_15650001
42	10280	1_15826428	1_15650958
42	10281	1_15826428	1_15657292
42	10282	1_15826428	1_15658451
42	10283	1_15826428	1_15667944
42	10284	1_15826428	1_15822712
42	10285	1_15826428	1_15936843
43	2448	1_15908460	1_15572274
43	2449	1_15908460	1_15659242
43	10283	1_15908460	1_15667944
43	2450	1_15908460	1_15763811
43	42	1_15908460	1_15826428
43	2452	1_15908460	1_15855326
43	2453	1_15908460	1_15932824
43	2455	1_15908460	1_15985644
43	10286	1_15908460	1_16008061
43	44	1_15908460	1_16059770
43	10287	1_15908460	1_16081773
43	2458	1_15908460	1_16232922
43	2460	1_15908460	1_16331358
43	2464	1_15908460	1_16516866
43	2468	1_15908460	1_16560582
43	2469	1_15908460	1_16763583
43	47	1_15908460	1_16765771
44	2449	1_16059770	1_15659242
44	10283	1_16059770	1_15667944
44	2452	1_16059770	1_15855326
44	10288	1_16059770	1_15889708
44	10289	1_16059770	1_15892653
44	10290	1_16059770	1_15904571
44	10291	1_16059770	1_15905903
44	10292	1_16059770	1_15915580
44	10293	1_16059770	1_15920006
44	10294	1_16059770	1_15920857
44	10295	1_16059770	1_15923637
44	2453	1_16059770	1_15932824
44	10285	1_16059770	1_15936843
44	10296	1_16059770	1_15948858
44	10297	1_16059770	1_15970042
44	10298	1_16059770	1_15979610
44	2455	1_16059770	1_15985644
44	10299	1_16059770	1_15986909
44	10286	1_16059770	1_16008061
44	10300	1_16059770	1_16047939
44	10301	1_16059770	1_16048416
44	10287	1_16059770	1_16081773
44	2460	1_16059770	1_16331358
44	45	1_16059770	1_16395667
44	2464	1_16059770	1_16516866
45	10287	1_16395667	1_16081773
45	10302	1_16395667	1_16107124
45	10303	1_16395667	1_16127060
45	10304	1_16395667	1_16128285
45	10305	1_16395667	1_16149995
45	10306	1_16395667	1_16436753
45	10307	1_16395667	1_16447916
45	10308	1_16395667	1_16450460
45	10309	1_16395667	1_16452016
45	10310	1_16395667	1_16454406
45	10311	1_16395667	1_16464210
45	2462	1_16395667	1_16467015
45	2463	1_16395667	1_16485103
45	10312	1_16395667	1_16490907
45	10313	1_16395667	1_16495270
45	10314	1_16395667	1_16503481
45	2464	1_16395667	1_16516866
45	10315	1_16395667	1_16525322
45	10316	1_16395667	1_16530290
45	2465	1_16395667	1_16538420
45	2466	1_16395667	1_16542893
45	10317	1_16395667	1_16543978
45	10318	1_16395667	1_16548728
45	2467	1_16395667	1_16555003
45	2468	1_16395667	1_16560582
45	10319	1_16395667	1_16564477
45	10320	1_16395667	1_16570149
45	10321	1_16395667	1_16572294
45	10322	1_16395667	1_16574200
45	10323	1_16395667	1_16574465
45	10324	1_16395667	1_16580874
45	10325	1_16395667	1_16585785
45	10326	1_16395667	1_16601666
45	10327	1_16395667	1_16605157
45	10328	1_16395667	1_16612128
