gene_names	ID	CpG_logFC	Gene_logFC	Gene_P.value	AveExpr	Gene_log2_P.value
AC007362.3	2_206624678	DOWN	0	1	0	-0
AC007375.1	14_77602082	DOWN	0	1	0	-0
AC007383.3	2_206947984	"NA"	0	1	0	-0
AC007383.4	2_206976307	"NA"	0	1	0	-0
AC007405.8	2_171664227	"NA"	0	1	0	-0
AC007879.5	2_208392966	"NA"	0	1	0	-0
AC008045.1	14_79082516	"NA"	0	1	0	-0
AC008060.5	7_155301716	"NA"	0	1	0	-0
AC008060.8	7_155247684	"NA"	0	1	0	-0
AC008063.2	2_162928826	DOWN	0	1	0	-0
AC008694.3	5_157112085	"NA"	0	1	0	-0
AC008706.1	5_159554921	"NA"	0	1	0	-0
AC008937.2	5_56154298	"NA"	0	1	0	-0
AC008949.1	5_32378290	"NA"	0	1	0	-0
AC008984.5	19_54796810	"NA"	0	1	0	-0
AC008984.7	19_54796810	"NA"	0	1	0	-0
AC009120.4	16_74330045	"NA"	0	1	0	-0
AC009299.2	2_162108416	"NA"	0	1	0	-0
AC009303.1	2_118749134	"NA"	0	1	0	-0
AC009336.1	2_176969047	"NA"	0	1	0	-0
AC009487.4	2_162278434	"NA"	0	1	0	-0
AC009487.5	2_162278434	"NA"	0	1	0	-0
AC009501.4	2_63274196	"NA"	0	1	0	-0
AC010368.1	5_35034176	"NA"	0	1	0	-0
AC010368.2	5_35043586	"NA"	0	1	0	-0
AC010492.4	19_54738657	"NA"	0	1	0	-0
AC010518.3	19_54796810	"NA"	0	1	0	-0
AC010609.1	5_156654508	"NA"	0	1	0	-0
AC010731.3	2_207503231	"NA"	0	1	0	-0
AC010731.4	2_207503231	"NA"	0	1	0	-0
AC010761.14	17_27049991	"NA"	0	1	0	-0
AC010761.8	17_27048612	"NA"	0	1	0	-0
AC010883.5	2_43455071	"NA"	0	1	0	-0
AC011247.3	2_38824491	"NA"	0	1	0	-0
AC011453.1	19_54193551	DOWN	0	1	0	-0
AC011465.1	19_38543471	"NA"	0	1	0	-0
AC011475.1	19_10733589	"NA"	0	1	0	-0
AC011523.2	19_51319574	"NA"	0	1	0	-0
AC011747.7	2_8821099	"NA"	0	1	0	-0
AC011893.3	2_136566352	"NA"	0	1	0	-0
AC011897.1	2_14769545	DOWN	0	1	0	-0
AC012150.1	12_29271096	"NA"	0	1	0	-0
AC012314.20	19_54703387	"NA"	0	1	0	-0
AC012362.3	2_209222656	UP	0	1	0	-0
AC012362.3	2_209222656	UP	0	1	0	-0
AC012363.4	2_120972997	"NA"	0	1	0	-0
AC012531.23	12_54347781	"NA"	0	1	0	-0
AC012531.25	12_54410340	"NA"	0	1	0	-0
AC013264.2	2_198059736	"NA"	0	1	0	-0
AC013468.1	2_190640564	"NA"	0	1	0	-0
AC016292.1	17_1075669	UP	0	1	0	-0
AC016697.2	2_209129299	"NA"	0	1	0	-0
AC017028.1	2_240081688	"NA"	0	1	0	-0
AC017116.11	7_44103689	"NA"	0	1	0	-0
AC018450.1	3_142882975	"NA"	0	1	0	-0
AC018470.1	2_175195359	"NA"	0	1	0	-0
AC018755.1	19_52089926	"NA"	0	1	0	-0
AC018755.16	19_52089926	"NA"	0	1	0	-0
AC018755.2	19_52188083	"NA"	0	1	0	-0
AC018867.1	2_187359727	"NA"	0	1	0	-0
AC019131.1	4_99846712	"NA"	0	1	0	-0
AC019201.1	2_158296257	"NA"	0	1	0	-0
AC019349.5	17_39649147	"NA"	0	1	0	-0
AC022210.2	2_85134085	"NA"	0	1	0	-0
AC022431.2	5_55901742	"NA"	0	1	0	-0
AC022498.1	3_187889620	"NA"	0	1	0	-0
AC024940.1	12_31476368	"NA"	0	1	0	-0
AC025165.8	12_57992706	DOWN	0	1	0	-0
AC025165.8	12_57992706	DOWN	0	1	0	-0
AC034228.2	5_131346228	"NA"	0	1	0	-0
AC034228.3	5_131338044	"NA"	0	1	0	-0
AC037199.1	19_51371886	"NA"	0	1	0	-0
AC062017.1	2_240319726	"NA"	0	1	0	-0
AC062028.1	2_11272832	"NA"	0	1	0	-0
AC064874.1	2_236691274	"NA"	0	1	0	-0
AC068039.4	2_172626475	"NA"	0	1	0	-0
AC068506.1	18_32392811	"NA"	0	1	0	-0
AC068570.1	8_129821061	"NA"	0	1	0	-0
AC068754.1	3_122000412	"NA"	0	1	0	-0
AC068946.1	2_220077689	"NA"	0	1	0	-0
AC069287.1	11_189404	"NA"	0	1	0	-0
AC069363.1	17_34405627	"NA"	0	1	0	-0
AC072062.1	2_215670462	"NA"	0	1	0	-0
AC073342.1	7_142916049	"NA"	0	1	0	-0
AC073957.15	7_1065596	"NA"	0	1	0	-0
AC074129.1	5_38081824	"NA"	0	1	0	-0
AC074138.3	19_37177995	"NA"	0	1	0	-0
AC078883.3	2_173322334	"NA"	0	1	0	-0
AC078883.4	2_173282693	UP	0	1	0	-0
AC079154.1	2_124782517	"NA"	0	1	0	-0
AC079610.2	2_214147251	"NA"	0	1	0	-0
AC079753.1	2_113594484	"NA"	0	1	0	-0
AC079779.4	2_283104	"NA"	0	1	0	-0
AC079790.2	2_152951975	UP	0	1	0	-0
AC084219.3	19_44594366	"NA"	0	1	0	-0
AC084219.4	19_44616755	"NA"	0	1	0	-0
AC090340.1	18_55102222	DOWN	0	1	0	-0
AC090559.2	11_47396637	"NA"	0	1	0	-0
AC090627.1	17_46371490	"NA"	0	1	0	-0
AC091729.7	7_1098463	UP	0	1	0	-0
AC092171.2	7_5441213	"NA"	0	1	0	-0
AC092171.4	7_5489147	DOWN	0	1	0	-0
AC092669.1	2_66666185	DOWN	0	1	0	-0
AC092669.1	2_66666185	DOWN	0	1	0	-0
AC092669.1	2_66666185	DOWN	0	1	0	-0
AC092669.1	2_66666185	DOWN	0	1	0	-0
AC092958.1	3_147796068	"NA"	0	1	0	-0
AC092964.1	3_172028675	"NA"	0	1	0	-0
AC093110.3	2_54888688	"NA"	0	1	0	-0
AC093267.1	5_122111880	"NA"	0	1	0	-0
AC093323.1	4_6682999	"NA"	0	1	0	-0
AC093391.2	2_136741463	"NA"	0	1	0	-0
AC093415.2	3_37889807	"NA"	0	1	0	-0
AC093620.5	7_5441213	"NA"	0	1	0	-0
AC093690.1	2_28533312	"NA"	0	1	0	-0
AC093818.1	2_173417221	"NA"	0	1	0	-0
AC096649.4	2_176193018	"NA"	0	1	0	-0
AC097468.4	2_219862933	"NA"	0	1	0	-0
AC097468.7	2_219822117	"NA"	0	1	0	-0
AC097721.2	2_139256825	"NA"	0	1	0	-0
AC098617.1	2_192705523	DOWN	0	1	0	-0
AC098820.2	2_217270739	"NA"	0	1	0	-0
AC098830.1	4_13656172	"NA"	0	1	0	-0
AC098872.3	2_192653057	"NA"	0	1	0	-0
AC099805.1	8_72361442	"NA"	0	1	0	-0
AC100791.2	17_77782841	"NA"	0	1	0	-0
AC103686.1	8_48792847	"NA"	0	1	0	-0
AC103794.1	11_16144657	"NA"	0	1	0	-0
AC103816.1	8_85207952	"NA"	0	1	0	-0
AC104012.1	8_72743513	"NA"	0	1	0	-0
AC104076.3	2_181844443	"NA"	0	1	0	-0
AC104623.2	2_16702524	"NA"	0	1	0	-0
AC104695.3	2_28614158	"NA"	0	1	0	-0
AC104695.4	2_28666022	"NA"	0	1	0	-0
AC104801.1	2_172966044	"NA"	0	1	0	-0
AC105053.3	2_86038814	"NA"	0	1	0	-0
AC106801.1	5_156984006	"NA"	0	1	0	-0
AC107020.1	12_129149066	"NA"	0	1	0	-0
AC107021.1	3_145779886	"NA"	0	1	0	-0
AC107993.1	17_40543687	"NA"	0	1	0	-0
AC108004.3	17_256417	"NA"	0	1	0	-0
AC108004.3	17_262444	"NA"	0	1	0	-0
AC109925.1	4_95370467	"NA"	0	1	0	-0
AC112219.1	3_72310003	"NA"	0	1	0	-0
AC114760.1	2_196922711	UP	0	1	0	-0
AC114803.3	2_220160298	"NA"	0	1	0	-0
AC114808.2	2_1151418	"NA"	0	1	0	-0
AC114808.3	2_1060315	"NA"	0	1	0	-0
AC116351.2	5_996038	"NA"	0	1	0	-0
AC120194.1	8_71482697	"NA"	0	1	0	-0
AC124890.1	12_69180877	"NA"	0	1	0	-0
AC129492.6	17_7977175	"NA"	0	1	0	-0
AC132216.1	11_33899900	"NA"	0	1	0	-0
AC135048.1	16_30984589	"NA"	0	1	0	-0
AC135050.5	16_31072183	UP	0	1	0	-0
AC139149.1	17_79477581	"NA"	0	1	0	-0
AC142528.1	2_3517384	"NA"	0	1	0	-0
AC144449.1	2_150438437	"NA"	0	1	0	-0
AC144450.1	2_1603355	"NA"	0	1	0	-0
AC226150.4	12_133786908	"NA"	0	1	0	-0
ACAD8	11_134121555	"NA"	-0.03291970695761037	0.8535810097201748	12.518356354990077	0.22840001512531713
ACADM	1_76187495	"NA"	-0.2161197487349984	0.3467135815837845	19.79043419346824	1.5281837434928658
ACADSB	10_124767028	"NA"	-0.5472269932412877	0.04831881104353246	11.074081181804676	4.371271234339861
ACAP3	1_1239426	"NA"	0.36587429643736424	0.19844614600940674	29.488903188876684	2.3331805506252397
ACAT2	6_160182280	"NA"	0.07808663056576393	0.7421385615282621	8.342552638591116	0.4302395234495154
ACAT2	6_160181052	"NA"	0.07808663056576393	0.7421385615282621	8.342552638591116	0.4302395234495154
ACAT2	6_160195295	"NA"	0.07808663056576393	0.7421385615282621	8.342552638591116	0.4302395234495154
ACBD6	1_180471076	"NA"	-0.42816563130206475	0.008206532220090306	17.79254322508076	6.929011563969753
ACBD6	1_180471076	"NA"	-0.42816563130206475	0.008206532220090306	17.79254322508076	6.929011563969753
ACE	17_61548609	"NA"	0.3114068081549606	0.6850061912275318	2.5732146382058065	0.545811067379319
ACLY	17_40058447	"NA"	0.31438546854867333	0.07562192001642892	43.0079220412038	3.7250517104176355
ACOT13	6_24666035	"NA"	-0.19539772363282282	0.2347798824767667	10.11510332167516	2.090619300981265
ACOT7	1_6440860	"NA"	0.2218499035748822	0.5978366949901843	7.367230396381772	0.742176643077741
ACP2	11_47263144	"NA"	0.6193610311591522	0.022522089079427883	9.969663204229438	5.472515536213328
ACRBP	12_6749804	"NA"	0.6561238243947671	0.03797645147026764	6.554656526802684	4.718751083798138
ACSF3	16_89154236	"NA"	-0.30781758564849326	0.10246525330004029	24.065004225071405	3.286793330427776
ACSL5	10_114166350	"NA"	-0.370868780310615	0.04228957985657831	24.718880434176015	4.5635539623907935
ACSL6	5_131346228	"NA"	-1.1129366606849325	0.18636737563885775	2.089409401327293	2.423778762381361
ACSM1	16_20708093	"NA"	-0.984456754224706	0.3349794322673041	4.2766302240977705	1.577855578053979
ACTA2-AS1	10_90691239	"NA"	-2.028344628285038	1.4136834192118983e-4	1.7615414158272584	12.788253300893869
ACTG1	17_79477581	"NA"	0.2333799284996001	0.26274132294428404	269.6999583569277	1.928284975046087
ACTG1	17_79483447	"NA"	0.2333799284996001	0.26274132294428404	269.6999583569277	1.928284975046087
ACTR3	2_114645986	"NA"	0.36372684099088914	0.030719140185209243	66.9509871636007	5.024718353529925
ACTR5	20_37372292	"NA"	-0.2236021698284678	0.26417741201093026	7.722607555172075	1.9204209779352657
ACTRT3	3_169484905	"NA"	-0.981334794330967	0.06857827383734244	0.7014368019221767	3.8661045986777185
ACVR2A	2_148599900	"NA"	-1.160943392700875	0.0618911196763015	2.9391097342158883	4.0141237677025625
ACY1	3_52002602	"NA"	-0.11818943923728908	0.6967661915703505	2.328974866696096	0.5212534715778966
ADAM19	5_156995435	"NA"	-0.7677678268990058	0.22915026798930174	7.489414958369672	2.125634121954493
ADAM28	8_24142017	"NA"	-1.0630487725383997	0.13884171275672194	24.786071786086445	2.848487027356741
ADAM9	8_38851544	"NA"	0.8776956235929232	0.08235850215038978	11.217657259632947	3.6019385977823988
ADAMDEC1	8_24238062	DOWN	2.928661680343148	5.635960720461488e-4	0.623218015645777	10.793050822655784
ADAMTS13	9_136310329	UP	-0.3355399542669204	0.4037402519080092	3.181232910698353	1.3085006677588182
ADAMTS15	11_130316168	"NA"	-2.450524865935405	0.07064310603150976	0.31496987531125037	3.82330741307171
ADAMTS17	15_100880331	"NA"	-0.793547253017183	0.20975018145561558	1.0072454088964786	2.2532560361411984
ADAMTS20	12_43942186	DOWN	-0.7606548726618323	0.06082847610877061	0.07138574783714129	4.039109327893561
ADAMTS8	11_130296757	"NA"	-0.2376712371483567	0.6849391702540586	0.453328946639893	0.5459522274998042
ADAMTSL4	1_150501621	"NA"	0.2610587937224711	0.62687491517601	23.482975189933327	0.673750494377153
ADAMTSL4-AS1	1_150501621	"NA"	0.12200930318648684	0.7959750265763733	6.1921857808052545	0.32920492743453517
ADAT1	16_75655746	UP	0.1532987526095928	0.24559787415812448	13.426539668519958	2.025630021780267
ADCY4	14_24800814	"NA"	0.9761485858343399	0.05517483531337148	5.903755381746288	4.179845771439964
ADD3	10_111752628	"NA"	0.07412304605413667	0.8165701344243235	40.784110626992515	0.29235129208777105
ADH5	4_100009667	"NA"	-0.3268007404351234	0.06784842718666842	22.050827861006436	3.8815408172594634
ADI1	2_3517384	"NA"	0.4239155834708068	0.04216335325583558	17.779976731765572	4.567866580551321
ADIPOQ	3_186559823	"NA"	-1.6467521235470546	0.03491034897729522	0.14433101847189686	4.840201411076646
ADIPOQ-AS1	3_186571165	"NA"	1.1607644522412066	0.14844817454024223	0.07346872685849849	2.7519687422022843
ADK	10_75910275	"NA"	-0.10879953381111562	0.6269104565239005	13.769732903297154	0.6736687015479825
ADORA2B	17_15845336	"NA"	-0.40602675699682633	0.36943385066180623	3.6006977083296174	1.4366120305581922
ADRB2	5_148201249	DOWN	1.3945697577447667	0.0032622780581342955	7.889357379227675	8.25990453020428
ADRB2	5_148201249	DOWN	1.3945697577447667	0.0032622780581342955	7.889357379227675	8.25990453020428
ADRM1	20_60871672	"NA"	0.4548351511063462	0.1761761196369554	16.12977199197372	2.5049097121511306
ADTRP	6_11804580	DOWN	-0.08943869519293657	0.9000400913048725	0.7561937816956877	0.15193882873560124
AE000658.22	14_21982726	"NA"	0	1	0	-0
AE000662.92	14_23021261	"NA"	0	1	0	-0
AE000662.93	14_23021261	"NA"	0	1	0	-0
AEBP1	7_44139252	"NA"	-2.672085317278783	0.005383523322235097	8.824666962572229	7.5372336108008655
AF129408.17	21_40553065	"NA"	0	1	0	-0
AFAP1L1	5_148647907	"NA"	-1.7497828721015047	0.0694410315667952	0.94329487114116	3.848067810177159
AGA	4_178359092	"NA"	0.1163502261035152	0.6465994800109018	8.28503994681625	0.6290557476244076
AGAP1	2_236397749	DOWN	-1.797111975144949	0.05279798711419945	2.6730594277992625	4.243373260867468
AGAP2	12_58130768	"NA"	-0.3534533599265952	0.3185461381685133	19.076904268634664	1.6504257475669546
AGAP2	12_58134516	"NA"	-0.3534533599265952	0.3185461381685133	19.076904268634664	1.6504257475669546
AGAP2-AS1	12_58107250	"NA"	-0.4242034675856393	0.3157881787735228	1.4497900525762222	1.662970928578446
AGFG1	2_228332065	"NA"	0.7300086666417744	0.0011298429503088362	36.48724648099296	9.789662034638427
AGK	7_141249571	"NA"	-0.36325438844737334	0.06672501727197169	15.607912076812097	3.905628415961478
AGPAT1	6_32097279	DOWN	-0.055911810944940576	0.7700114014289605	19.60336815262726	0.3770482871795083
AGPAT1	6_32097279	DOWN	-0.055911810944940576	0.7700114014289605	19.60336815262726	0.3770482871795083
AGPAT1	6_32097279	DOWN	-0.055911810944940576	0.7700114014289605	19.60336815262726	0.3770482871795083
AGPAT1	6_32097279	DOWN	-0.055911810944940576	0.7700114014289605	19.60336815262726	0.3770482871795083
AGPAT1	6_32097279	DOWN	-0.055911810944940576	0.7700114014289605	19.60336815262726	0.3770482871795083
AGPAT1	6_32097279	DOWN	-0.055911810944940576	0.7700114014289605	19.60336815262726	0.3770482871795083
AGPAT1	6_32097279	DOWN	-0.055911810944940576	0.7700114014289605	19.60336815262726	0.3770482871795083
AGPAT4	6_161694042	"NA"	-0.45221612284573887	0.3340054598743062	11.639207087112634	1.5820564087473035
AGPAT5	8_6563788	"NA"	-1.1094430118563938	0.0020533347907643624	21.89305845613467	8.927815410456034
AGXT2	5_35043586	"NA"	0.9915680165171912	0.24808602604543403	0.11249389528307457	2.0110876201274914
AIFM3	22_21317189	UP	1.6845592690812943	0.0030335204138952215	4.792000592606245	8.36479126472811
AIFM3	22_21317189	UP	1.6845592690812943	0.0030335204138952215	4.792000592606245	8.36479126472811
AIFM3	22_21317189	UP	1.6845592690812943	0.0030335204138952215	4.792000592606245	8.36479126472811
AIFM3	22_21317189	UP	1.6845592690812943	0.0030335204138952215	4.792000592606245	8.36479126472811
AIMP1	4_107234896	"NA"	-0.05549131621654091	0.7720580169166932	16.92855000853874	0.3732188308486135
AK4	1_65610395	"NA"	0.26907466160552884	0.7469562992673451	4.425274383192439	0.4209042543822585
AKAP10	17_19879250	"NA"	0.12220594381843242	0.5145501349590216	24.79778100988757	0.9586164425826039
AKR7A2	1_19631463	"NA"	0.656238428389857	0.019112852970393748	12.150300490828107	5.709313044686514
AL021398.1	1_177152787	"NA"	0	1	0	-0
AL035460.1	20_2666520	"NA"	0	1	0	-0
AL096677.1	20_23325253	"NA"	0	1	0	-0
AL109767.1	14_99728496	"NA"	0	1	0	-0
AL117190.1	14_101364465	"NA"	0	1	0	-0
AL132709.1	14_101528614	DOWN	0	1	0	-0
AL132709.2	14_101505152	DOWN	0	1	0	-0
AL132709.5	14_101410427	DOWN	0	1	0	-0
AL135784.1	X_130531088	"NA"	0	1	0	-0
AL136115.1	1_32378903	"NA"	0	1	0	-0
AL136419.6	14_24683387	"NA"	0	1	0	-0
AL138963.1	13_45871680	"NA"	0	1	0	-0
AL157902.3	1_118143091	"NA"	0	1	0	-0
AL157904.1	1_117446540	"NA"	0	1	0	-0
AL158069.1	X_68717238	DOWN	0	1	0	-0
AL158155.1	9_37287516	"NA"	0	1	0	-0
AL160275.1	9_117370925	"NA"	0	1	0	-0
AL353671.1	9_32524066	"NA"	0	1	0	-0
AL353671.2	9_32524066	"NA"	0	1	0	-0
AL356356.1	1_150501621	"NA"	0	1	0	-0
AL356475.1	1_169990454	"NA"	0	1	0	-0
AL359853.1	1_179679177	"NA"	0	1	0	-0
AL359878.1	10_1033144	"NA"	0	1	0	-0
AL390240.1	9_117550114	"NA"	0	1	0	-0
AL450992.2	1_151812040	"NA"	0	1	0	-0
AL583832.1	1_205024895	"NA"	0	1	0	-0
AL589765.1	1_151672272	"NA"	0	1	0	-0
AL590233.1	9_92110901	"NA"	0	1	0	-0
AL645608.1	1_850619	DOWN	0	1	0	-0
ALDH1A3	15_101418763	"NA"	-0.9234930978632234	0.14899268870466667	1.19649310293888	2.74668655767857
ALDH1B1	9_38392152	"NA"	0.03781691287444833	0.9046790368495541	6.915146091624829	0.14452205305264176
ALDH4A1	1_19219463	"NA"	1.4820761774710802	1.3625957460941426e-4	6.374183629176495	12.841354771632739
ALG6	1_63826788	"NA"	-0.057106464520707334	0.7721872662349413	10.50283045675442	0.3729773311944528
ALG9	11_111748606	"NA"	-0.6082106568555918	0.003668563815702842	6.499264874720674	8.090568903196647
ALKBH3-AS1	11_43941581	DOWN	-1.0740590731665465	0.001960046328758837	1.656527655796695	8.994896529566141
ALOX12B	17_7977175	"NA"	-1.6888382633525114	0.03453540638287228	0.46441923920303413	4.85577998963451
ALOXE3	17_8020450	"NA"	-0.5084417724491219	0.4638755023067729	0.16722754851532803	1.1081904367439244
ALPK1	4_113205625	"NA"	-0.48974380778855675	0.028596376507232808	23.576646954300486	5.128023837394501
AMZ1	7_2690785	"NA"	-1.0894875962815385	0.06022229847449971	2.9553588606478574	4.053558418037582
AMZ2	17_66229345	"NA"	-0.21406813995617746	0.28025202919272246	11.603493311851281	1.8352032758417478
ANAPC13	3_134201514	"NA"	-0.10951716820037127	0.5803116001308757	14.181908524871005	0.7851003269748639
ANAPC2	9_140081558	"NA"	0.13840344924522352	0.5461381958612102	22.895878038059195	0.8726620352139203
ANGPTL6	19_10203904	"NA"	-1.1202441215456331	0.027261973324731355	3.210126136615818	5.196966196128792
ANHX	12_133806495	"NA"	-0.1053101592826895	0.8382332277055016	0.10189237756073097	0.2545763836123275
ANKAR	2_190533750	"NA"	-0.5548643168780245	0.054759511085123905	6.7616577361301085	4.1907466240813225
ANKH	5_14871218	"NA"	-0.6619762830422014	0.0625070026675015	16.09796968327869	3.999838365635966
ANKK1	11_113252688	DOWN	0.1881485697766414	0.8145505496675844	0.2907021856245145	0.29592386207664595
ANKLE2	12_133327359	"NA"	-0.20481242777585518	0.19994801532701956	42.87289622409329	2.322303133779715
ANKRD10	13_111559126	"NA"	-0.30524455198847633	0.08328064600639497	42.12329465540915	3.5858749301358617
ANKRD13A	12_110434549	DOWN	0.039921361898878516	0.784831460120155	33.978428278803605	0.3495452214626766
ANKRD17	4_74119805	"NA"	-0.421969881427791	0.01018020564890204	58.33791234757548	6.618089484387204
ANKRD22	10_90609590	DOWN	1.3511010726960708	0.06787870485704005	1.3981681543043145	3.880897151620005
ANKRD42	11_82899651	"NA"	0.16812250017196018	0.41697583358462353	7.144256603746717	1.2619643221956447
ANKRD44	2_198059736	"NA"	-0.03478093273685001	0.9089716446557415	33.38760418420362	0.13769280459625438
ANKRD46	8_101569346	"NA"	-1.0309189465683715	2.922609032034679e-4	7.1403671584255095	11.74045553202381
ANKRD63	15_40566825	"NA"	-2.3377813829527665	0.0028496348397585207	1.027028875083089	8.455007224550267
ANKUB1	3_149494370	"NA"	0.037928675431174924	0.928117797705754	0.9348245939295824	0.10762016951232928
ANO7P1	1_16542893	"NA"	0	1	0	-0
AOC1	7_150512976	"NA"	-1.4756821783582437	0.20532330432545104	1.2681730369730895	2.2840307113439993
AP000230.1	21_27540932	"NA"	0	1	0	-0
AP000640.10	11_59514192	"NA"	0	1	0	-0
AP000640.2	11_59434891	"NA"	0	1	0	-0
AP000911.1	11_133825146	"NA"	0	1	0	-0
AP000936.4	11_116968002	"NA"	0	1	0	-0
AP001372.2	11_74203662	"NA"	0	1	0	-0
AP001885.1	11_66959174	"NA"	0	1	0	-0
AP002348.1	11_120379648	"NA"	0	1	0	-0
AP002954.4	11_118574529	"NA"	0	1	0	-0
AP003471.2	8_105436093	"NA"	0	1	0	-0
AP003471.3	8_105444374	"NA"	0	1	0	-0
AP006216.10	11_116640801	"NA"	0	1	0	-0
AP006216.11	11_116640801	"NA"	0	1	0	-0
AP1AR	4_113151073	UP	-0.09850611695615008	0.6552426757302738	9.329750178740131	0.6098987726162621
AP3M1	10_75910275	"NA"	-0.07619399230244728	0.6144197019801185	27.72911260044261	0.7027036166321886
AP4B1	1_114444643	"NA"	-0.050485815950370494	0.7914484846756464	16.855861264075887	0.33743264638427833
AP5M1	14_57732805	"NA"	-0.5651921337453674	0.003867078529034852	19.596296650470585	8.014540223034537
APAF1	12_99035902	"NA"	0.6520643211061659	0.005302499482479165	31.93181785710195	7.559111709712439
APH1A	1_150238754	"NA"	0.29666964367052007	0.028397438447801928	29.986386285097023	5.138095390513909
APOA1	11_116707938	"NA"	-0.39197281365072234	0.4945699551897047	0.4113043247397288	1.0157534953038636
APOA1-AS	11_116689766	"NA"	-0.42848699720601935	0.1708997684762391	0.9024678985709211	2.5487776523402963
APOA4	11_116689766	"NA"	0.20904593750866596	0.677811231259392	0.07260843973238468	0.5610445525653315
APOA5	11_116657530	"NA"	0.5977998241701741	0.2516428296679728	0.06980858209136373	1.9905506047411456
APOC3	11_116689766	"NA"	-1.1297351525258765	0.012802809472151231	0.08571809042997347	6.287395757144336
APOLD1	12_12874876	"NA"	0.2185846496584669	0.6369175037218449	6.394426689938717	0.6508215743349027
APP	21_27540932	"NA"	-3.695551257443492	0.01765178620213023	24.255959520798985	5.824042011118548
APTX	9_33022373	"NA"	-0.10321919622673459	0.5071157690430608	9.057277214544602	0.9796129583914929
ARAP1	11_72501474	"NA"	0.8071217982262615	0.0038740867127887257	50.58084777115155	8.011928038849412
