"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019080","BP","GO:0019080","viral gene expression","11/314","191/18670",0.000403617693782323,0.000403617693782323,0.0955840083911774,"RPLP0/RPL21/RPS27A/RPL7A/RPL9/RPS14/POM121/RPS4X/RPL10A/RPS18/RPL17",11
"GO:0090150","BP","GO:0090150","establishment of protein localization to membrane","15/314","332/18670",0.000532317421690343,0.000532317421690343,0.115557240291945,"RPLP0/ARL6/RPL21/RPS27A/RPL7A/BRAF/RPL9/ZDHHC19/RPS14/AMN/RPS4X/RPL10A/RPS18/BHLHE40-AS1/RPL17",15
"GO:0042101","CC","GO:0042101","T cell receptor complex","14/326","127/19717",2.49245924720614e-08,2.49245924720614e-08,8.5989844028612e-06,"TRGC1/TRBV10-1/TRBV6-6/TRBV5-5/TRBV7-6/TRBV5-6/TRBV10-2/TRBV5-4/TRBV7-7/TRBV6-8/TRBV12-3/TRBV12-5/TRBV16/TRBV11-3",14
"GO:0098802","CC","GO:0098802","plasma membrane signaling receptor complex","17/326","295/19717",9.17591499463363e-06,9.17591499463363e-06,0.0015828453365743,"ITGAE/ITGA2/GRIN1/TRGC1/TRBV10-1/TRBV6-6/TRBV5-5/TRBV7-6/TRBV5-6/TRBV10-2/TRBV5-4/TRBV7-7/TRBV6-8/TRBV12-3/TRBV12-5/TRBV16/TRBV11-3",17
"GO:0022626","CC","GO:0022626","cytosolic ribosome","10/326","112/19717",1.69577536990497e-05,1.69577536990497e-05,0.00195014167539071,"RPLP0/RPL21/RPS27A/RPL7A/RPL9/RPS14/RPS4X/RPL10A/RPS18/RPL17",10
"GO:0022625","CC","GO:0022625","cytosolic large ribosomal subunit","6/326","63/19717",0.000600290792532846,0.000600290792532846,0.0517750808559579,"RPLP0/RPL21/RPL7A/RPL9/RPL10A/RPL17",6
"GO:0044391","CC","GO:0044391","ribosomal subunit","10/326","190/19717",0.00128627965818598,0.00128627965818598,0.0887532964148327,"RPLP0/RPL21/RPS27A/RPL7A/RPL9/RPS14/RPS4X/RPL10A/RPS18/RPL17",10
"GO:0003735","MF","GO:0003735","structural constituent of ribosome","11/275","202/17696",0.000331340573870337,0.000331340573870337,0.044886910668317,"RPLP0/RPL21/MRPS25/RPS27A/RPL7A/RPL9/RPS14/RPS4X/RPL10A/RPS18/RPL17",11
"GO:0043995","MF","GO:0043995","histone acetyltransferase activity (H4-K5 specific)","3/275","10/17696",0.000410864170877044,0.000410864170877044,0.044886910668317,"KANSL3/KANSL1L/OGT",3
"GO:0043996","MF","GO:0043996","histone acetyltransferase activity (H4-K8 specific)","3/275","10/17696",0.000410864170877044,0.000410864170877044,0.044886910668317,"KANSL3/KANSL1L/OGT",3
"GO:0046972","MF","GO:0046972","histone acetyltransferase activity (H4-K16 specific)","3/275","10/17696",0.000410864170877044,0.000410864170877044,0.044886910668317,"KANSL3/KANSL1L/OGT",3
