"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000932","CC","GO:0000932","P-body","24/3021","84/19717",0.00140137580870552,0.00140137580870552,0.198154539350961,"RC3H2/TNRC6C/TNRC6A/TNRC6B/AGO2/AGO3/APOBEC3F/TRIM5/PUM1/POLR2D/LIMD1/MOV10/RBPMS/MEX3B/EIF4ENIF1/NANOS3/CNOT7/NBDY/LSM2/TRIM71/APOBEC3G/APOBEC3D/LSM14A/DCP1A",24
"GO:0140030","MF","GO:0140030","modification-dependent protein binding","42/2775","144/17696",2.97842735097906e-05,2.97842735097906e-05,0.0283400738118855,"MBTD1/ZMYND11/ZRANB1/TNIP3/TAB2/TP53BP1/ATRX/EPS15/CBX5/SPIN1/ING4/MSH6/CHD5/RBBP5/KMT2A/RAD23B/ZRANB3/TRIM24/RRP8/DPF2/BRDT/CBX8/MTF2/SPIN2A/CDYL/KDM8/AGL/ABRAXAS1/YEATS2/ABRAXAS2/ING5/BRD3/MLLT3/CBX2/UBQLNL/UBQLN3/SGF29/SPIN4/SPIN2B/MPHOSPH8/FAN1/OTUD7B",42
"GO:0035064","MF","GO:0035064","methylated histone binding","23/2775","65/17696",7.75137118822637e-05,7.75137118822637e-05,0.0283400738118855,"MBTD1/ZMYND11/TP53BP1/ATRX/CBX5/SPIN1/ING4/MSH6/CHD5/RBBP5/RRP8/DPF2/CBX8/MTF2/SPIN2A/CDYL/KDM8/ING5/CBX2/SGF29/SPIN4/SPIN2B/MPHOSPH8",23
"GO:0140034","MF","GO:0140034","methylation-dependent protein binding","23/2775","65/17696",7.75137118822637e-05,7.75137118822637e-05,0.0283400738118855,"MBTD1/ZMYND11/TP53BP1/ATRX/CBX5/SPIN1/ING4/MSH6/CHD5/RBBP5/RRP8/DPF2/CBX8/MTF2/SPIN2A/CDYL/KDM8/ING5/CBX2/SGF29/SPIN4/SPIN2B/MPHOSPH8",23
"GO:0008173","MF","GO:0008173","RNA methyltransferase activity","23/2775","66/17696",0.000101486387867092,0.000101486387867092,0.0283400738118855,"TRMT11/DIMT1/RNMT/FBL/TRDMT1/TRMT1L/TRMT13/METTL8/TRMT5/METTL16/TGS1/ALKBH8/METTL14/TRMT44/HENMT1/TRMT10B/ZCCHC4/METTL15/NSUN3/CMTR2/BCDIN3D/METTL6/NSUN6",23
"GO:0033038","MF","GO:0033038","bitter taste receptor activity","11/2775","23/17696",0.000297120233017952,0.000297120233017952,0.0643553942400091,"TAS2R10/TAS2R7/TAS2R3/TAS2R4/TAS2R5/TAS2R19/TAS2R50/TAS2R14/TAS2R13/TAS2R46/TAS2R20",11
"GO:0008757","MF","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","41/2775","155/17696",0.00038307072673166,0.00038307072673166,0.0643553942400091,"TRMT11/METTL22/DIMT1/RNMT/SETD6/FBL/TRDMT1/KMT5B/RBBP5/KMT2A/DNMT3A/TRMT1L/EEF1AKMT3/METTL8/TRMT5/METTL16/RRP8/SETDB2/ETFBKMT/METTL21C/SETDB1/SMYD2/METTL14/SUV39H2/N6AMT1/PRMT9/TRMT10B/SETD5/ZCCHC4/PCMTD1/METTL15/SETMAR/NSUN3/CMTR2/EHMT1/LRTOMT/SMYD3/EEF1AKMT2/PCMTD2/METTL6/NSUN6",41
"GO:0008168","MF","GO:0008168","methyltransferase activity","53/2775","215/17696",0.000403301485837121,0.000403301485837121,0.0643553942400091,"PRDM11/TRMT11/METTL22/DIMT1/RNMT/SETD6/FBL/TRDMT1/KMT5B/HEMK1/RBBP5/KMT2A/DNMT3A/TRMT1L/TRMT13/EEF1AKMT3/METTL8/TRMT5/METTL16/RRP8/SETDB2/TGS1/ALKBH8/ETFBKMT/METTL21C/PRDM15/SETDB1/SMYD2/METTL14/PRDM14/SUV39H2/TRMT44/N6AMT1/HENMT1/PRMT9/TRMT10B/SETD5/ZCCHC4/PCMTD1/METTL15/SETMAR/FAM98B/METTL18/NSUN3/CMTR2/EHMT1/LRTOMT/SMYD3/BCDIN3D/EEF1AKMT2/PCMTD2/METTL6/NSUN6",53
"GO:0008170","MF","GO:0008170","N-methyltransferase activity","28/2775","96/17696",0.000594575111484766,0.000594575111484766,0.0830175499410604,"TRMT11/METTL22/DIMT1/RNMT/SETD6/FBL/KMT5B/HEMK1/RBBP5/KMT2A/TRMT1L/EEF1AKMT3/METTL16/SETDB2/ETFBKMT/METTL21C/SETDB1/SMYD2/SUV39H2/N6AMT1/PRMT9/SETD5/ZCCHC4/METTL15/SETMAR/EHMT1/SMYD3/EEF1AKMT2",28
"GO:0016741","MF","GO:0016741","transferase activity, transferring one-carbon groups","54/2775","226/17696",0.000794717650212837,0.000794717650212837,0.0911632432643667,"PRDM11/TRMT11/METTL22/DIMT1/RNMT/SETD6/FBL/TRDMT1/KMT5B/HEMK1/RBBP5/KMT2A/DNMT3A/TRMT1L/TRMT13/EEF1AKMT3/METTL8/TRMT5/METTL16/RRP8/SETDB2/TGS1/ALKBH8/ETFBKMT/METTL21C/PRDM15/SETDB1/SMYD2/METTL14/PRDM14/SUV39H2/TRMT44/N6AMT1/FTCD/HENMT1/PRMT9/TRMT10B/SETD5/ZCCHC4/PCMTD1/METTL15/SETMAR/FAM98B/METTL18/NSUN3/CMTR2/EHMT1/LRTOMT/SMYD3/BCDIN3D/EEF1AKMT2/PCMTD2/METTL6/NSUN6",54
"GO:0008527","MF","GO:0008527","taste receptor activity","12/2775","29/17696",0.000816143628150105,0.000816143628150105,0.0911632432643667,"TAS2R10/TAS2R7/TAS2R3/TAS2R4/TAS2R5/TAS2R19/TAS2R50/TAS2R14/TAS2R13/TAS2R46/TAS2R20/PKD1L3",12
"GO:0008175","MF","GO:0008175","tRNA methyltransferase activity","13/2775","34/17696",0.00120964201914999,0.00120964201914999,0.122833648671867,"TRMT11/TRDMT1/TRMT1L/TRMT13/METTL8/TRMT5/ALKBH8/TRMT44/TRMT10B/NSUN3/BCDIN3D/METTL6/NSUN6",13
"GO:0008392","MF","GO:0008392","arachidonic acid epoxygenase activity","8/2775","16/17696",0.00142189925238803,0.00142189925238803,0.131926037157672,"CYP2C18/CYP2E1/CYP2C9/CYP2C8/CYP2S1/CYP4F2/CYP4A11/CYP2A7",8
"GO:0030548","MF","GO:0030548","acetylcholine receptor regulator activity","7/2775","13/17696",0.00165350449436653,0.00165350449436653,0.131926037157672,"SLURP1/LYPD1/LY6E/FNTA/PATE1/LY6H/LY6G6D",7
"GO:0099602","MF","GO:0099602","neurotransmitter receptor regulator activity","7/2775","13/17696",0.00165350449436653,0.00165350449436653,0.131926037157672,"SLURP1/LYPD1/LY6E/FNTA/PATE1/LY6H/LY6G6D",7
"GO:0008391","MF","GO:0008391","arachidonic acid monooxygenase activity","8/2775","17/17696",0.0023187891454367,0.0023187891454367,0.172672498363519,"CYP2C18/CYP2E1/CYP2C9/CYP2C8/CYP2S1/CYP4F2/CYP4A11/CYP2A7",8
