"","gene_names","ID","CpG_logFC","Gene_logFC","Gene_P.value","AveExpr","Gene_log2_P.value"
"106","AC016697.2","2_209129299","NA",0,1,0,0
"107","AC017028.1","2_240081688","NA",0,1,0,0
"108","AC017116.11","7_44103689","NA",0,1,0,0
"109","AC018450.1","3_142882975","NA",0,1,0,0
"110","AC018470.1","2_175195359","NA",0,1,0,0
"111","AC018755.1","19_52089926","NA",0,1,0,0
"112","AC018755.16","19_52089926","NA",0,1,0,0
"113","AC018755.2","19_52188083","NA",0,1,0,0
"114","AC018867.1","2_187359727","NA",0,1,0,0
"115","AC019131.1","4_99846712","NA",0,1,0,0
"116","AC019201.1","2_158296257","NA",0,1,0,0
"117","AC019349.5","17_39649147","NA",0,1,0,0
"118","AC022210.2","2_85134085","NA",0,1,0,0
"119","AC022431.2","5_55901742","NA",0,1,0,0
"120","AC022498.1","3_187889620","NA",0,1,0,0
"121","AC024940.1","12_31476368","NA",0,1,0,0
"122","AC025165.8","12_57992706","DOWN",0,1,0,0
"123","AC025165.8","12_57992706","DOWN",0,1,0,0
"124","AC034228.2","5_131346228","NA",0,1,0,0
"125","AC034228.3","5_131338044","NA",0,1,0,0
"126","AC037199.1","19_51371886","NA",0,1,0,0
"127","AC062017.1","2_240319726","NA",0,1,0,0
"128","AC062028.1","2_11272832","NA",0,1,0,0
"129","AC064874.1","2_236691274","NA",0,1,0,0
"130","AC068039.4","2_172626475","NA",0,1,0,0
"131","AC068506.1","18_32392811","NA",0,1,0,0
"132","AC068570.1","8_129821061","NA",0,1,0,0
"133","AC068754.1","3_122000412","NA",0,1,0,0
"134","AC068946.1","2_220077689","NA",0,1,0,0
"135","AC069287.1","11_189404","NA",0,1,0,0
"136","AC069363.1","17_34405627","NA",0,1,0,0
"137","AC072062.1","2_215670462","NA",0,1,0,0
"138","AC073342.1","7_142916049","NA",0,1,0,0
"139","AC073957.15","7_1065596","NA",0,1,0,0
"140","AC074129.1","5_38081824","NA",0,1,0,0
"141","AC074138.3","19_37177995","NA",0,1,0,0
"142","AC078883.3","2_173322334","NA",0,1,0,0
"143","AC078883.4","2_173282693","UP",0,1,0,0
"144","AC079154.1","2_124782517","NA",0,1,0,0
"145","AC079610.2","2_214147251","NA",0,1,0,0
"146","AC079753.1","2_113594484","NA",0,1,0,0
"147","AC079779.4","2_283104","NA",0,1,0,0
"148","AC079790.2","2_152951975","UP",0,1,0,0
"149","AC084219.3","19_44594366","NA",0,1,0,0
"150","AC084219.4","19_44616755","NA",0,1,0,0
"151","AC090340.1","18_55102222","DOWN",0,1,0,0
"152","AC090559.2","11_47396637","NA",0,1,0,0
"153","AC090627.1","17_46371490","NA",0,1,0,0
"154","AC091729.7","7_1098463","UP",0,1,0,0
"155","AC092171.2","7_5441213","NA",0,1,0,0
"156","AC092171.4","7_5489147","DOWN",0,1,0,0
"157","AC092669.1","2_66666185","DOWN",0,1,0,0
"158","AC092669.1","2_66666185","DOWN",0,1,0,0
"159","AC092669.1","2_66666185","DOWN",0,1,0,0
"160","AC092669.1","2_66666185","DOWN",0,1,0,0
"161","AC092958.1","3_147796068","NA",0,1,0,0
"162","AC092964.1","3_172028675","NA",0,1,0,0
"163","AC093110.3","2_54888688","NA",0,1,0,0
"164","AC093267.1","5_122111880","NA",0,1,0,0
"165","AC093323.1","4_6682999","NA",0,1,0,0
"166","AC093391.2","2_136741463","NA",0,1,0,0
"167","AC093415.2","3_37889807","NA",0,1,0,0
"168","AC093620.5","7_5441213","NA",0,1,0,0
"169","AC093690.1","2_28533312","NA",0,1,0,0
"170","AC093818.1","2_173417221","NA",0,1,0,0
"171","AC096649.4","2_176193018","NA",0,1,0,0
"172","AC097468.4","2_219862933","NA",0,1,0,0
"173","AC097468.7","2_219822117","NA",0,1,0,0
"174","AC097721.2","2_139256825","NA",0,1,0,0
"175","AC098617.1","2_192705523","DOWN",0,1,0,0
"176","AC098820.2","2_217270739","NA",0,1,0,0
"177","AC098830.1","4_13656172","NA",0,1,0,0
"178","AC098872.3","2_192653057","NA",0,1,0,0
"179","AC099805.1","8_72361442","NA",0,1,0,0
"180","AC100791.2","17_77782841","NA",0,1,0,0
"181","AC103686.1","8_48792847","NA",0,1,0,0
"182","AC103794.1","11_16144657","NA",0,1,0,0
"183","AC103816.1","8_85207952","NA",0,1,0,0
"184","AC104012.1","8_72743513","NA",0,1,0,0
"185","AC104076.3","2_181844443","NA",0,1,0,0
"186","AC104623.2","2_16702524","NA",0,1,0,0
"187","AC104695.3","2_28614158","NA",0,1,0,0
"188","AC104695.4","2_28666022","NA",0,1,0,0
"189","AC104801.1","2_172966044","NA",0,1,0,0
"190","AC105053.3","2_86038814","NA",0,1,0,0
"191","AC106801.1","5_156984006","NA",0,1,0,0
"192","AC107020.1","12_129149066","NA",0,1,0,0
"193","AC107021.1","3_145779886","NA",0,1,0,0
"194","AC107993.1","17_40543687","NA",0,1,0,0
"195","AC108004.3","17_256417","NA",0,1,0,0
"196","AC108004.3","17_262444","NA",0,1,0,0
"197","AC109925.1","4_95370467","NA",0,1,0,0
"198","AC112219.1","3_72310003","NA",0,1,0,0
"199","AC114760.1","2_196922711","UP",0,1,0,0
"200","AC114803.3","2_220160298","NA",0,1,0,0
"201","AC114808.2","2_1151418","NA",0,1,0,0
"202","AC114808.3","2_1060315","NA",0,1,0,0
"203","AC116351.2","5_996038","NA",0,1,0,0
"204","AC120194.1","8_71482697","NA",0,1,0,0
"205","AC124890.1","12_69180877","NA",0,1,0,0
"206","AC129492.6","17_7977175","NA",0,1,0,0
"207","AC132216.1","11_33899900","NA",0,1,0,0
"208","AC135048.1","16_30984589","NA",0,1,0,0
"209","AC135050.5","16_31072183","UP",0,1,0,0
"210","AC139149.1","17_79477581","NA",0,1,0,0
"211","AC142528.1","2_3517384","NA",0,1,0,0
"212","AC144449.1","2_150438437","NA",0,1,0,0
"213","AC144450.1","2_1603355","NA",0,1,0,0
"214","AC226150.4","12_133786908","NA",0,1,0,0
"215","ACAD8","11_134121555","NA",-0.0329197069576104,0.853581009720175,12.5183563549901,0.228400015125317
"216","ACADM","1_76187495","NA",-0.216119748734998,0.346713581583785,19.7904341934682,1.52818374349287
"217","ACADSB","10_124767028","NA",-0.547226993241288,0.0483188110435325,11.0740811818047,4.37127123433986
"218","ACAP3","1_1239426","NA",0.365874296437364,0.198446146009407,29.4889031888767,2.33318055062524
"219","ACAT2","6_160182280","NA",0.0780866305657639,0.742138561528262,8.34255263859112,0.430239523449515
"220","ACAT2","6_160181052","NA",0.0780866305657639,0.742138561528262,8.34255263859112,0.430239523449515
"221","ACAT2","6_160195295","NA",0.0780866305657639,0.742138561528262,8.34255263859112,0.430239523449515
"222","ACBD6","1_180471076","NA",-0.428165631302065,0.00820653222009031,17.7925432250808,6.92901156396975
"223","ACBD6","1_180471076","NA",-0.428165631302065,0.00820653222009031,17.7925432250808,6.92901156396975
"224","ACE","17_61548609","NA",0.311406808154961,0.685006191227532,2.57321463820581,0.545811067379319
"225","ACLY","17_40058447","NA",0.314385468548673,0.0756219200164289,43.0079220412038,3.72505171041764
"226","ACOT13","6_24666035","NA",-0.195397723632823,0.234779882476767,10.1151033216752,2.09061930098127
"227","ACOT7","1_6440860","NA",0.221849903574882,0.597836694990184,7.36723039638177,0.742176643077741
"228","ACP2","11_47263144","NA",0.619361031159152,0.0225220890794279,9.96966320422944,5.47251553621333
"229","ACRBP","12_6749804","NA",0.656123824394767,0.0379764514702676,6.55465652680268,4.71875108379814
"230","ACSF3","16_89154236","NA",-0.307817585648493,0.10246525330004,24.0650042250714,3.28679333042778
"231","ACSL5","10_114166350","NA",-0.370868780310615,0.0422895798565783,24.718880434176,4.56355396239079
"232","ACSL6","5_131346228","NA",-1.11293666068493,0.186367375638858,2.08940940132729,2.42377876238136
"233","ACSM1","16_20708093","NA",-0.984456754224706,0.334979432267304,4.27663022409777,1.57785557805398
"234","ACTA2-AS1","10_90691239","NA",-2.02834462828504,0.00014136834192119,1.76154141582726,12.7882533008939
"235","ACTG1","17_79477581","NA",0.2333799284996,0.262741322944284,269.699958356928,1.92828497504609
"236","ACTG1","17_79483447","NA",0.2333799284996,0.262741322944284,269.699958356928,1.92828497504609
"237","ACTR3","2_114645986","NA",0.363726840990889,0.0307191401852092,66.9509871636007,5.02471835352993
"238","ACTR5","20_37372292","NA",-0.223602169828468,0.26417741201093,7.72260755517208,1.92042097793527
"239","ACTRT3","3_169484905","NA",-0.981334794330967,0.0685782738373424,0.701436801922177,3.86610459867772
"240","ACVR2A","2_148599900","NA",-1.16094339270087,0.0618911196763015,2.93910973421589,4.01412376770256
"241","ACY1","3_52002602","NA",-0.118189439237289,0.69676619157035,2.3289748666961,0.521253471577897
"242","ADAM19","5_156995435","NA",-0.767767826899006,0.229150267989302,7.48941495836967,2.12563412195449
"243","ADAM28","8_24142017","NA",-1.0630487725384,0.138841712756722,24.7860717860864,2.84848702735674
"244","ADAM9","8_38851544","NA",0.877695623592923,0.0823585021503898,11.2176572596329,3.6019385977824
"245","ADAMDEC1","8_24238062","DOWN",2.92866168034315,0.000563596072046149,0.623218015645777,10.7930508226558
"246","ADAMTS13","9_136310329","UP",-0.33553995426692,0.403740251908009,3.18123291069835,1.30850066775882
"247","ADAMTS15","11_130316168","NA",-2.4505248659354,0.0706431060315098,0.31496987531125,3.82330741307171
"248","ADAMTS17","15_100880331","NA",-0.793547253017183,0.209750181455616,1.00724540889648,2.2532560361412
"249","ADAMTS20","12_43942186","DOWN",-0.760654872661832,0.0608284761087706,0.0713857478371413,4.03910932789356
"250","ADAMTS8","11_130296757","NA",-0.237671237148357,0.684939170254059,0.453328946639893,0.545952227499804
"251","ADAMTSL4","1_150501621","NA",0.261058793722471,0.62687491517601,23.4829751899333,0.673750494377153
"252","ADAMTSL4-AS1","1_150501621","NA",0.122009303186487,0.795975026576373,6.19218578080525,0.329204927434535
"253","ADAT1","16_75655746","UP",0.153298752609593,0.245597874158124,13.42653966852,2.02563002178027
"254","ADCY4","14_24800814","NA",0.97614858583434,0.0551748353133715,5.90375538174629,4.17984577143996
"255","ADD3","10_111752628","NA",0.0741230460541367,0.816570134424323,40.7841106269925,0.292351292087771
"256","ADH5","4_100009667","NA",-0.326800740435123,0.0678484271866684,22.0508278610064,3.88154081725946
"257","ADI1","2_3517384","NA",0.423915583470807,0.0421633532558356,17.7799767317656,4.56786658055132
"258","ADIPOQ","3_186559823","NA",-1.64675212354705,0.0349103489772952,0.144331018471897,4.84020141107665
"259","ADIPOQ-AS1","3_186571165","NA",1.16076445224121,0.148448174540242,0.0734687268584985,2.75196874220228
"260","ADK","10_75910275","NA",-0.108799533811116,0.626910456523901,13.7697329032972,0.673668701547983
"261","ADORA2B","17_15845336","NA",-0.406026756996826,0.369433850661806,3.60069770832962,1.43661203055819
"262","ADRB2","5_148201249","DOWN",1.39456975774477,0.0032622780581343,7.88935737922768,8.25990453020428
"263","ADRB2","5_148201249","DOWN",1.39456975774477,0.0032622780581343,7.88935737922768,8.25990453020428
"264","ADRM1","20_60871672","NA",0.454835151106346,0.176176119636955,16.1297719919737,2.50490971215113
"265","ADTRP","6_11804580","DOWN",-0.0894386951929366,0.900040091304873,0.756193781695688,0.151938828735601
"266","AE000658.22","14_21982726","NA",0,1,0,0
"267","AE000662.92","14_23021261","NA",0,1,0,0
"268","AE000662.93","14_23021261","NA",0,1,0,0
"269","AEBP1","7_44139252","NA",-2.67208531727878,0.0053835233222351,8.82466696257223,7.53723361080087
"270","AF129408.17","21_40553065","NA",0,1,0,0
"271","AFAP1L1","5_148647907","NA",-1.7497828721015,0.0694410315667952,0.94329487114116,3.84806781017716
"272","AGA","4_178359092","NA",0.116350226103515,0.646599480010902,8.28503994681625,0.629055747624408
"273","AGAP1","2_236397749","DOWN",-1.79711197514495,0.0527979871141995,2.67305942779926,4.24337326086747
"274","AGAP2","12_58130768","NA",-0.353453359926595,0.318546138168513,19.0769042686347,1.65042574756695
"275","AGAP2","12_58134516","NA",-0.353453359926595,0.318546138168513,19.0769042686347,1.65042574756695
"276","AGAP2-AS1","12_58107250","NA",-0.424203467585639,0.315788178773523,1.44979005257622,1.66297092857845
"277","AGFG1","2_228332065","NA",0.730008666641774,0.00112984295030884,36.487246480993,9.78966203463843
"278","AGK","7_141249571","NA",-0.363254388447373,0.0667250172719717,15.6079120768121,3.90562841596148
"279","AGPAT1","6_32097279","DOWN",-0.0559118109449406,0.770011401428961,19.6033681526273,0.377048287179508
"280","AGPAT1","6_32097279","DOWN",-0.0559118109449406,0.770011401428961,19.6033681526273,0.377048287179508
"281","AGPAT1","6_32097279","DOWN",-0.0559118109449406,0.770011401428961,19.6033681526273,0.377048287179508
"282","AGPAT1","6_32097279","DOWN",-0.0559118109449406,0.770011401428961,19.6033681526273,0.377048287179508
"283","AGPAT1","6_32097279","DOWN",-0.0559118109449406,0.770011401428961,19.6033681526273,0.377048287179508
"284","AGPAT1","6_32097279","DOWN",-0.0559118109449406,0.770011401428961,19.6033681526273,0.377048287179508
"285","AGPAT1","6_32097279","DOWN",-0.0559118109449406,0.770011401428961,19.6033681526273,0.377048287179508
"286","AGPAT4","6_161694042","NA",-0.452216122845739,0.334005459874306,11.6392070871126,1.5820564087473
"287","AGPAT5","8_6563788","NA",-1.10944301185639,0.00205333479076436,21.8930584561347,8.92781541045603
"288","AGXT2","5_35043586","NA",0.991568016517191,0.248086026045434,0.112493895283075,2.01108762012749
"289","AIFM3","22_21317189","UP",1.68455926908129,0.00303352041389522,4.79200059260624,8.36479126472811
"290","AIFM3","22_21317189","UP",1.68455926908129,0.00303352041389522,4.79200059260624,8.36479126472811
"291","AIFM3","22_21317189","UP",1.68455926908129,0.00303352041389522,4.79200059260624,8.36479126472811
"292","AIFM3","22_21317189","UP",1.68455926908129,0.00303352041389522,4.79200059260624,8.36479126472811
"293","AIMP1","4_107234896","NA",-0.0554913162165409,0.772058016916693,16.9285500085387,0.373218830848614
"294","AK4","1_65610395","NA",0.269074661605529,0.746956299267345,4.42527438319244,0.420904254382258
"295","AKAP10","17_19879250","NA",0.122205943818432,0.514550134959022,24.7977810098876,0.958616442582604
"296","AKR7A2","1_19631463","NA",0.656238428389857,0.0191128529703937,12.1503004908281,5.70931304468651
"297","AL021398.1","1_177152787","NA",0,1,0,0
"298","AL035460.1","20_2666520","NA",0,1,0,0
"299","AL096677.1","20_23325253","NA",0,1,0,0
"300","AL109767.1","14_99728496","NA",0,1,0,0
"301","AL117190.1","14_101364465","NA",0,1,0,0
"302","AL132709.1","14_101528614","DOWN",0,1,0,0
"303","AL132709.2","14_101505152","DOWN",0,1,0,0
"304","AL132709.5","14_101410427","DOWN",0,1,0,0
"305","AL135784.1","X_130531088","NA",0,1,0,0
"306","AL136115.1","1_32378903","NA",0,1,0,0
"307","AL136419.6","14_24683387","NA",0,1,0,0
"308","AL138963.1","13_45871680","NA",0,1,0,0
"309","AL157902.3","1_118143091","NA",0,1,0,0
"310","AL157904.1","1_117446540","NA",0,1,0,0
"311","AL158069.1","X_68717238","DOWN",0,1,0,0
"312","AL158155.1","9_37287516","NA",0,1,0,0
"313","AL160275.1","9_117370925","NA",0,1,0,0
"314","AL353671.1","9_32524066","NA",0,1,0,0
"315","AL353671.2","9_32524066","NA",0,1,0,0
"316","AL356356.1","1_150501621","NA",0,1,0,0
"317","AL356475.1","1_169990454","NA",0,1,0,0
"318","AL359853.1","1_179679177","NA",0,1,0,0
"319","AL359878.1","10_1033144","NA",0,1,0,0
"320","AL390240.1","9_117550114","NA",0,1,0,0
"321","AL450992.2","1_151812040","NA",0,1,0,0
"322","AL583832.1","1_205024895","NA",0,1,0,0
"323","AL589765.1","1_151672272","NA",0,1,0,0
"324","AL590233.1","9_92110901","NA",0,1,0,0
"325","AL645608.1","1_850619","DOWN",0,1,0,0
"326","ALDH1A3","15_101418763","NA",-0.923493097863223,0.148992688704667,1.19649310293888,2.74668655767857
"327","ALDH1B1","9_38392152","NA",0.0378169128744483,0.904679036849554,6.91514609162483,0.144522053052642
"328","ALDH4A1","1_19219463","NA",1.48207617747108,0.000136259574609414,6.3741836291765,12.8413547716327
"329","ALG6","1_63826788","NA",-0.0571064645207073,0.772187266234941,10.5028304567544,0.372977331194453
"330","ALG9","11_111748606","NA",-0.608210656855592,0.00366856381570284,6.49926487472067,8.09056890319665
"331","ALKBH3-AS1","11_43941581","DOWN",-1.07405907316655,0.00196004632875884,1.6565276557967,8.99489652956614
"332","ALOX12B","17_7977175","NA",-1.68883826335251,0.0345354063828723,0.464419239203034,4.85577998963451
"333","ALOXE3","17_8020450","NA",-0.508441772449122,0.463875502306773,0.167227548515328,1.10819043674392
"334","ALPK1","4_113205625","NA",-0.489743807788557,0.0285963765072328,23.5766469543005,5.1280238373945
"335","AMZ1","7_2690785","NA",-1.08948759628154,0.0602222984744997,2.95535886064786,4.05355841803758
"336","AMZ2","17_66229345","NA",-0.214068139956177,0.280252029192722,11.6034933118513,1.83520327584175
"337","ANAPC13","3_134201514","NA",-0.109517168200371,0.580311600130876,14.181908524871,0.785100326974864
"338","ANAPC2","9_140081558","NA",0.138403449245224,0.54613819586121,22.8958780380592,0.87266203521392
"339","ANGPTL6","19_10203904","NA",-1.12024412154563,0.0272619733247314,3.21012613661582,5.19696619612879
"340","ANHX","12_133806495","NA",-0.105310159282689,0.838233227705502,0.101892377560731,0.254576383612327
"341","ANKAR","2_190533750","NA",-0.554864316878025,0.0547595110851239,6.76165773613011,4.19074662408132
"342","ANKH","5_14871218","NA",-0.661976283042201,0.0625070026675015,16.0979696832787,3.99983836563597
"343","ANKK1","11_113252688","DOWN",0.188148569776641,0.814550549667584,0.290702185624514,0.295923862076646
"344","ANKLE2","12_133327359","NA",-0.204812427775855,0.19994801532702,42.8728962240933,2.32230313377972
"345","ANKRD10","13_111559126","NA",-0.305244551988476,0.083280646006395,42.1232946554091,3.58587493013586
"346","ANKRD13A","12_110434549","DOWN",0.0399213618988785,0.784831460120155,33.9784282788036,0.349545221462677
"347","ANKRD17","4_74119805","NA",-0.421969881427791,0.010180205648902,58.3379123475755,6.6180894843872
"348","ANKRD22","10_90609590","DOWN",1.35110107269607,0.06787870485704,1.39816815430431,3.88089715162001
"349","ANKRD42","11_82899651","NA",0.16812250017196,0.416975833584624,7.14425660374672,1.26196432219564
"350","ANKRD44","2_198059736","NA",-0.03478093273685,0.908971644655742,33.3876041842036,0.137692804596254
"351","ANKRD46","8_101569346","NA",-1.03091894656837,0.000292260903203468,7.14036715842551,11.7404555320238
"352","ANKRD63","15_40566825","NA",-2.33778138295277,0.00284963483975852,1.02702887508309,8.45500722455027
"353","ANKUB1","3_149494370","NA",0.0379286754311749,0.928117797705754,0.934824593929582,0.107620169512329
"354","ANO7P1","1_16542893","NA",0,1,0,0
"355","AOC1","7_150512976","NA",-1.47568217835824,0.205323304325451,1.26817303697309,2.284030711344
"356","AP000230.1","21_27540932","NA",0,1,0,0
"357","AP000640.10","11_59514192","NA",0,1,0,0
"358","AP000640.2","11_59434891","NA",0,1,0,0
"359","AP000911.1","11_133825146","NA",0,1,0,0
"360","AP000936.4","11_116968002","NA",0,1,0,0
"361","AP001372.2","11_74203662","NA",0,1,0,0
"362","AP001885.1","11_66959174","NA",0,1,0,0
"363","AP002348.1","11_120379648","NA",0,1,0,0
"364","AP002954.4","11_118574529","NA",0,1,0,0
"365","AP003471.2","8_105436093","NA",0,1,0,0
"366","AP003471.3","8_105444374","NA",0,1,0,0
"367","AP006216.10","11_116640801","NA",0,1,0,0
"368","AP006216.11","11_116640801","NA",0,1,0,0
"369","AP1AR","4_113151073","UP",-0.0985061169561501,0.655242675730274,9.32975017874013,0.609898772616262
"370","AP3M1","10_75910275","NA",-0.0761939923024473,0.614419701980119,27.7291126004426,0.702703616632189
"371","AP4B1","1_114444643","NA",-0.0504858159503705,0.791448484675646,16.8558612640759,0.337432646384278
"372","AP5M1","14_57732805","NA",-0.565192133745367,0.00386707852903485,19.5962966504706,8.01454022303454
"373","APAF1","12_99035902","NA",0.652064321106166,0.00530249948247916,31.931817857102,7.55911170971244
"374","APH1A","1_150238754","NA",0.29666964367052,0.0283974384478019,29.986386285097,5.13809539051391
"375","APOA1","11_116707938","NA",-0.391972813650722,0.494569955189705,0.411304324739729,1.01575349530386
"376","APOA1-AS","11_116689766","NA",-0.428486997206019,0.170899768476239,0.902467898570921,2.5487776523403
"377","APOA4","11_116689766","NA",0.209045937508666,0.677811231259392,0.0726084397323847,0.561044552565331
"378","APOA5","11_116657530","NA",0.597799824170174,0.251642829667973,0.0698085820913637,1.99055060474115
"379","APOC3","11_116689766","NA",-1.12973515252588,0.0128028094721512,0.0857180904299735,6.28739575714434
"380","APOLD1","12_12874876","NA",0.218584649658467,0.636917503721845,6.39442668993872,0.650821574334903
"381","APP","21_27540932","NA",-3.69555125744349,0.0176517862021302,24.255959520799,5.82404201111855
"382","APTX","9_33022373","NA",-0.103219196226735,0.507115769043061,9.0572772145446,0.979612958391493
"383","ARAP1","11_72501474","NA",0.807121798226262,0.00387408671278873,50.5808477711515,8.01192803884941
"384","ARFGAP1","20_61897326","DOWN",0.120788104434372,0.59186331852626,25.5058123340817,0.756664048174206
