"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","41/1355","204/18670",1.95812229341324e-09,1.95812229341324e-09,8.10981175683493e-07,"CD4/TYROBP/SPI1/TFE3/CDC42/ATP6AP1/OSTM1/SNX10/MYH9/RASSF2/CA2/TGFB1/TCIRG1/LTBR/ID2/NKX2-3/PDE1B/PPARG/TLR4/TLR2/TCTA/GPC3/KLF10/FCER1G/C1QC/IL31RA/CTNNB1/CEBPB/ESRRA/TRIB1/JUN/FAM20C/HCLS1/FES/ANXA2/EVI2B/LILRB4/MITF/MAFB/ANXA2P2/CCL3",41
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","50/1355","284/18670",4.09939803168888e-09,4.09939803168888e-09,1.5563328667675e-06,"TYROBP/CYBA/RHOA/HDAC4/SIRT2/RAB27A/TIGAR/TSPO/ABCD1/GLA/TGFB1/BST1/GNAI2/SPR/NCF2/MMP8/PTK2B/CAT/PREX1/PRDX5/BECN1/POR/RIPK3/AGT/RAC1/KLF4/TLR4/TLR2/THBS1/GCHFR/AKT1/MPV17L/NCF1/PINK1/G6PD/ITGB2/INAVA/ZC3H12A/PRKCD/SYK/CYBB/NCF1C/PRDX3/ITGAM/GRB2/NCF1B/SIRPA/MIR590/GPX1/NOX5",50
"GO:0008064","BP","GO:0008064","regulation of actin polymerization or depolymerization","37/1355","179/18670",5.37534194985281e-09,5.37534194985281e-09,1.8837635594302e-06,"CAPG/RHOA/WDR1/CAPZB/SH3BP1/PICK1/HCK/CORO1A/PYCARD/MTPN/PFN1/ARPC3/ACTR3/PLEK/CAPZA1/PTK2B/NCKAP1L/PREX1/ARPC1B/SPIRE1/VILL/DBNL/ACTR2/ARF1/ARPC5/CDC42EP3/ARPC2/PRKCD/ARF6/CFL1/GRB2/HCLS1/CAPZA2/TMSB4X/ARPC4/ARPC1A/TWF2",37
"GO:0030832","BP","GO:0030832","regulation of actin filament length","37/1355","180/18670",6.30130211656521e-09,6.30130211656521e-09,2.05052898951084e-06,"CAPG/RHOA/WDR1/CAPZB/SH3BP1/PICK1/HCK/CORO1A/PYCARD/MTPN/PFN1/ARPC3/ACTR3/PLEK/CAPZA1/PTK2B/NCKAP1L/PREX1/ARPC1B/SPIRE1/VILL/DBNL/ACTR2/ARF1/ARPC5/CDC42EP3/ARPC2/PRKCD/ARF6/CFL1/GRB2/HCLS1/CAPZA2/TMSB4X/ARPC4/ARPC1A/TWF2",37
"GO:0032956","BP","GO:0032956","regulation of actin cytoskeleton organization","56/1355","343/18670",8.27435426312168e-09,8.27435426312168e-09,2.51308107023092e-06,"CAPG/RHOA/CDC42/WDR1/ARHGEF10L/CAPZB/SH3BP1/PICK1/HCK/CORO1A/PYCARD/TGFB1/MTPN/LIMK1/PFN1/BST1/ARPC3/ARHGDIB/ACTR3/PLEK/CAPZA1/PROX1/RHOQ/PTK2B/NCKAP1L/LRP1/PREX1/SDC4/ARPC1B/SPIRE1/VILL/RAC1/DBNL/ACTR2/ARHGDIA/ARF1/ARPC5/CDC42EP3/ARPC2/PRKCD/CDK5/ARF6/ILK/CFL1/RHOG/GRB2/HCLS1/FES/ARAP1/FLNA/S100A10/CAPZA2/TMSB4X/ARPC4/ARPC1A/TWF2",56
"GO:0030004","BP","GO:0030004","cellular monovalent inorganic cation homeostasis","27/1355","108/18670",9.13807803821872e-09,9.13807803821872e-09,2.60194748351386e-06,"SLC11A1/GRN/ATP1B3/ATP6AP1/DMXL2/CA2/TCIRG1/ATP5F1B/ATP6V0E1/ATP6V0B/KCNJ2/ATP6V1F/ATP6V1E1/AGT/ATP6V1B2/ATP6V0D1/ATP1A1/ATP6V0E2/RAB39A/SLC8A1/ATP6V0C/CHP1/MAFG/SLC9A8/SLC9A6/SLC26A6/ATP6V1E2",27
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","41/1355","217/18670",1.28773435902925e-08,1.28773435902925e-08,3.45096861045114e-06,"GDE1/PNPLA6/HEXB/SIRT2/ALDH3A2/ACADVL/ACER3/HADHA/MGST2/CRAT/PNPLA3/ABHD12/ACOT8/ABCD1/GLA/PLA2G15/ASAH1/PHYH/SCP2/PLA2G4A/LRP1/GPCPD1/HSD17B4/AOAH/IDH1/NUDT7/AKT1/APOA2/ABHD6/PRKCD/SMPD1/SLC27A4/ACOX2/LPL/GBA/PNPLA1/IRS2/GM2A/PSAP/NEU1/APOC2",41
"GO:0032535","BP","GO:0032535","regulation of cellular component size","58/1355","370/18670",2.038666166083e-08,2.038666166083e-08,5.15985214433172e-06,"SEMA3G/CAPG/RHOA/WDR1/CAPZB/ULK2/SH3BP1/PICK1/HCK/CORO1A/PYCARD/MTPN/LIMK1/PFN1/ARPC3/TTL/ACTR3/RTN4/FN1/PLEK/CAPZA1/PTK2B/NCKAP1L/LRP1/PREX1/ARPC1B/SPIRE1/VILL/RAC1/DBNL/ACTR2/AKT1/ARF1/SLC12A9/MSN/AP2M1/ARPC5/CDC42EP3/ARPC2/PRKCD/CDK5/ARF6/RET/ILK/AQP4/PPP1CA/CFL1/ANO6/GRB2/HCLS1/PRR16/WNT7B/LAMTOR4/CAPZA2/TMSB4X/ARPC4/ARPC1A/TWF2",58
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process","38/1355","198/18670",2.81249913855759e-08,2.81249913855759e-08,6.46335242098157e-06,"MAN2B2/PHKA2/HEXB/PKM/HDAC4/ENO1/TIGAR/PGK1/MAN2B1/OGDH/GALK1/PPARGC1A/GAPDH/TPI1/PFKFB4/NUP210/LDHA/AOAH/PGD/TKFC/ALDOA/PRXL2C/ADPGK/HK3/FBP1/CRYL1/GUSB/GLB1/RBKS/GAA/PGAM1/PPP1CA/PRKAG1/FUT4/GM2A/CALM1/NEU1/MGAM",38
"GO:0051258","BP","GO:0051258","protein polymerization","48/1355","283/18670",2.8374236598579e-08,2.8374236598579e-08,6.46335242098157e-06,"GAS7/CAPG/RHOA/NAV3/CAPZB/MAPRE3/PICK1/HCK/MAPRE1/CORO1A/PYCARD/MTPN/PFN1/ARPC3/ACTR3/CHMP3/CAPZA1/CAMSAP2/PTK2B/NCKAP1L/PREX1/ARPC1B/CHMP2A/SPIRE1/VILL/RAC1/DBNL/ACTR2/PSTPIP1/ARF1/PSTPIP2/CATIP/PINK1/ARPC5/CDC42EP3/ARPC2/PRKCD/MID1IP1/ARF6/GRB2/HCLS1/FES/CAPZA2/TMSB4X/ARPC4/ARPC1A/TWF2/CORO7",48
"GO:0016485","BP","GO:0016485","protein processing","40/1355","217/18670",3.94304018674354e-08,3.94304018674354e-08,8.55412427480002e-06,"BAK1/PRKACA/ENO1/ADAMTS2/GLG1/GGT1/MYH9/CTSG/CTSZ/PGK1/PYCARD/CTSH/VSIR/CPD/CPE/IL1R2/DHCR24/APH1A/F3/SRGN/F12/CPM/MDM2/CIDEB/THBS1/APH1B/FURIN/SEC11A/PSEN2/CAST/NCSTN/CAPN2/ATP23/KLK1/PRNP/LDLRAD3/ATP6AP2/ANXA2/CES1/ANXA2P2",40
"GO:0032271","BP","GO:0032271","regulation of protein polymerization","40/1355","218/18670",4.49721616221441e-08,4.49721616221441e-08,9.19122615775278e-06,"CAPG/RHOA/NAV3/CAPZB/MAPRE3/PICK1/HCK/MAPRE1/CORO1A/PYCARD/MTPN/PFN1/ARPC3/ACTR3/CAPZA1/CAMSAP2/PTK2B/NCKAP1L/PREX1/ARPC1B/SPIRE1/VILL/RAC1/DBNL/ACTR2/ARF1/PINK1/ARPC5/CDC42EP3/ARPC2/PRKCD/ARF6/GRB2/HCLS1/FES/CAPZA2/TMSB4X/ARPC4/ARPC1A/TWF2",40
"GO:0110053","BP","GO:0110053","regulation of actin filament organization","45/1355","261/18670",4.64021006346808e-08,4.64021006346808e-08,9.19122615775278e-06,"CAPG/RHOA/CDC42/WDR1/ARHGEF10L/CAPZB/SH3BP1/PICK1/HCK/CORO1A/PYCARD/MTPN/LIMK1/PFN1/ARPC3/ACTR3/PLEK/CAPZA1/PTK2B/NCKAP1L/PREX1/SDC4/ARPC1B/SPIRE1/VILL/RAC1/DBNL/ACTR2/ARF1/ARPC5/CDC42EP3/ARPC2/PRKCD/ARF6/CFL1/GRB2/HCLS1/ARAP1/FLNA/S100A10/CAPZA2/TMSB4X/ARPC4/ARPC1A/TWF2",45
"GO:0016042","BP","GO:0016042","lipid catabolic process","53/1355","333/18670",4.95560558849187e-08,4.95560558849187e-08,9.40695657324246e-06,"GDE1/PNPLA6/HEXB/SIRT2/ALDH3A2/ACADVL/ACER3/HADHA/MGST2/CRAT/PNPLA3/ABHD12/ACOT8/STS/ABCD1/GLA/PLA2G15/ASAH1/PHYH/SNX17/SCP2/PLA2G4A/LRP1/GPCPD1/LGALS12/HSD17B4/IAH1/AOAH/CYP19A1/IDH1/NAAA/NUDT7/AKT1/NCEH1/PLCB3/PLBD2/APOA2/ABHD6/PLB1/PRKCD/SMPD1/SLC27A4/ACOX2/CES4A/LPL/GBA/PNPLA1/IRS2/GM2A/PSAP/CES1/NEU1/APOC2",53
"GO:0030833","BP","GO:0030833","regulation of actin filament polymerization","33/1355","162/18670",5.16221219988227e-08,5.16221219988227e-08,9.40718080045914e-06,"CAPG/RHOA/CAPZB/PICK1/HCK/CORO1A/PYCARD/MTPN/PFN1/ARPC3/ACTR3/CAPZA1/PTK2B/NCKAP1L/PREX1/ARPC1B/SPIRE1/VILL/DBNL/ACTR2/ARF1/ARPC5/CDC42EP3/ARPC2/PRKCD/ARF6/GRB2/HCLS1/CAPZA2/TMSB4X/ARPC4/ARPC1A/TWF2",33
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","54/1355","343/18670",5.39402305229491e-08,5.39402305229491e-08,9.45155132402121e-06,"SLC11A1/VIM/RHOA/SIRT2/MGST2/IRAK3/GGT1/TSPO/CTSG/NFKBIA/HCK/PYCARD/NFKBIB/AKAP8/TGFB1/PPARGC1A/LY86/PDE4D/PTGFR/IRF5/CD68/CASP9/AKIRIN2/IL1RN/TLR4/TLR2/AKT1/ALAD/NOCT/ADAM17/TIMP4/ABR/NLRP3/MAPKAPK2/CAPN2/INAVA/ZC3H12A/HMGB2/PRDX3/TNIP2/PTAFR/CD14/CEBPB/TRIB1/CNP/ATP2A2/JUN/PENK/IRAK1/CARD9/PELI1/SIRPA/LILRA2/CCL3",54
"GO:1902903","BP","GO:1902903","regulation of supramolecular fiber organization","55/1355","353/18670",5.82831984856907e-08,5.82831984856907e-08,9.83429563532434e-06,"CAPG/RHOA/NAV3/CDC42/WDR1/ARHGEF10L/CAPZB/MAPRE3/SH3BP1/PICK1/HCK/MAPRE1/CORO1A/PYCARD/MTPN/LIMK1/PFN1/ARPC3/ACTR3/PLEK/CAPZA1/PROX1/CAMSAP2/PTK2B/NCKAP1L/PREX1/SDC4/COLGALT1/ARPC1B/SPIRE1/VILL/RAC1/DBNL/ACTR2/ARF1/ARPC5/CDC42EP3/ARPC2/PRKCD/MID1IP1/ARF6/BMERB1/CFL1/GRB2/HCLS1/FES/ARAP1/FLNA/S100A10/CAPZA2/TMSB4X/GPX1/ARPC4/ARPC1A/TWF2",55
"GO:0030316","BP","GO:0030316","osteoclast differentiation","24/1355","97/18670",7.46645730660283e-08,7.46645730660283e-08,1.21484312868335e-05,"TYROBP/TFE3/ATP6AP1/OSTM1/SNX10/RASSF2/CA2/TGFB1/TCIRG1/TLR4/TCTA/GPC3/KLF10/FCER1G/CTNNB1/CEBPB/ESRRA/FAM20C/ANXA2/LILRB4/MITF/MAFB/ANXA2P2/CCL3",24
"GO:0010959","BP","GO:0010959","regulation of metal ion transport","59/1355","394/18670",8.16645167886226e-08,8.16645167886226e-08,1.24015448653038e-05,"CD4/BAK1/HOMER3/CYBA/PKP2/RHOA/KCNAB2/ATP1B3/PRKACA/KCNN2/BAX/CBARP/TSPO/CORO1A/TGFB1/P2RX1/PTPN6/PDE4D/GNAI2/PTK2B/CXCR4/KCNJ2/ACTN4/LGALS3/CD63/AGT/SLC31A2/TMBIM6/PDPK1/AKT1/ARF1/PSEN2/GPD1L/G6PD/SELENON/ATP1A1/STIM1/CTNNB1/ADRB2/SLC30A1/NETO2/CHD7/PRNP/ANO6/GPR35/PER1/KCNE1/ANXA2/SLC8A1/STAC3/CHP1/FLNA/WWP2/CALM1/STIMATE/ANXA2P2/LILRA2/KCNE1B/CCL3",59
"GO:0070482","BP","GO:0070482","response to oxygen levels","59/1355","394/18670",8.16645167886226e-08,8.16645167886226e-08,1.24015448653038e-05,"PSMB1/CYBA/HIPK2/PKM/RHOA/SIRT2/ATP6AP1/ENO1/TIGAR/PLOD1/ALKBH5/PSMD8/PICK1/HMOX1/PSMC1/PSMA7/AHCY/PGK1/PSMD7/ELOB/NDRG1/TGFB1/PPARGC1A/PSMD9/REG1A/APAF1/PTK2B/CAT/CXCR4/BECN1/ACTN4/PPARG/LDHA/MDM2/CPEB2/TLR2/THBS1/TMBIM6/AKT1/ADAM15/PSEN2/ALAD/UBC/ADAM17/PINK1/ATP6V0D1/LMNA/CAPN2/CYBB/PLK3/PSMD2/AGTRAP/PENK/SLC8A1/IRAK1/P4HB/PLEKHN1/ATG7/PSMB3",59
"GO:0016236","BP","GO:0016236","macroautophagy","48/1355","295/18670",1.06210564429178e-07,1.06210564429178e-07,1.51240028920141e-05,"CAPN1/PRKACA/TIGAR/TP53INP2/ULK2/MCOLN1/SNAP29/HMOX1/CHMP4B/MAP1LC3A/TCIRG1/GAPDH/ATP6V0E1/CHMP3/QSOX1/LAMTOR2/MFN2/EXOC8/ATP6V0B/CAPNS1/BECN1/CHMP2A/ATP6V1E1/RAB1A/AKT1/RALB/ATG3/ATP6V1B2/PINK1/ATP6V0D1/WDFY3/MTMR14/CDK5/WDR81/ADRB2/ATP6V0E2/RAB1B/GBA/PRKAG1/STING1/NRBP2/HGS/ATP6V0C/LAMTOR4/ATG7/UBXN2B/ATP6V1E2/IKBKG",48
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","61/1355","416/18670",1.06231443603796e-07,1.06231443603796e-07,1.51240028920141e-05,"CD4/TYROBP/HIPK2/SPI1/TFE3/JMJD6/CDC42/WDR1/ATP6AP1/HOXA9/OSTM1/SNX10/MYH9/NFKBIA/RASSF2/CA2/TGFB1/TCIRG1/LTBR/PTPN6/ID2/NKX2-3/HOXB8/PTK2B/NCKAP1L/PDE1B/LGALS3/PPARG/CASP9/TLR4/TLR2/THBS1/MEIS1/TCTA/GPC3/CDKN2B/KLF10/FCER1G/C1QC/G6PD/HMGB2/IL31RA/PRDX3/CTNNB1/KLF13/CEBPB/ESRRA/TRIB1/JUN/FAM20C/HCLS1/FES/ANXA2/H3C13/EVI2B/LILRB4/MITF/MAFB/ANXA2P2/HOXB7/CCL3",61
"GO:0019882","BP","GO:0019882","antigen processing and presentation","40/1355","226/18670",1.24229444753283e-07,1.24229444753283e-07,1.71503999008678e-05,"PSMB1/SLC11A1/VAMP3/CYBA/RAB27A/AP1M1/CAPZB/PSMD8/PSMC1/PSMA7/PSMD7/PYCARD/CTSH/AP1S1/PSMD9/RAB35/CAPZA1/NCF2/CTSD/CLTA/CD68/DCTN4/CTSL/CTSV/DCTN3/THBS1/ACTR1A/ARF1/AP1S3/NCF1/FCER1G/AP2M1/CYBB/PSMD2/DCTN2/AP1S2/AP2A1/CAPZA2/IKBKG/PSMB3",40
