"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031644","BP","GO:0031644","regulation of nervous system process","7/228","137/18670",0.00148480266823654,0.00148480266823654,0.0899767359061065,"TYMP/NPTX2/CTSC/ITGA2/ADRB2/NPTX1/GRIN1",7
"GO:0048486","BP","GO:0048486","parasympathetic nervous system development","3/228","19/18670",0.00150729912923029,0.00150729912923029,0.0899767359061065,"SEMA3A/HOXB2/PLXNA4",3
"GO:0007189","BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","7/228","139/18670",0.0016137628030108,0.0016137628030108,0.0899767359061065,"PTGER3/ADCY2/GLP1R/PTGFR/ADRB2/ADGRE1/GCGR",7
"GO:0048736","BP","GO:0048736","appendage development","8/228","179/18670",0.00163610041266768,0.00163610041266768,0.0899767359061065,"FGF10/GLI2/HOXA9/IQCE/BMPR1B/WNT9A/BCL2L11/HOXA10",8
"GO:0048771","BP","GO:0048771","tissue remodeling","8/228","179/18670",0.00163610041266768,0.00163610041266768,0.0899767359061065,"FGF10/SNX10/EFNA2/RAB3D/LIPA/ANXA1/DCSTAMP/ADRB2",8
"GO:0060173","BP","GO:0060173","limb development","8/228","179/18670",0.00163610041266768,0.00163610041266768,0.0899767359061065,"FGF10/GLI2/HOXA9/IQCE/BMPR1B/WNT9A/BCL2L11/HOXA10",8
"GO:0002827","BP","GO:0002827","positive regulation of T-helper 1 type immune response","3/228","20/18670",0.0017574101308,0.0017574101308,0.0928579965912898,"IL1R1/CD80/ANXA1",3
"GO:0060216","BP","GO:0060216","definitive hemopoiesis","3/228","20/18670",0.0017574101308,0.0017574101308,0.0928579965912898,"HOXA9/HOXB3/HOXB4",3
"GO:0019933","BP","GO:0019933","cAMP-mediated signaling","8/228","184/18670",0.00194529313564409,0.00194529313564409,0.100808713102204,"PTGER3/ADCY2/AHR/GLP1R/PTGFR/ADRB2/ADGRE1/GCGR",8
"GO:0006622","BP","GO:0006622","protein targeting to lysosome","3/228","21/18670",0.00203195854926421,0.00203195854926421,0.103313086119491,"CLU/SCARB2/NCOA4",3
"GO:0045624","BP","GO:0045624","positive regulation of T-helper cell differentiation","3/228","22/18670",0.002331745701101,0.002331745701101,0.11130475669697,"CD86/CD80/ANXA1",3
"GO:0050919","BP","GO:0050919","negative chemotaxis","4/228","46/18670",0.00236527814964903,0.00236527814964903,0.11130475669697,"SEMA3A/SEMA5A/UNC5C/PLXNA4",4
"GO:0048568","BP","GO:0048568","embryonic organ development","13/228","428/18670",0.00240961038503971,0.00240961038503971,0.11130475669697,"FGF10/GLI2/HOXB6/ACVR1/HOXB5/HOXB3/MYO7A/CCDC40/WNT9A/HOXB2/HOXB4/WNT7B/HOXB7",13
"GO:1904019","BP","GO:1904019","epithelial cell apoptotic process","6/228","111/18670",0.00242331781359942,0.00242331781359942,0.11130475669697,"SEMA5A/SORT1/CAST/NUPR1/ANO6/MAP3K5",6
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process","10/228","282/18670",0.00252928649419142,0.00252928649419142,0.11130475669697,"TIGAR/PLEK/MYOF/IDH1/SCARB2/LALBA/FGGY/NUPR1/SLC35B4/GCGR",10
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","11/228","330/18670",0.00253388302447912,0.00253388302447912,0.11130475669697,"FGF10/CD86/KMO/CD80/PTGFR/CD36/AKIRIN2/CASP1/NOD2/CARD16/MRC1",11
"GO:0048608","BP","GO:0048608","reproductive structure development","13/228","431/18670",0.0025591025113884,0.0025591025113884,0.11130475669697,"FGF10/GLI2/SEMA3A/HOXA9/PTGIS/ANXA1/IDH1/BMPR1B/BCL2L11/NUPR1/WNT7B/HOXA10/NCOA4",13
"GO:0070169","BP","GO:0070169","positive regulation of biomineral tissue development","4/228","47/18670",0.00256087897244201,0.00256087897244201,0.11130475669697,"ACVR1/BMPR1B/ADRB2/ANO6",4
"GO:0110151","BP","GO:0110151","positive regulation of biomineralization","4/228","47/18670",0.00256087897244201,0.00256087897244201,0.11130475669697,"ACVR1/BMPR1B/ADRB2/ANO6",4
"GO:0061458","BP","GO:0061458","reproductive system development","13/228","434/18670",0.00271612354937914,0.00271612354937914,0.1161665647441,"FGF10/GLI2/SEMA3A/HOXA9/PTGIS/ANXA1/IDH1/BMPR1B/BCL2L11/NUPR1/WNT7B/HOXA10/NCOA4",13
"GO:0048705","BP","GO:0048705","skeletal system morphogenesis","9/228","239/18670",0.00275895591267237,0.00275895591267237,0.1161665647441,"HOXB6/HOXB5/HOXB3/BMPR1B/WNT9A/SCARA3/HOXB2/HOXB4/HOXB7",9
"GO:0021675","BP","GO:0021675","nerve development","5/228","79/18670",0.00281434833157512,0.00281434833157512,0.116675817470969,"SEMA3A/HOXB3/NPTX1/HOXB2/PLXNA4",5
"GO:0019932","BP","GO:0019932","second-messenger-mediated signaling","13/228","439/18670",0.00299532012703674,0.00299532012703674,0.122296962124626,"PRKAR2B/PTGER3/ADCY2/JPH1/AHR/GLP1R/PLEK/PTGFR/CD36/ADRB2/ADGRE1/GRIN1/GCGR",13
"GO:0035459","BP","GO:0035459","vesicle cargo loading","3/228","25/18670",0.00338995648836634,0.00338995648836634,0.129549441370465,"SEC23B/SEC24D/TMED10",3
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","11/228","343/18670",0.00340140152560721,0.00340140152560721,0.129549441370465,"FGF10/CD86/KMO/CD80/PTGFR/CD36/AKIRIN2/CASP1/NOD2/CARD16/MRC1",11
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","12/228","394/18670",0.00342763530577299,0.00342763530577299,0.129549441370465,"FGF10/GLI2/TNFSF13B/VSIR/CTSC/CD86/PLEK/CD80/ANXA1/ITGB2/TNFSF13/NOD2",12
"GO:0019674","BP","GO:0019674","NAD metabolic process","4/228","51/18670",0.00345439701952092,0.00345439701952092,0.129549441370465,"TIGAR/KMO/ADPGK/NMNAT1",4
"GO:0021545","BP","GO:0021545","cranial nerve development","4/228","51/18670",0.00345439701952092,0.00345439701952092,0.129549441370465,"SEMA3A/HOXB3/HOXB2/PLXNA4",4
"GO:0045582","BP","GO:0045582","positive regulation of T cell differentiation","5/228","83/18670",0.0034862109058235,0.0034862109058235,0.129549441370465,"GLI2/VSIR/CD86/CD80/ANXA1",5
"GO:0046661","BP","GO:0046661","male sex differentiation","7/228","160/18670",0.00355975318979794,0.00355975318979794,0.129549441370465,"FGF10/SEMA3A/HOXA9/BCL2L11/NUPR1/HOXA10/NCOA4",7
"GO:0046718","BP","GO:0046718","viral entry into host cell","6/228","121/18670",0.00372084895624993,0.00372084895624993,0.129549441370465,"CD86/CD80/SCARB2/ITGA2/TRIM59/MRC1",6
"GO:0071222","BP","GO:0071222","cellular response to lipopolysaccharide","8/228","205/18670",0.00377870233023126,0.00377870233023126,0.129549441370465,"CD86/KMO/CD80/CD36/CASP1/NOD2/CARD16/MRC1",8
"GO:0070997","BP","GO:0070997","neuron death","11/228","348/18670",0.00379265542737873,0.00379265542737873,0.129549441370465,"TIGAR/KMO/APAF1/CLU/BCL2L11/FZD1/ITGB2/NMNAT1/NUPR1/GRIN1/MAP3K5",11
"GO:0030194","BP","GO:0030194","positive regulation of blood coagulation","3/228","26/18670",0.00379792405267711,0.00379792405267711,0.129549441370465,"PLEK/CD36/ANO6",3
"GO:1900048","BP","GO:1900048","positive regulation of hemostasis","3/228","26/18670",0.00379792405267711,0.00379792405267711,0.129549441370465,"PLEK/CD36/ANO6",3
"GO:1903579","BP","GO:1903579","negative regulation of ATP metabolic process","3/228","26/18670",0.00379792405267711,0.00379792405267711,0.129549441370465,"MLXIPL/TIGAR/NUPR1",3
"GO:0050702","BP","GO:0050702","interleukin-1 beta secretion","4/228","53/18670",0.0039718021187394,0.0039718021187394,0.133787018736485,"CD36/CASP1/NOD2/CARD16",4
"GO:0006919","BP","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","5/228","86/18670",0.00406058394269304,0.00406058394269304,0.135088952479457,"BCL2L13/APAF1/HIP1/CASP1/CASP5",5
"GO:0002825","BP","GO:0002825","regulation of T-helper 1 type immune response","3/228","27/18670",0.00423455518231453,0.00423455518231453,0.137482070598925,"IL1R1/CD80/ANXA1",3
"GO:0050820","BP","GO:0050820","positive regulation of coagulation","3/228","27/18670",0.00423455518231453,0.00423455518231453,0.137482070598925,"PLEK/CD36/ANO6",3
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","12/228","406/18670",0.00434918502695528,0.00434918502695528,0.139221960738973,"FGF10/CTSC/ACVR1/APAF1/CLU/CIDEB/BMPR1B/BCL2L11/NUPR1/PTTG1IP/SLC35F6/TNFSF12",12
"GO:0097194","BP","GO:0097194","execution phase of apoptosis","5/228","88/18670",0.00447917940467262,0.00447917940467262,0.139221960738973,"APAF1/PTGIS/CIDEB/CASP1/NMNAT1",5
"GO:1904035","BP","GO:1904035","regulation of epithelial cell apoptotic process","5/228","88/18670",0.00447917940467262,0.00447917940467262,0.139221960738973,"SEMA5A/SORT1/CAST/NUPR1/ANO6",5
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","8/228","212/18670",0.00462072438358392,0.00462072438358392,0.139221960738973,"CD86/KMO/CD80/CD36/CASP1/NOD2/CARD16/MRC1",8
"GO:0008045","BP","GO:0008045","motor neuron axon guidance","3/228","28/18670",0.00470042558500267,0.00470042558500267,0.139221960738973,"SEMA3A/ALCAM/PLXNA4",3
"GO:0009953","BP","GO:0009953","dorsal/ventral pattern formation","5/228","90/18670",0.00492762844738945,0.00492762844738945,0.139221960738973,"GLI2/ACVR1/LMX1B/BMPR1B/HOXB2",5
"GO:0042475","BP","GO:0042475","odontogenesis of dentin-containing tooth","5/228","90/18670",0.00492762844738945,0.00492762844738945,0.139221960738973,"FGF10/GLI2/ODAM/NKX2-3/BCL2L11",5
"GO:0045778","BP","GO:0045778","positive regulation of ossification","5/228","90/18670",0.00492762844738945,0.00492762844738945,0.139221960738973,"ACVR1/BMPR1B/ADRB2/ANO6/WNT7B",5
"GO:0046849","BP","GO:0046849","bone remodeling","5/228","90/18670",0.00492762844738945,0.00492762844738945,0.139221960738973,"SNX10/EFNA2/RAB3D/DCSTAMP/ADRB2",5
"GO:0007409","BP","GO:0007409","axonogenesis","13/228","468/18670",0.00511347183737048,0.00511347183737048,0.139221960738973,"GLI2/SEMA3A/EFNA2/LIMK1/SEMA5A/BMPR1B/ALCAM/EMB/NPTX1/PITPNA/GRIN1/UNC5C/PLXNA4",13
"GO:1903428","BP","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","4/228","57/18670",0.00515887442813655,0.00515887442813655,0.139221960738973,"CLU/CD36/ITGB2/GRIN1",4
"GO:0015914","BP","GO:0015914","phospholipid transport","5/228","91/18670",0.00516339620838197,0.00516339620838197,0.139221960738973,"PLEKHA8P1/SCARB2/PLSCR2/PITPNA/ANO6",5
"GO:0009435","BP","GO:0009435","NAD biosynthetic process","3/228","29/18670",0.00519607681460127,0.00519607681460127,0.139221960738973,"KMO/PTGIS/NMNAT1",3
"GO:1901214","BP","GO:1901214","regulation of neuron death","10/228","313/18670",0.00527221390826197,0.00527221390826197,0.139221960738973,"TIGAR/KMO/CLU/BCL2L11/FZD1/ITGB2/NMNAT1/NUPR1/GRIN1/MAP3K5",10
"GO:0008406","BP","GO:0008406","gonad development","8/228","217/18670",0.0053054319294216,0.0053054319294216,0.139221960738973,"SEMA3A/HOXA9/IDH1/BMPR1B/BCL2L11/NUPR1/HOXA10/NCOA4",8
"GO:0035710","BP","GO:0035710","CD4-positive, alpha-beta T cell activation","5/228","92/18670",0.00540704388431498,0.00540704388431498,0.139221960738973,"VSIR/CD86/NKX2-3/CD80/ANXA1",5
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","8/228","218/18670",0.00545121467218738,0.00545121467218738,0.139221960738973,"GLI2/TNFSF13B/VSIR/CD86/CD80/ANXA1/ITGB2/NOD2",8
"GO:0042476","BP","GO:0042476","odontogenesis","6/228","132/18670",0.00567811444799726,0.00567811444799726,0.139221960738973,"FGF10/GLI2/SNX10/ODAM/NKX2-3/BCL2L11",6
"GO:0002828","BP","GO:0002828","regulation of type 2 immune response","3/228","30/18670",0.00572201720145134,0.00572201720145134,0.139221960738973,"CD86/ANXA1/NOD2",3
"GO:0032743","BP","GO:0032743","positive regulation of interleukin-2 production","3/228","30/18670",0.00572201720145134,0.00572201720145134,0.139221960738973,"CD86/CD80/ANXA1",3
"GO:0043372","BP","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","3/228","30/18670",0.00572201720145134,0.00572201720145134,0.139221960738973,"CD86/CD80/ANXA1",3
"GO:0006909","BP","GO:0006909","phagocytosis","11/228","369/18670",0.00584643605094916,0.00584643605094916,0.139221960738973,"LIMK1/ARPC1B/ANXA1/CD36/MYO7A/DOCK1/PIP4P2/ITGB2/ITGA2/ANO6/CD300LF",11
"GO:0045621","BP","GO:0045621","positive regulation of lymphocyte differentiation","5/228","94/18670",0.00591852793014447,0.00591852793014447,0.139221960738973,"GLI2/VSIR/CD86/CD80/ANXA1",5
"GO:0007548","BP","GO:0007548","sex differentiation","9/228","270/18670",0.00609878118543018,0.00609878118543018,0.139221960738973,"FGF10/SEMA3A/HOXA9/IDH1/BMPR1B/BCL2L11/NUPR1/HOXA10/NCOA4",9
"GO:0032355","BP","GO:0032355","response to estradiol","6/228","134/18670",0.00610198508397713,0.00610198508397713,0.139221960738973,"FGF10/PTGFR/ARPC1B/ANXA1/BCL2L11/ITGA2",6
"GO:0044409","BP","GO:0044409","entry into host","6/228","134/18670",0.00610198508397713,0.00610198508397713,0.139221960738973,"CD86/CD80/SCARB2/ITGA2/TRIM59/MRC1",6
"GO:0048565","BP","GO:0048565","digestive tract development","6/228","134/18670",0.00610198508397713,0.00610198508397713,0.139221960738973,"FGF10/GLI2/TIGAR/NKX2-3/GATA5/CCDC40",6
"GO:0010659","BP","GO:0010659","cardiac muscle cell apoptotic process","4/228","60/18670",0.00619063739936274,0.00619063739936274,0.139221960738973,"TIGAR/APAF1/NUPR1/MAP3K5",4
"GO:0018149","BP","GO:0018149","peptide cross-linking","4/228","60/18670",0.00619063739936274,0.00619063739936274,0.139221960738973,"F13A1/ANXA1/LCE1A/LCE1C",4
"GO:0045137","BP","GO:0045137","development of primary sexual characteristics","8/228","223/18670",0.00622654487760418,0.00622654487760418,0.139221960738973,"SEMA3A/HOXA9/IDH1/BMPR1B/BCL2L11/NUPR1/HOXA10/NCOA4",8
"GO:0032464","BP","GO:0032464","positive regulation of protein homooligomerization","2/228","10/18670",0.00626397611237525,0.00626397611237525,0.139221960738973,"CLU/BCL2L11",2
"GO:0043471","BP","GO:0043471","regulation of cellular carbohydrate catabolic process","2/228","10/18670",0.00626397611237525,0.00626397611237525,0.139221960738973,"TIGAR/SCARB2",2
"GO:0045625","BP","GO:0045625","regulation of T-helper 1 cell differentiation","2/228","10/18670",0.00626397611237525,0.00626397611237525,0.139221960738973,"CD80/ANXA1",2
"GO:0060513","BP","GO:0060513","prostatic bud formation","2/228","10/18670",0.00626397611237525,0.00626397611237525,0.139221960738973,"FGF10/GLI2",2
"GO:2001235","BP","GO:2001235","positive regulation of apoptotic signaling pathway","7/228","179/18670",0.00652982922547306,0.00652982922547306,0.139221960738973,"CTSC/APAF1/CIDEB/BMPR1B/BCL2L11/NUPR1/TNFSF12",7
"GO:0002705","BP","GO:0002705","positive regulation of leukocyte mediated immunity","6/228","136/18670",0.00654846014558746,0.00654846014558746,0.139221960738973,"ULBP1/IL1R1/ULBP3/ITGB2/TNFSF13/NOD2",6
"GO:0050701","BP","GO:0050701","interleukin-1 secretion","4/228","61/18670",0.00656283805008332,0.00656283805008332,0.139221960738973,"CD36/CASP1/NOD2/CARD16",4
"GO:0090303","BP","GO:0090303","positive regulation of wound healing","4/228","61/18670",0.00656283805008332,0.00656283805008332,0.139221960738973,"PLEK/ANXA1/CD36/ANO6",4
"GO:2000514","BP","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","4/228","61/18670",0.00656283805008332,0.00656283805008332,0.139221960738973,"VSIR/CD86/CD80/ANXA1",4
"GO:0010675","BP","GO:0010675","regulation of cellular carbohydrate metabolic process","6/228","137/18670",0.00678038338882491,0.00678038338882491,0.139221960738973,"TIGAR/PLEK/SCARB2/NUPR1/SLC35B4/GCGR",6
"GO:0016050","BP","GO:0016050","vesicle organization","10/228","325/18670",0.00681221540975596,0.00681221540975596,0.139221960738973,"SNX10/SEC23B/CTSC/SORT1/ANXA1/MYO7A/SCARB2/SEC24D/PI4K2A/TMED10",10
"GO:0019359","BP","GO:0019359","nicotinamide nucleotide biosynthetic process","3/228","32/18670",0.00686663809549505,0.00686663809549505,0.139221960738973,"KMO/PTGIS/NMNAT1",3
"GO:0019363","BP","GO:0019363","pyridine nucleotide biosynthetic process","3/228","32/18670",0.00686663809549505,0.00686663809549505,0.139221960738973,"KMO/PTGIS/NMNAT1",3
"GO:0048841","BP","GO:0048841","regulation of axon extension involved in axon guidance","3/228","32/18670",0.00686663809549505,0.00686663809549505,0.139221960738973,"SEMA3A/SEMA5A/PLXNA4",3
"GO:0071353","BP","GO:0071353","cellular response to interleukin-4","3/228","32/18670",0.00686663809549505,0.00686663809549505,0.139221960738973,"DCSTAMP/CD300LF/MRC1",3
"GO:0010658","BP","GO:0010658","striated muscle cell apoptotic process","4/228","62/18670",0.00694957847302788,0.00694957847302788,0.139221960738973,"TIGAR/APAF1/NUPR1/MAP3K5",4
