"","gene_names","ID","CpG_logFC","Gene_logFC","Gene_P.value","AveExpr","Gene_log2_P.value"
"119","AC016907.3","2_30360487","NA",0,1,0,0
"120","AC017076.5","2_6970754","NA",0,1,0,0
"121","AC017116.11","7_44103689","NA",0,1,0,0
"122","AC018470.1","2_175195359","NA",0,1,0,0
"123","AC018755.1","19_52089926","NA",0,1,0,0
"124","AC018755.16","19_52089926","NA",0,1,0,0
"125","AC018755.2","19_52188083","NA",0,1,0,0
"126","AC018816.3","3_4922743","NA",0,1,0,0
"127","AC019048.1","2_7217303","NA",0,1,0,0
"128","AC019181.2","2_165693725","NA",0,1,0,0
"129","AC019201.1","2_158296257","NA",0,1,0,0
"130","AC020956.3","19_42338250","NA",0,1,0,0
"131","AC021106.1","4_37960847","NA",0,1,0,0
"132","AC021188.4","2_96986565","NA",0,1,0,0
"133","AC021205.1","4_123746846","DOWN",0,1,0,0
"134","AC022201.4","2_70626589","NA",0,1,0,0
"135","AC022201.5","2_70520221","NA",0,1,0,0
"136","AC022431.2","5_55901742","NA",0,1,0,0
"137","AC025165.8","12_57992706","DOWN",0,1,0,0
"138","AC026954.6","17_7229851","NA",0,1,0,0
"139","AC027307.3","19_1426729","NA",0,1,0,0
"140","AC034220.3","5_131704172","NA",0,1,0,0
"141","AC037199.1","19_51371886","NA",0,1,0,0
"142","AC040160.1","16_67259494","NA",0,1,0,0
"143","AC040162.1","16_67911016","NA",0,1,0,0
"144","AC053503.11","2_220371494","NA",0,1,0,0
"145","AC062028.1","2_11272832","NA",0,1,0,0
"146","AC064874.1","2_236691274","NA",0,1,0,0
"147","AC067968.3","19_44529346","NA",0,1,0,0
"148","AC068039.4","2_172626475","NA",0,1,0,0
"149","AC068669.1","17_38281234","NA",0,1,0,0
"150","AC068831.3","15_91477137","NA",0,1,0,0
"151","AC073115.6","7_46009216","NA",0,1,0,0
"152","AC073130.1","7_115924625","NA",0,1,0,0
"153","AC073610.5","12_49333266","NA",0,1,0,0
"154","AC073957.15","7_1065596","NA",0,1,0,0
"155","AC074117.10","2_27577243","NA",0,1,0,0
"156","AC074129.1","5_38081824","NA",0,1,0,0
"157","AC074138.3","19_37177995","NA",0,1,0,0
"158","AC074212.5","19_46258116","NA",0,1,0,0
"159","AC074212.6","19_46258116","NA",0,1,0,0
"160","AC074286.1","2_178255995","NA",0,1,0,0
"161","AC078883.3","2_173322334","NA",0,1,0,0
"162","AC079135.1","2_237072120","NA",0,1,0,0
"163","AC079305.10","2_178125221","NA",0,1,0,0
"164","AC079305.8","2_178073399","NA",0,1,0,0
"165","AC079753.1","2_113594484","NA",0,1,0,0
"166","AC079807.2","2_48130849","NA",0,1,0,0
"167","AC080037.1","17_70708801","NA",0,1,0,0
"168","AC084219.4","19_44616755","NA",0,1,0,0
"169","AC084368.1","7_95932648","NA",0,1,0,0
"170","AC087491.2","17_37771251","NA",0,1,0,0
"171","AC090627.1","17_46371490","NA",0,1,0,0
"172","AC091633.3","3_195269445","NA",0,1,0,0
"173","AC092171.2","7_5441213","NA",0,1,0,0
"174","AC092171.4","7_5489147","DOWN",0,1,0,0
"175","AC092171.4","7_5489147","DOWN",0,1,0,0
"176","AC092171.4","7_5489147","DOWN",0,1,0,0
"177","AC092295.7","19_37061433","NA",0,1,0,0
"178","AC092669.1","2_66666185","DOWN",0,1,0,0
"179","AC092675.1","2_98902281","NA",0,1,0,0
"180","AC092675.3","2_98968858","NA",0,1,0,0
"181","AC092675.4","2_98960936","DOWN",0,1,0,0
"182","AC092811.1","1_225596388","NA",0,1,0,0
"183","AC092958.1","3_147796068","NA",0,1,0,0
"184","AC093110.3","2_54888688","NA",0,1,0,0
"185","AC093267.1","5_122111880","NA",0,1,0,0
"186","AC093602.1","4_139935712","NA",0,1,0,0
"187","AC093620.5","7_5441213","NA",0,1,0,0
"188","AC093700.1","4_159919519","NA",0,1,0,0
"189","AC093818.1","2_173417221","NA",0,1,0,0
"190","AC096649.1","2_176038152","NA",0,1,0,0
"191","AC096649.2","2_176031379","NA",0,1,0,0
"192","AC096649.4","2_176193018","NA",0,1,0,0
"193","AC097468.4","2_219862933","NA",0,1,0,0
"194","AC097468.7","2_219822117","NA",0,1,0,0
"195","AC097658.1","4_144253937","NA",0,1,0,0
"196","AC098617.1","2_192705523","DOWN",0,1,0,0
"197","AC098872.3","2_192653057","NA",0,1,0,0
"198","AC099552.4","7_154986672","NA",0,1,0,0
"199","AC100791.2","17_77782841","NA",0,1,0,0
"200","AC102953.6","7_1542034","NA",0,1,0,0
"201","AC103809.1","17_72302411","DOWN",0,1,0,0
"202","AC103809.2","17_72345887","NA",0,1,0,0
"203","AC104134.2","2_88836095","NA",0,1,0,0
"204","AC104695.3","2_28614158","NA",0,1,0,0
"205","AC104695.4","2_28666022","NA",0,1,0,0
"206","AC104801.1","2_172966044","NA",0,1,0,0
"207","AC105402.1","2_149637499","NA",0,1,0,0
"208","AC105402.4","2_149637499","NA",0,1,0,0
"209","AC107993.1","17_40543687","NA",0,1,0,0
"210","AC108004.3","17_256417","NA",0,1,0,0
"211","AC108004.3","17_262444","NA",0,1,0,0
"212","AC108456.1","11_31456822","NA",0,1,0,0
"213","AC110781.3","7_1881075","DOWN",0,1,0,0
"214","AC112219.1","3_72310003","NA",0,1,0,0
"215","AC113189.5","17_7486966","NA",0,1,0,0
"216","AC113189.5","17_7477838","NA",0,1,0,0
"217","AC114803.3","2_220160298","NA",0,1,0,0
"218","AC115617.2","X_48635171","NA",0,1,0,0
"219","AC116366.5","5_131758776","NA",0,1,0,0
"220","AC116366.6","5_131802698","NA",0,1,0,0
"221","AC124057.5","11_2421130","NA",0,1,0,0
"222","AC124853.1","19_48397784","NA",0,1,0,0
"223","AC127496.1","17_78971085","NA",0,1,0,0
"224","AC130462.1","16_68089122","NA",0,1,0,0
"225","AC131971.1","11_3000649","NA",0,1,0,0
"226","AC132186.1","16_66519353","NA",0,1,0,0
"227","AC135178.1","17_8257967","DOWN",0,1,0,0
"228","AC136932.1","16_33960920","NA",0,1,0,0
"229","AC139149.1","17_79477581","NA",0,1,0,0
"230","AC142528.1","2_3517384","NA",0,1,0,0
"231","AC226150.4","12_133786908","NA",0,1,0,0
"232","ACADVL","17_7114907","NA",0.0339910344215726,0.881406979093976,55.2336276815407,0.18211977478165
"233","ACADVL","17_7125388","NA",0.0339910344215726,0.881406979093976,55.2336276815407,0.18211977478165
"234","ACAP1","17_7253060","DOWN",-0.185060492028978,0.462723076413619,36.1130433913379,1.11177904569818
"235","ACAP1","17_7238218","NA",-0.185060492028978,0.462723076413619,36.1130433913379,1.11177904569818
"236","ACER3","11_76566181","DOWN",0.363651118395956,0.0937340412710008,21.3862026174722,3.41528310502838
"237","ACLY","17_40058447","NA",0.0855746018838639,0.565541310463931,43.0079220412038,0.822295683891209
"238","ACOT11","1_55000713","NA",-0.415054951942182,0.343008676715839,15.339819438804,1.54368302374704
"239","ACPL2","3_140945205","NA",0,1,0,0
"240","ACSF2","17_48535173","DOWN",-0.288008305558955,0.250894515068291,10.1517248757646,1.99484716328046
"241","ACTG1","17_79477581","NA",-0.0211981949846525,0.905306287270044,269.699958356928,0.143522121069543
"242","ACTL6A","3_179278890","NA",0.0423471935572097,0.788118265172024,16.9591309590628,0.343515957877194
"243","ACTN4","19_39135953","NA",0.135867185581029,0.441874409937506,84.7099355235312,1.17829171148482
"244","ACTR3B","7_152450889","NA",0.110561265500437,0.641946789617324,4.24530506704058,0.639474376257337
"245","ACTR5","20_37372292","NA",-0.0217025222575007,0.893320958066225,7.72260755517208,0.162749485702457
"246","ACTRT2","1_2927637","NA",-0.34164159464583,0.140331006682378,0.0594555035339996,2.83309428162056
"247","ACVRL1","12_52283133","DOWN",0.0830822202995485,0.906392592971551,1.30277786402181,0.14179202336582
"248","AD000671.6","19_36230209","NA",0,1,0,0
"249","AD000684.2","19_35751275","NA",0,1,0,0
"250","ADAM17","2_9689098","NA",0.00935359594009366,0.961149808758355,24.2598761313041,0.0571667819855696
"251","ADI1","2_3517384","NA",0.143191920640487,0.415161744047747,17.7799767317656,1.26825458523636
"252","ADIPOR2","12_1796050","NA",0.037406930317502,0.778380944198884,25.8864412607459,0.36145170343006
"253","ADM","11_10325114","NA",0.0454072319103292,0.947389115231893,1.39002586529393,0.0779709983228992
"254","ADM5","19_50180194","DOWN",-0.98301197397016,0.00886056782602658,3.23631075622713,6.8183851283713
"255","ADM5","19_50180194","DOWN",-0.98301197397016,0.00886056782602658,3.23631075622713,6.8183851283713
"256","ADPGK","15_73072205","NA",0.304973807967157,0.0127391848529696,47.1936259671436,6.29458322349938
"257","ADPGK-AS1","15_73072205","NA",0.198348519742172,0.33001149656084,4.17494388711256,1.5994118105908
"258","ADPRH","3_119295533","NA",0.491489265116313,0.125116919092314,7.13674518367048,2.99865120194535
"259","ADRA2B","2_96780361","NA",-1.57833521637835,0.0175322206278115,0.204826866017607,5.83384745061775
"260","ADRBK1","11_67039530","NA",0,1,0,0
"261","AE000658.27","14_22065499","NA",0,1,0,0
"262","AEBP1","7_44139252","NA",-0.796481437221547,0.212747724611731,8.82466696257223,2.23278439286532
"263","AEN","15_89161102","NA",-0.0139367410555007,0.945230679869385,12.73741880224,0.081261638473301
"264","AF196779.1","X_49051482","NA",0,1,0,0
"265","AF196779.12","X_48935142","NA",0,1,0,0
"266","AF196970.3","X_48589819","NA",0,1,0,0
"267","AF213884.3","4_103485281","NA",0,1,0,0
"268","AGAP2","12_58134516","NA",-0.0385260945348573,0.891951533172986,19.0769042686347,0.164962775717879
"269","AGAP2","12_58130768","NA",-0.0385260945348573,0.891951533172986,19.0769042686347,0.164962775717879
"270","AGAP2-AS1","12_58107250","NA",0.413158668725828,0.203910145904643,1.44979005257622,2.29399453394113
"271","AGK","7_141249571","NA",0.224257991084842,0.145705915775837,15.6079120768121,2.77886864173199
"272","AGO4","1_36261113","NA",-0.00770470395016876,0.96866233888547,45.8644884922675,0.0459342433963947
"273","AGPAT1","6_32144835","NA",0.0442587051412806,0.777989665109698,19.6033681526273,0.362177104449699
"274","AGPAT1","6_32097279","DOWN",0.0442587051412806,0.777989665109698,19.6033681526273,0.362177104449699
"275","AGPAT1","6_32097279","DOWN",0.0442587051412806,0.777989665109698,19.6033681526273,0.362177104449699
"276","AGPAT1","6_32097279","DOWN",0.0442587051412806,0.777989665109698,19.6033681526273,0.362177104449699
"277","AGPAT1","6_32097279","DOWN",0.0442587051412806,0.777989665109698,19.6033681526273,0.362177104449699
"278","AGPAT1","6_32097279","DOWN",0.0442587051412806,0.777989665109698,19.6033681526273,0.362177104449699
"279","AGPAT1","6_32097279","DOWN",0.0442587051412806,0.777989665109698,19.6033681526273,0.362177104449699
"280","AGPAT1","6_32097279","DOWN",0.0442587051412806,0.777989665109698,19.6033681526273,0.362177104449699
"281","AGPAT2","9_139571983","DOWN",0.133927958338226,0.592424493695259,14.7485996975263,0.755296805033437
"282","AGPAT5","8_6563788","NA",-0.230035321892299,0.38220060567815,21.8930584561347,1.38759803031304
"283","AGPS","2_178255995","NA",-0.166471341863169,0.382996374512667,27.4004251162688,1.38459735938818
"284","AHCY","20_32874333","NA",-0.0390042536434532,0.85994346476052,28.5885945494631,0.217686279015272
"285","AHCYL2","7_128853214","NA",0.243687743412502,0.161321214120772,15.2692211977581,2.63199192611236
"286","AHDC1","1_27928426","NA",-0.37918439481304,0.275589746857425,23.020197378913,1.85940588040506
"287","AHNAK","11_62312186","DOWN",0.329738176800193,0.337460812701998,219.531007633878,1.56720811451032
"288","AHNAK","11_62320337","NA",0.329738176800193,0.337460812701998,219.531007633878,1.56720811451032
"289","AIDA","1_222876630","NA",0.0290284094826871,0.859498218817425,7.4088568763191,0.218433444952416
"290","AIFM3","22_21317189","DOWN",0.213042049986687,0.683796375544067,4.79200059260624,0.548361319086601
"291","AIM1L","1_26677864","NA",0,1,0,0
"292","AIRE","21_45697783","DOWN",-0.0837441849148068,0.890404035448042,0.491589995327368,0.167467963676846
"293","AKAP1","17_55160977","NA",-0.095575910725092,0.565501865262624,16.6760188375964,0.822396312050341
"294","AKAP10","17_19879250","NA",0.0073530851232082,0.962635925534389,24.7977810098876,0.0549378292584262
"295","AKR1A1","1_46012546","NA",-0.0579512026053957,0.75035973622628,22.4416255860966,0.414345678954562
"296","AKTIP","16_53535280","NA",-0.116638324706081,0.575623211960831,5.19206569919712,0.796803325071876
"297","AL109843.1","1_67695072","NA",0,1,0,0
"298","AL121914.1","20_55029819","NA",0,1,0,0
"299","AL122015.1","11_33374700","NA",0,1,0,0
"300","AL133410.1","9_35811240","NA",0,1,0,0
"301","AL139815.1","10_23358315","NA",0,1,0,0
"302","AL157407.1","1_68516578","NA",0,1,0,0
"303","AL157904.1","1_117446540","NA",0,1,0,0
"304","AL158155.1","9_37287516","NA",0,1,0,0
"305","AL162511.1","14_36655638","NA",0,1,0,0
"306","AL162614.1","11_31222623","NA",0,1,0,0
"307","AL356475.1","1_169990454","NA",0,1,0,0
"308","AL359878.1","10_1033144","NA",0,1,0,0
"309","AL365502.1","9_140439831","NA",0,1,0,0
"310","AL512290.1","6_136285224","NA",0,1,0,0
"311","AL512640.1","10_44528303","NA",0,1,0,0
"312","AL590226.1","9_139571983","DOWN",0,1,0,0
"313","AL662800.2","6_30612762","NA",0,1,0,0
"314","AL669914.1","6_30052641","NA",0,1,0,0
"315","AL731561.2","10_48385632","NA",0,1,0,0
"316","AL731568.1","10_77582893","NA",0,1,0,0
"317","ALAS1","3_52222062","NA",-0.110473072320815,0.668586219453354,16.2057593124798,0.580814475695125
"318","ALDH7A1","5_125885478","NA",-1.14547072105952,0.0570107795430019,3.71365219625394,4.13262146132368
"319","ALDH7A1","5_125929950","NA",-1.14547072105952,0.0570107795430019,3.71365219625394,4.13262146132368
"320","ALDH8A1","6_135269327","NA",0.157032943373876,0.701407109570521,1.13548155711803,0.511676040843328
"321","ALDOAP1","3_52222062","NA",0.172942019732464,0.616990515581515,0.358921403234868,0.69667978254457
"322","ALKBH7","19_6373599","NA",-0.170418872460194,0.505276783038311,6.12112271728269,0.984854203799519
"323","ALOX5","10_45865573","NA",0.427546614006723,0.43980293883337,18.5709424786201,1.18507085034395
"324","ALOXE3","17_8020450","NA",0.237809862181883,0.67483497472133,0.167227548515328,0.567393348663402
"325","ALX1","12_85672197","DOWN",0.0818471425187379,0.780665634768804,0.0626882096099939,0.357223331860995
"326","ALX4","11_44325331","DOWN",-0.279359110350047,0.457965215936066,0.947873769469269,1.12669007015089
"327","AMDHD2","16_2559272","NA",0.15399410833101,0.510861489354762,6.31883450518919,0.968995910786041
"328","AMER1","X_63423873","NA",-0.143398504936433,0.488346833376098,9.26115165524243,1.03402195312031
"329","AMHR2","12_53815443","NA",-0.074355647497337,0.907414259516352,0.349104993644811,0.140166763860943
"330","AMPD3","11_10325114","NA",-0.1591181636388,0.567829616371835,17.7523478327985,0.816469997007716
"331","AMZ1","7_2690785","NA",0.252522376926696,0.542859244410228,2.95535886064786,0.88134991843285
"332","ANAPC10","4_146015816","NA",-0.0704153990511198,0.661237163162904,5.08029387118411,0.596760284951409
"333","ANAPC13","3_134201514","NA",0.018947095009282,0.906785480392834,14.181908524871,0.141166804308178
"334","ANAPC16","10_73975361","NA",0.146200149812608,0.250194252583173,20.3080380605766,1.99887944633084
"335","ANAPC2","9_140081558","NA",-0.0925124996460598,0.634634882327685,22.8958780380592,0.656001274580267
"336","ANAPC2","9_140065321","DOWN",-0.0925124996460598,0.634634882327685,22.8958780380592,0.656001274580267
"337","ANGPT2","8_6418661","DOWN",0.152941835536585,0.65031120869668,5.0704997262465,0.620797804752502
"338","ANGPT2","8_6418661","DOWN",0.152941835536585,0.65031120869668,5.0704997262465,0.620797804752502
"339","ANGPT2","8_6418661","DOWN",0.152941835536585,0.65031120869668,5.0704997262465,0.620797804752502
"340","ANGPT2","8_6418661","DOWN",0.152941835536585,0.65031120869668,5.0704997262465,0.620797804752502
"341","ANKRD13D","11_67039530","NA",-0.040450841733187,0.862307060969721,45.7936380276867,0.213726401378937
"342","ANKRD17","4_74119805","NA",-0.05697969286412,0.655281037791568,58.3379123475755,0.609814310572528
"343","ANKRD24","19_4151586","NA",0.105807094445858,0.793505710384597,1.64554143281506,0.333687489578769
"344","ANKRD27","19_33164472","NA",-0.270459950172148,0.356596810928975,29.7706371501018,1.48763429399267
"345","ANKRD33","12_52283133","DOWN",0.112930434968194,0.814760133699866,0.0881100336966219,0.295552704078634
"346","ANKRD34A","1_145451473","NA",-0.774623829482698,0.522009956396185,4.65417683893433,0.937850771030102
"347","ANKRD35","1_145546608","NA",1.29360655536742,0.0255993225820567,0.881111627740063,5.28775055612907
"348","ANKRD40","17_48781239","NA",-0.112052093139021,0.422866066162434,19.8003764309045,1.24172730218067
"349","ANKRD44","2_198059736","NA",0.121135991115128,0.6249768689702,33.3876041842036,0.678125299735875
"350","ANKRD44","2_198168306","NA",0.121135991115128,0.6249768689702,33.3876041842036,0.678125299735875
"351","ANKRD53","2_71202287","DOWN",-0.197333718775764,0.561860600328971,0.922915121081677,0.831715857964729
"352","ANKRD63","15_40566825","NA",-0.186087416322792,0.71866543065112,1.02702887508309,0.476607803885422
"353","ANKRD7","7_117852760","NA",0.43555380668371,0.572802209196794,0.143004673240193,0.803891038054899
"354","ANKRD9","14_102975138","NA",0.149810125406835,0.718030446257331,4.54109261603414,0.477883075723165
"355","ANKS6","9_101547875","DOWN",-0.364918166110129,0.531161009249383,5.97461945488867,0.912778847726493
"356","ANKUB1","3_149494370","NA",0.203019643774969,0.554358643487269,0.934824593929582,0.851108461981755
"357","ANKZF1","2_220091728","NA",0.00223684953085801,0.989826435491996,17.8412808932445,0.0147525218237712
"358","ANTXR2","4_81040988","NA",0.121716891235111,0.569207089982841,33.3020771693202,0.812974462855398
"359","ANXA11","10_81954077","NA",-0.0182087637981949,0.905106370526935,45.9698839333027,0.143840743339228
"360","ANXA9","1_150953569","NA",-0.028332285125193,0.898927630427516,4.94356630965264,0.153723120889524
"361","AOC1","7_150512976","NA",-0.311822176263256,0.717948364880332,1.26817303697309,0.478048006284474
"362","AOC2","17_40991696","DOWN",-0.175021632687142,0.550297641581312,1.67909366390863,0.861715949186174
"363","AOC2","17_40991696","DOWN",-0.175021632687142,0.550297641581312,1.67909366390863,0.861715949186174
"364","AOC3","17_40991696","DOWN",-0.36275631956846,0.403825033189261,1.21468607304718,1.30819774851073
"365","AOC3","17_40991696","DOWN",-0.36275631956846,0.403825033189261,1.21468607304718,1.30819774851073
"366","AP000349.1","22_24121031","NA",0,1,0,0
"367","AP000640.2","11_59434891","NA",0,1,0,0
"368","AP000662.4","11_57413535","NA",0,1,0,0
"369","AP000721.4","11_63736782","NA",0,1,0,0
"370","AP000911.1","11_133825146","NA",0,1,0,0
"371","AP001187.1","11_64655001","NA",0,1,0,0
"372","AP001258.4","11_58908445","NA",0,1,0,0
"373","AP001258.5","11_58908445","NA",0,1,0,0
"374","AP002498.1","11_76585797","NA",0,1,0,0
"375","AP003068.12","11_64881678","NA",0,1,0,0
"376","AP003068.9","11_64870012","NA",0,1,0,0
"377","AP003471.2","8_105436093","NA",0,1,0,0
"378","AP003471.3","8_105444374","NA",0,1,0,0
"379","AP003774.4","11_64207609","NA",0,1,0,0
"380","AP006216.10","11_116640801","NA",0,1,0,0
"381","AP006216.11","11_116640801","NA",0,1,0,0
"382","AP1G2","14_24036501","NA",-0.137289373441117,0.528031764054947,39.2439279770173,0.921303376541925
"383","AP1S2","X_15871533","NA",0.533807167955531,0.174045220465312,19.9194452770274,2.52246589878423
"384","AP2A1","19_50264741","NA",-0.0399781833422077,0.819205105367109,33.9868241466659,0.287703388503479
"385","AP3D1","19_2132391","NA",0.0731619992629975,0.525836988591442,43.1690204848546,0.927312466852
"386","AP5Z1","7_4806557","NA",0.0683649823734651,0.727790335973618,19.9562131413886,0.458405200530402
"387","APC2","19_1442968","DOWN",0.0724461524075197,0.76611611927848,6.41497470568995,0.384365018649903
"388","APC2","19_1442968","DOWN",0.0724461524075197,0.76611611927848,6.41497470568995,0.384365018649903
"389","APC2","19_1442968","DOWN",0.0724461524075197,0.76611611927848,6.41497470568995,0.384365018649903
"390","APC2","19_1442968","DOWN",0.0724461524075197,0.76611611927848,6.41497470568995,0.384365018649903
